Wavelength (nm)	I15 abs e
200.00	24534
201.00	26736
202.00	27054
203.00	26437
204.00	25366
205.00	23463
206.00	21630
207.00	20269
208.00	19014
209.00	17888
210.00	16907
211.00	16224
212.00	15873
213.00	15722
214.00	15815
215.00	16076
216.00	16374
217.00	16670
218.00	16936
219.00	17101
220.00	17234
221.00	17303
222.00	17340
223.00	17303
224.00	17214
225.00	17216
226.00	17474
227.00	18047
228.00	18970
229.00	20105
230.00	21398
231.00	22768
232.00	24202
233.00	25668
234.00	26945
235.00	27846
236.00	28307
237.00	28500
238.00	28443
239.00	28187
240.00	27736
241.00	26982
242.00	25769
243.00	23899
244.00	20950
245.00	16673
246.00	11821
247.00	7823.4
248.00	5144.4
249.00	3521.0
250.00	2520.8
251.00	1918.1
252.00	1545.2
253.00	1309.9
254.00	1160.4
255.00	1069.0
256.00	998.16
257.00	969.24
258.00	953.63
259.00	953.42
260.00	978.49
261.00	1019.8
262.00	1045.0
263.00	1088.3
264.00	1141.4
265.00	1205.4
266.00	1275.7
267.00	1348.4
268.00	1427.6
269.00	1508.0
270.00	1590.3
271.00	1689.5
272.00	1789.4
273.00	1893.6
274.00	1995.0
275.00	2102.3
276.00	2208.3
277.00	2314.1
278.00	2431.2
279.00	2548.1
280.00	2648.5
281.00	2756.1
282.00	2859.6
283.00	2957.5
284.00	3055.6
285.00	3150.4
286.00	3230.5
287.00	3310.7
288.00	3379.3
289.00	3430.7
290.00	3478.7
291.00	3527.1
292.00	3547.4
293.00	3562.1
294.00	3568.8
295.00	3559.7
296.00	3530.0
297.00	3495.3
298.00	3448.8
299.00	3389.4
300.00	3320.7
301.00	3238.2
302.00	3141.1
303.00	3041.3
304.00	2941.2
305.00	2818.8
306.00	2697.2
307.00	2575.8
308.00	2444.8
309.00	2325.0
310.00	2188.9
311.00	2058.1
312.00	1931.5
313.00	1808.3
314.00	1701.3
315.00	1584.0
316.00	1470.4
317.00	1366.5
318.00	1262.4
319.00	1158.5
320.00	1068.8
321.00	974.92
322.00	896.76
323.00	815.46
324.00	748.75
325.00	675.36
326.00	620.02
327.00	561.79
328.00	513.75
329.00	470.05
330.00	420.39
331.00	379.07
332.00	334.44
333.00	296.26
334.00	270.63
335.00	244.88
336.00	216.73
337.00	201.29
338.00	186.20
339.00	173.08
340.00	153.94
341.00	141.30
342.00	131.15
343.00	124.74
344.00	110.89
345.00	100.37
346.00	95.834
347.00	79.651
348.00	78.417
349.00	70.717
350.00	67.310
351.00	60.601
352.00	66.893
353.00	64.512
354.00	58.480
355.00	46.608
356.00	45.826
357.00	49.337
358.00	55.195
359.00	49.442
360.00	50.797
361.00	48.990
362.00	35.049
363.00	50.989
364.00	58.237
365.00	62.409
366.00	49.424
367.00	37.917
368.00	48.833
369.00	53.092
370.00	54.117
371.00	45.340
372.00	45.253
373.00	40.612
374.00	48.503
375.00	29.922
376.00	38.404
377.00	49.928
378.00	40.473
379.00	48.729
380.00	36.301
381.00	36.527
382.00	43.462
383.00	48.642
384.00	53.457
385.00	48.208
386.00	44.592
387.00	42.767
388.00	46.730
389.00	33.537
390.00	32.807
391.00	48.694
392.00	55.838
393.00	27.210
394.00	31.139
395.00	43.793
396.00	46.174
397.00	32.095
398.00	35.536
399.00	42.558
400.00	44.384
