Wavelength (nm)	G22 abs e
200.00	18720
201.00	20582
202.00	20208
203.00	20314
204.00	20660
205.00	20118
206.00	18972
207.00	18125
208.00	17045
209.00	15302
210.00	13341
211.00	11863
212.00	11026
213.00	10672
214.00	10707
215.00	11038
216.00	11605
217.00	12428
218.00	13487
219.00	14757
220.00	16295
221.00	18068
222.00	20190
223.00	22625
224.00	25423
225.00	28412
226.00	31463
227.00	34468
228.00	37417
229.00	40202
230.00	42855
231.00	45021
232.00	46505
233.00	46800
234.00	45320
235.00	41780
236.00	36339
237.00	29948
238.00	23979
239.00	19364
240.00	16073
241.00	13884
242.00	12473
243.00	11546
244.00	10930
245.00	10544
246.00	10312
247.00	10169
248.00	10131
249.00	10073
250.00	9949.2
251.00	9822.6
252.00	9703.0
253.00	9601.2
254.00	9549.8
255.00	9411.5
256.00	9192.3
257.00	8989.9
258.00	8776.6
259.00	8534.1
260.00	8326.4
261.00	8063.0
262.00	7724.6
263.00	7418.4
264.00	7133.2
265.00	6895.5
266.00	6712.3
267.00	6561.0
268.00	6493.3
269.00	6448.5
270.00	6475.6
271.00	6537.9
272.00	6625.8
273.00	6752.5
274.00	6872.8
275.00	6996.3
276.00	7127.1
277.00	7275.0
278.00	7448.4
279.00	7687.6
280.00	7986.6
281.00	8324.5
282.00	8733.3
283.00	9165.4
284.00	9576.8
285.00	9913.7
286.00	10130
287.00	10195
288.00	10148
289.00	10053
290.00	9954.0
291.00	9922.8
292.00	9972.9
293.00	10110
294.00	10338
295.00	10648
296.00	10959
297.00	11177
298.00	11128
299.00	10741
300.00	10017
301.00	9073.2
302.00	8052.8
303.00	7076.7
304.00	6264.9
305.00	5603.8
306.00	5089.2
307.00	4672.5
308.00	4340.4
309.00	4078.1
310.00	3859.9
311.00	3642.8
312.00	3450.0
313.00	3276.8
314.00	3099.7
315.00	2919.4
316.00	2747.5
317.00	2570.2
318.00	2396.3
319.00	2223.2
320.00	2075.2
321.00	1920.3
322.00	1798.5
323.00	1689.3
324.00	1589.8
325.00	1507.1
326.00	1436.0
327.00	1375.6
328.00	1318.1
329.00	1285.4
330.00	1257.6
331.00	1217.9
332.00	1188.0
333.00	1172.1
334.00	1159.7
335.00	1136.3
336.00	1124.1
337.00	1111.4
338.00	1095.9
339.00	1091.5
340.00	1084.7
341.00	1078.1
342.00	1065.7
343.00	1059.2
344.00	1057.4
345.00	1047.7
346.00	1048.9
347.00	1049.9
348.00	1047.5
349.00	1046.2
350.00	1051.7
351.00	1058.8
352.00	1077.7
353.00	1086.3
354.00	1097.7
355.00	1116.5
356.00	1134.2
357.00	1154.1
358.00	1184.8
359.00	1211.3
360.00	1226.3
361.00	1261.8
362.00	1303.4
363.00	1336.8
364.00	1383.1
365.00	1420.1
366.00	1462.1
367.00	1518.8
368.00	1561.7
369.00	1621.8
370.00	1658.1
371.00	1707.3
372.00	1760.3
373.00	1816.0
374.00	1870.3
375.00	1910.9
376.00	1979.9
377.00	2030.8
378.00	2102.4
379.00	2156.9
380.00	2213.8
381.00	2275.2
382.00	2323.5
383.00	2386.9
384.00	2442.5
385.00	2504.3
386.00	2549.3
387.00	2617.9
388.00	2659.3
389.00	2708.0
390.00	2754.9
391.00	2817.4
392.00	2854.1
393.00	2897.2
394.00	2938.7
395.00	2970.0
396.00	3018.0
397.00	3043.1
398.00	3056.5
399.00	3082.0
400.00	3118.2
401.00	3135.7
402.00	3143.0
403.00	3151.5
404.00	3178.2
405.00	3182.3
406.00	3188.9
407.00	3166.0
408.00	3158.9
409.00	3155.7
410.00	3137.5
411.00	3140.0
412.00	3112.7
413.00	3092.3
414.00	3067.6
415.00	3029.9
416.00	2996.6
417.00	2948.7
418.00	2905.8
419.00	2859.1
420.00	2825.1
421.00	2779.8
422.00	2731.6
423.00	2692.8
424.00	2634.3
425.00	2594.8
426.00	2531.5
427.00	2457.4
428.00	2404.6
429.00	2358.4
430.00	2299.0
431.00	2233.4
432.00	2180.5
433.00	2107.7
434.00	2048.1
435.00	1987.7
436.00	1934.0
437.00	1868.7
438.00	1803.2
439.00	1739.6
440.00	1686.0
441.00	1627.1
442.00	1574.5
443.00	1519.8
444.00	1469.7
445.00	1417.5
446.00	1371.6
447.00	1326.0
448.00	1274.8
449.00	1229.1
450.00	1168.0
451.00	1139.0
452.00	1100.5
453.00	1061.7
454.00	1017.8
455.00	974.69
456.00	929.15
457.00	884.25
458.00	846.96
459.00	810.81
460.00	777.91
461.00	736.03
462.00	728.62
463.00	678.25
464.00	654.11
465.00	623.74
466.00	605.74
467.00	583.11
468.00	553.20
469.00	530.57
470.00	534.52
471.00	507.31
472.00	476.61
473.00	470.68
474.00	440.03
475.00	441.46
476.00	429.32
477.00	412.09
478.00	415.00
479.00	407.09
480.00	399.15
481.00	376.16
482.00	372.83
483.00	388.86
484.00	371.16
485.00	354.79
486.00	349.13
487.00	368.16
488.00	355.34
489.00	347.57
490.00	342.85
491.00	326.55
492.00	347.43
493.00	330.72
494.00	329.79
495.00	322.09
496.00	310.31
497.00	313.12
498.00	300.79
499.00	304.54
500.00	281.92
501.00	305.47
502.00	290.97
503.00	288.34
504.00	266.12
505.00	270.19
506.00	273.92
507.00	277.31
508.00	264.13
509.00	276.61
510.00	263.47
511.00	262.97
512.00	279.29
513.00	258.32
514.00	270.92
515.00	252.61
516.00	259.88
517.00	264.21
518.00	238.98
519.00	253.81
520.00	238.21
521.00	241.72
522.00	261.91
523.00	250.17
524.00	219.96
525.00	201.74
526.00	210.68
527.00	213.10
528.00	203.53
529.00	211.40
530.00	197.24
531.00	204.63
532.00	181.23
533.00	173.67
534.00	162.35
535.00	160.13
536.00	159.96
537.00	164.13
538.00	150.63
539.00	134.29
540.00	136.38
541.00	140.37
542.00	145.36
543.00	141.56
544.00	142.08
545.00	125.03
546.00	127.43
547.00	119.67
548.00	118.68
549.00	125.56
550.00	122.50
551.00	107.68
552.00	108.23
553.00	121.77
554.00	119.53
555.00	119.86
556.00	110.48
557.00	107.08
558.00	104.89
559.00	116.59
560.00	103.95
561.00	97.765
562.00	100.54
563.00	93.810
564.00	83.004
565.00	81.598
566.00	94.814
567.00	86.628
568.00	85.802
569.00	71.788
570.00	68.591
571.00	67.821
572.00	62.409
573.00	60.608
574.00	45.017
575.00	49.177
576.00	43.218
577.00	37.841
578.00	47.126
579.00	37.533
580.00	37.650
581.00	34.834
582.00	31.143
583.00	31.627
584.00	31.858
585.00	25.698
586.00	26.918
587.00	29.478
588.00	28.851
589.00	23.777
590.00	30.316
591.00	31.785
592.00	21.815
593.00	20.758
594.00	21.876
595.00	22.061
596.00	33.549
597.00	14.234
598.00	15.699
599.00	20.038
600.00	18.434
