Wavelength (nm)	O11 abs e
250.00	48763
251.00	48540
252.00	48327
253.00	48240
254.00	48127
255.00	48046
256.00	48086
257.00	48028
258.00	48003
259.00	48093
260.00	48041
261.00	48150
262.00	48222
263.00	48370
264.00	48439
265.00	48480
266.00	48370
267.00	48447
268.00	48326
269.00	48233
270.00	48141
271.00	47991
272.00	47606
273.00	47238
274.00	46925
275.00	46448
276.00	46082
277.00	45715
278.00	45454
279.00	45083
280.00	44656
281.00	44186
282.00	43648
283.00	43181
284.00	42760
285.00	42421
286.00	42221
287.00	41995
288.00	41694
289.00	41461
290.00	41149
291.00	40904
292.00	40614
293.00	40429
294.00	40203
295.00	39985
296.00	39838
297.00	39642
298.00	39331
299.00	39200
300.00	38908
301.00	38582
302.00	38245
303.00	37799
304.00	37399
305.00	36826
306.00	36407
307.00	35915
308.00	35367
309.00	34955
310.00	34429
311.00	33789
312.00	33221
313.00	32666
314.00	32154
315.00	31557
316.00	31214
317.00	30584
318.00	29973
319.00	29558
320.00	28960
321.00	28416
322.00	27985
323.00	27445
324.00	26833
325.00	26367
326.00	25880
327.00	25424
328.00	24923
329.00	24392
330.00	24004
331.00	23593
332.00	23092
333.00	22676
334.00	22320
335.00	21896
336.00	21469
337.00	21158
338.00	20874
339.00	20555
340.00	20268
341.00	19906
342.00	19661
343.00	19368
344.00	19264
345.00	18954
346.00	18771
347.00	18585
348.00	18405
349.00	18299
350.00	17954
351.00	17880
352.00	17791
353.00	17599
354.00	17543
355.00	17381
356.00	17185
357.00	17183
358.00	17030
359.00	16872
360.00	16792
361.00	16556
362.00	16495
363.00	16483
364.00	16436
365.00	16421
366.00	16330
367.00	16285
368.00	16158
369.00	16144
370.00	16190
371.00	16099
372.00	15990
373.00	15963
374.00	15991
375.00	15969
376.00	15756
377.00	15714
378.00	15761
379.00	15747
380.00	15765
381.00	15766
382.00	15778
383.00	15674
384.00	15781
385.00	15800
386.00	15700
387.00	15854
388.00	15788
389.00	15935
390.00	15841
391.00	16061
392.00	15991
393.00	15839
394.00	15806
395.00	15836
396.00	15799
397.00	15978
398.00	15921
399.00	15985
400.00	15991
401.00	16071
402.00	15959
403.00	16151
404.00	16187
405.00	16297
406.00	16095
407.00	16105
408.00	16315
409.00	16378
410.00	16205
411.00	16327
412.00	16569
413.00	16454
414.00	16538
415.00	16645
416.00	16774
417.00	16819
418.00	16894
419.00	17135
420.00	17129
421.00	17305
422.00	17566
423.00	17735
424.00	17786
425.00	18055
426.00	18153
427.00	18558
428.00	18506
429.00	18908
430.00	19199
431.00	19375
432.00	19522
433.00	19835
434.00	20190
435.00	20507
436.00	20914
437.00	21317
438.00	21646
439.00	22107
440.00	22324
441.00	22795
442.00	23109
443.00	23551
444.00	23831
445.00	24248
446.00	24761
447.00	25072
448.00	25485
449.00	25933
450.00	26386
451.00	26946
452.00	27227
453.00	27739
454.00	28044
455.00	28607
456.00	29151
457.00	29695
458.00	30079
459.00	30416
460.00	30899
461.00	31312
462.00	31754
463.00	32520
464.00	33000
465.00	33491
466.00	33805
467.00	34269
468.00	35203
469.00	35718
470.00	36147
471.00	36718
472.00	37308
473.00	38126
474.00	38464
475.00	39216
476.00	39702
477.00	40387
478.00	41043
479.00	41408
480.00	42127
481.00	42794
482.00	43225
483.00	43938
484.00	44442
485.00	45313
486.00	45467
487.00	45519
488.00	46082
489.00	46742
490.00	47212
491.00	47888
492.00	48365
493.00	49194
494.00	49286
495.00	49774
496.00	50330
497.00	50813
498.00	51488
499.00	52090
500.00	52287
501.00	53033
502.00	53262
503.00	53888
504.00	54447
505.00	54872
506.00	55494
507.00	55948
508.00	56460
509.00	57157
510.00	57609
511.00	58120
512.00	58690
513.00	58962
514.00	59586
515.00	59937
516.00	60381
517.00	60937
518.00	61424
519.00	61881
520.00	62207
521.00	62506
522.00	62723
523.00	63178
524.00	63483
525.00	63662
526.00	64105
527.00	64151
528.00	64490
529.00	64376
530.00	64809
531.00	64917
532.00	64883
533.00	64809
534.00	64866
535.00	65000
536.00	64505
537.00	64405
538.00	64293
539.00	63798
540.00	63546
541.00	63227
542.00	63111
543.00	62647
544.00	62352
545.00	61732
546.00	61195
547.00	60548
548.00	60074
549.00	59315
550.00	58716
551.00	58171
552.00	57571
553.00	56588
554.00	55577
555.00	54856
556.00	53962
557.00	53128
558.00	52282
559.00	51580
560.00	50626
561.00	49363
562.00	48098
563.00	47178
564.00	46081
565.00	44906
566.00	43926
567.00	42592
568.00	41485
569.00	40292
570.00	39178
571.00	37919
572.00	36752
573.00	35569
574.00	34367
575.00	33136
576.00	31920
577.00	30793
578.00	29608
579.00	28499
580.00	27414
581.00	26267
582.00	25257
583.00	24153
584.00	23150
585.00	22171
586.00	21185
587.00	20191
588.00	19372
589.00	18409
590.00	17654
591.00	16856
592.00	16058
593.00	15230
594.00	14466
595.00	13804
596.00	13255
597.00	12547
598.00	11945
599.00	11329
600.00	10845
601.00	10307
602.00	9793.7
603.00	9418.6
604.00	8896.3
605.00	8444.7
606.00	8102.6
607.00	7684.7
608.00	7459.2
609.00	7059.4
610.00	6694.2
611.00	6474.7
612.00	6138.7
613.00	5956.5
614.00	5644.9
615.00	5428.2
616.00	5115.7
617.00	4879.6
618.00	4798.6
619.00	4601.9
620.00	4501.6
621.00	4305.9
622.00	4141.9
623.00	3925.1
624.00	3770.4
625.00	3792.9
626.00	3557.0
627.00	3442.6
628.00	3360.1
629.00	3261.3
630.00	3139.3
631.00	3117.9
632.00	2980.2
633.00	3059.7
634.00	2920.4
635.00	2903.5
636.00	2800.0
637.00	2698.5
638.00	2530.8
639.00	2446.3
640.00	2408.9
641.00	2203.8
642.00	2123.3
643.00	2363.7
644.00	1935.0
645.00	1837.2
646.00	2180.5
647.00	2106.6
648.00	1791.4
649.00	1799.5
650.00	1943.7
651.00	1615.7
652.00	1500.7
653.00	1737.5
654.00	1681.8
655.00	1477.6
656.00	1415.1
657.00	1381.4
658.00	1345.6
659.00	1336.7
660.00	1316.5
661.00	1358.8
662.00	1255.2
663.00	1304.7
664.00	1334.8
665.00	1019.7
666.00	1166.2
667.00	1242.3
668.00	1276.6
669.00	990.83
670.00	1135.5
671.00	998.46
672.00	1025.6
673.00	823.86
674.00	839.31
675.00	1016.9
676.00	902.23
677.00	989.53
678.00	924.01
679.00	977.99
680.00	813.62
681.00	810.46
682.00	710.87
683.00	873.56
684.00	746.05
685.00	711.61
686.00	698.02
687.00	734.14
688.00	704.91
689.00	771.37
690.00	715.89
691.00	580.01
692.00	646.09
693.00	568.84
694.00	623.19
695.00	680.15
696.00	657.44
697.00	727.06
698.00	565.49
699.00	706.96
700.00	586.71
701.00	677.18
702.00	608.12
703.00	561.39
704.00	402.05
705.00	621.15
706.00	573.68
707.00	425.88
708.00	534.22
709.00	451.57
710.00	490.84
711.00	501.45
712.00	483.21
713.00	421.22
714.00	349.74
715.00	439.65
716.00	543.15
717.00	460.69
718.00	487.49
719.00	258.53
720.00	237.87
721.00	410.43
722.00	501.83
723.00	458.08
724.00	298.37
725.00	197.29
726.00	308.05
727.00	290.55
728.00	245.69
729.00	440.40
730.00	473.35
731.00	348.26
732.00	331.87
733.00	298.93
734.00	410.61
735.00	301.53
736.00	303.95
737.00	325.92
738.00	260.39
739.00	271.19
740.00	250.71
741.00	375.25
742.00	361.10
743.00	379.16
744.00	324.43
745.00	277.89
746.00	317.91
747.00	428.67
748.00	256.30
749.00	217.88
750.00	221.49
751.00	203.62
752.00	330.39
753.00	208.46
754.00	159.69
755.00	184.26
756.00	216.28
757.00	210.13
758.00	105.89
759.00	242.34
760.00	202.50
761.00	125.25
762.00	190.40
763.00	91.001
