Wavelength (nm)	G24 abs e
280.00	37789
281.00	38856
282.00	40192
283.00	41829
284.00	43727
285.00	45810
286.00	47997
287.00	50618
288.00	53155
289.00	55718
290.00	57902
291.00	59587
292.00	60819
293.00	62082
294.00	63492
295.00	65448
296.00	68099
297.00	71655
298.00	76641
299.00	83119
300.00	91167
301.00	99431
302.00	1.0529e+05
303.00	1.0700e+05
304.00	1.0334e+05
305.00	95396
306.00	85234
307.00	74570
308.00	65128
309.00	57195
310.00	50683
311.00	45353
312.00	41158
313.00	37679
314.00	34778
315.00	32251
316.00	30230
317.00	28604
318.00	27266
319.00	26330
320.00	25671
321.00	25269
322.00	24986
323.00	24743
324.00	24534
325.00	24149
326.00	23592
327.00	22728
328.00	21547
329.00	20114
330.00	18472
331.00	16829
332.00	15185
333.00	13710
334.00	12365
335.00	11232
336.00	10236
337.00	9356.4
338.00	8566.4
339.00	7877.6
340.00	7260.1
341.00	6713.4
342.00	6234.3
343.00	5825.6
344.00	5465.3
345.00	5190.6
346.00	4926.6
347.00	4761.5
348.00	4640.7
349.00	4559.2
350.00	4486.5
351.00	4497.6
352.00	4501.0
353.00	4548.9
354.00	4617.8
355.00	4717.8
356.00	4856.0
357.00	4993.9
358.00	5152.3
359.00	5355.3
360.00	5553.8
361.00	5765.7
362.00	5981.8
363.00	6193.3
364.00	6375.5
365.00	6572.6
366.00	6762.5
367.00	6977.2
368.00	7180.7
369.00	7385.3
370.00	7580.3
371.00	7815.9
372.00	8032.6
373.00	8341.5
374.00	8716.2
375.00	9212.3
376.00	9785.1
377.00	10410
378.00	11048
379.00	11659
380.00	12148
381.00	12544
382.00	12725
383.00	12834
384.00	12859
385.00	12816
386.00	12798
387.00	12720
388.00	12630
389.00	12542
390.00	12400
391.00	12205
392.00	12010
393.00	12005
394.00	12094
395.00	12303
396.00	12812
397.00	13618
398.00	14492
399.00	15311
400.00	15962
401.00	16363
402.00	16401
403.00	15986
404.00	15207
405.00	14236
406.00	13267
407.00	12370
408.00	11516
409.00	10854
410.00	10267
411.00	9615.0
412.00	8933.7
413.00	8034.8
414.00	7077.7
415.00	5985.8
416.00	4947.2
417.00	3908.2
418.00	3033.8
419.00	2351.4
420.00	1802.3
421.00	1378.8
422.00	1088.7
423.00	862.60
424.00	715.55
425.00	574.29
426.00	522.26
427.00	445.07
428.00	414.41
429.00	351.27
430.00	327.24
431.00	314.64
432.00	318.93
433.00	300.64
434.00	285.00
435.00	269.56
436.00	264.52
437.00	247.48
438.00	272.87
439.00	275.90
440.00	269.79
441.00	265.78
442.00	269.14
443.00	265.03
444.00	254.67
445.00	255.46
446.00	246.36
447.00	239.92
448.00	222.57
449.00	221.12
450.00	232.23
451.00	223.50
452.00	226.07
453.00	224.85
454.00	208.19
455.00	207.73
456.00	205.21
457.00	206.89
458.00	195.41
459.00	229.15
460.00	197.51
461.00	212.91
462.00	229.85
463.00	176.04
464.00	170.39
465.00	195.87
466.00	213.79
467.00	199.65
468.00	175.29
469.00	190.37
470.00	177.21
471.00	177.11
472.00	149.81
473.00	189.71
474.00	174.13
475.00	138.43
476.00	160.41
477.00	113.23
478.00	102.59
479.00	102.21
480.00	130.26
481.00	106.65
482.00	156.63
483.00	110.19
484.00	116.45
485.00	96.752
486.00	91.432
487.00	85.412
488.00	78.552
489.00	142.02
490.00	129.61
491.00	103.66
492.00	92.506
493.00	98.712
494.00	106.27
495.00	112.53
496.00	131.85
497.00	95.119
498.00	141.55
499.00	109.73
500.00	126.11
