Wavelength (nm)	P04 abs e
468.00	5515.2
468.25	5763.8
468.50	5645.8
468.75	5881.7
469.00	6038.4
469.25	6132.0
469.50	6300.4
469.75	6275.2
470.00	6366.2
470.25	6522.8
470.50	6413.9
470.75	6549.0
471.00	6827.2
471.25	7020.8
471.50	7087.4
471.75	7288.2
472.00	7489.9
472.25	7538.5
472.50	7444.0
472.75	7908.6
473.00	7874.4
473.25	7901.4
473.50	8153.5
473.75	8523.6
474.00	8428.2
474.25	8684.8
474.50	8902.7
474.75	9000.9
475.00	9152.1
475.25	9262.0
475.50	9621.3
475.75	9680.7
476.00	9934.6
476.25	10316
476.50	10276
476.75	10648
477.00	10651
477.25	10939
477.50	11021
477.75	11329
478.00	11389
478.25	11453
478.50	11789
478.75	11843
479.00	12245
479.25	12286
479.50	12462
479.75	12473
480.00	12772
480.25	13031
480.50	13030
480.75	13201
481.00	13321
481.25	13546
481.50	13590
481.75	13870
482.00	14053
482.25	14107
482.50	14413
482.75	14264
483.00	14350
483.25	14559
483.50	14759
483.75	14982
484.00	14981
484.25	14997
484.50	15325
484.75	15259
485.00	15279
485.25	15588
485.50	15834
485.75	15622
486.00	15750
486.25	16050
486.50	15966
486.75	15930
487.00	16017
487.25	15978
487.50	16141
487.75	16140
488.00	16173
488.25	16349
488.50	16536
488.75	16324
489.00	16235
489.25	16541
489.50	16567
489.75	16407
490.00	16328
490.25	16491
490.50	16604
490.75	16610
491.00	16412
491.25	16768
491.50	16768
491.75	16948
492.00	16803
492.25	16792
492.50	17148
492.75	16979
493.00	16949
493.25	17052
493.50	16935
493.75	17152
494.00	17401
494.25	17559
494.50	17406
494.75	17706
495.00	17729
495.25	17720
495.50	17633
495.75	17942
496.00	18136
496.25	18295
496.50	18692
496.75	18762
497.00	18849
497.25	18986
497.50	19368
497.75	19355
498.00	19761
498.25	19713
498.50	20283
498.75	20756
499.00	20878
499.25	21233
499.50	21415
499.75	21730
500.00	22364
500.25	22636
500.50	22971
500.75	23570
501.00	23858
501.25	24151
501.50	24716
501.75	25193
502.00	25679
502.25	26282
502.50	26843
502.75	27438
503.00	28125
503.25	28579
503.50	29118
503.75	29882
504.00	30572
504.25	31110
504.50	31721
504.75	32537
505.00	33442
505.25	34139
505.50	34918
505.75	35620
506.00	36130
506.25	37203
506.50	37989
506.75	38726
507.00	39547
507.25	40345
507.50	41098
507.75	41927
508.00	42814
508.25	43515
508.50	44601
508.75	45374
509.00	46143
509.25	46943
509.50	47685
509.75	48621
510.00	49178
510.25	49891
510.50	50647
510.75	51313
511.00	52032
511.25	52789
511.50	53456
511.75	54291
512.00	54986
512.25	55380
512.50	55785
512.75	56305
513.00	57193
513.25	57316
513.50	57460
513.75	57754
514.00	58391
514.25	58498
514.50	58734
514.75	58746
515.00	58864
515.25	58925
515.50	59000
515.75	58776
516.00	58582
516.25	58392
516.50	58151
516.75	57885
517.00	57830
517.25	57232
517.50	56963
517.75	56521
518.00	55936
518.25	55613
518.50	54803
518.75	54199
519.00	53572
519.25	52787
519.50	52445
519.75	51845
520.00	51098
520.25	50443
520.50	49271
520.75	48947
521.00	48060
521.25	47086
521.50	46340
521.75	45648
522.00	44828
522.25	43825
522.50	43133
522.75	42280
523.00	41206
523.25	40444
523.50	39442
523.75	38363
524.00	37697
524.25	36878
524.50	35931
524.75	35017
525.00	34160
525.25	33338
525.50	32618
525.75	31513
526.00	30641
526.25	29709
526.50	29206
526.75	28311
527.00	27372
527.25	26523
527.50	25484
527.75	25152
528.00	24110
528.25	23262
528.50	22814
528.75	22217
529.00	21582
529.25	20357
529.50	19829
529.75	19232
530.00	18361
530.25	17795
530.50	17229
530.75	16738
531.00	16257
531.25	15467
531.50	15004
531.75	14379
532.00	13960
532.25	13362
532.50	12812
532.75	12394
533.00	12251
533.25	11537
533.50	11079
533.75	10697
534.00	10253
534.25	10207
534.50	9819.4
534.75	9510.5
535.00	9172.0
535.25	8921.6
535.50	8430.9
535.75	8220.2
536.00	7726.7
536.25	7491.7
536.50	7200.9
536.75	6766.9
537.00	6655.2
537.25	6383.3
537.50	6112.2
537.75	5833.1
538.00	5651.2
538.25	5321.6
538.50	5292.8
538.75	4950.7
539.00	4716.5
539.25	4731.8
539.50	4376.2
539.75	4281.6
540.00	4158.3
540.25	3763.9
540.50	3728.8
540.75	3592.8
541.00	3433.4
541.25	3247.0
541.50	3057.0
541.75	3016.5
542.00	2939.1
542.25	2777.0
542.50	2726.6
542.75	2676.1
543.00	2512.2
543.25	2334.0
543.50	2152.1
543.75	2233.1
544.00	2063.8
544.25	2132.3
544.50	1948.6
544.75	2123.3
545.00	1670.3
545.25	1830.6
545.50	1687.4
545.75	1664.0
546.00	1781.1
546.25	1319.2
546.50	1523.6
546.75	1425.4
547.00	1453.3
547.25	1512.8
547.50	1426.3
547.75	1439.8
548.00	1183.2
548.25	1266.9
548.50	1148.1
548.75	1216.5
549.00	1091.3
549.25	1084.1
549.50	898.65
549.75	1165.2
550.00	894.14
550.25	837.42
550.50	920.26
550.75	913.95
551.00	604.20
551.25	892.34
551.50	802.30
551.75	738.37
552.00	620.41
552.25	666.33
552.50	593.39
552.75	555.58
553.00	557.38
553.25	727.56
553.50	815.81
553.75	542.97
554.00	452.02
554.25	684.34
554.50	540.27
554.75	443.02
555.00	767.18
555.25	411.50
555.50	622.21
555.75	575.39
556.00	611.40
556.25	434.92
556.50	458.33
556.75	499.75
557.00	536.67
557.25	386.29
557.50	467.33
557.75	636.62
558.00	524.06
558.25	439.42
558.50	470.03
558.75	331.36
559.00	470.03
559.25	318.76
559.50	293.55
559.75	383.59
560.00	752.77
560.25	265.63
560.50	478.14
560.75	300.75
561.00	651.02
561.25	427.71
561.50	430.41
561.75	456.53
562.00	321.46
562.25	552.87
562.50	185.49
562.75	333.17
563.00	470.03
563.25	578.99
563.50	446.62
563.75	155.78
564.00	443.92
564.25	265.63
564.50	521.36
564.75	295.35
565.00	361.98
565.25	465.53
565.50	398.90
565.75	447.52
566.00	258.43
566.25	287.24
566.50	162.08
566.75	307.05
567.00	340.37
567.25	398.00
567.50	175.59
567.75	284.54
568.00	378.19
568.25	156.68
568.50	163.88
568.75	302.55
569.00	453.83
569.25	377.29
569.50	570.88
569.75	292.65
570.00	329.56
570.25	-15.308
570.50	201.70
570.75	252.13
571.00	-143.17
571.25	94.547
571.50	108.05
571.75	53.126
572.00	99.950
572.25	262.93
572.50	74.737
572.75	131.47
573.00	50.425
573.25	32.416
573.50	44.122
573.75	43.221
574.00	93.647
574.25	-77.438
574.50	215.21
574.75	90.045
575.00	61.230
575.25	331.36
575.50	59.430
575.75	-3.6018
576.00	2.7013
576.25	106.25
576.50	289.04
576.75	227.81
577.00	96.348
577.25	162.08
577.50	93.647
577.75	-99.049
578.00	78.339
578.25	-106.25
578.50	244.02
578.75	161.18
579.00	45.923
579.25	46.823
579.50	78.339
579.75	195.40
580.00	11.706
580.25	344.87
580.50	46.823
580.75	162.08
581.00	45.923
581.25	91.846
581.50	131.47
581.75	156.68
582.00	118.86
582.25	71.135
582.50	72.936
582.75	224.21
583.00	99.049
583.25	23.412
583.50	186.39
583.75	167.48
584.00	-36.918
584.25	165.68
584.50	200.80
584.75	-100.85
585.00	132.37
585.25	338.57
585.50	103.55
585.75	175.59
586.00	0.90044
586.25	300.75
586.50	100.85
586.75	252.13
587.00	161.18
587.25	66.633
587.50	61.230
587.75	81.941
588.00	20.710
588.25	253.03
588.50	142.27
588.75	81.040
589.00	255.73
589.25	-147.67
589.50	-51.325
589.75	89.144
590.00	-57.629
590.25	135.97
590.50	-36.018
590.75	160.28
591.00	116.16
591.25	240.42
591.50	231.41
591.75	18.009
592.00	146.77
592.25	112.56
592.50	72.036
592.75	229.61
593.00	188.19
593.25	94.547
593.50	20.710
593.75	-142.27
594.00	-54.027
594.25	238.62
594.50	187.29
594.75	216.11
595.00	152.18
595.25	231.41
595.50	-221.51
595.75	10.805
596.00	-42.321
596.25	118.86
596.50	171.99
596.75	27.013
597.00	2.7013
597.25	-20.710
597.50	210.70
597.75	-16.208
598.00	255.73
598.25	101.75
598.50	162.08
598.75	174.69
599.00	329.56
599.25	300.75
599.50	151.28
599.75	179.19
600.00	51.325
