Wavelength (nm)	P04 abs e
350.00	11639
350.25	11946
350.50	12110
350.75	11627
351.00	11893
351.25	12088
351.50	12110
351.75	11816
352.00	11656
352.25	11452
352.50	11560
352.75	11599
353.00	11871
353.25	11759
353.50	11283
353.75	11422
354.00	11591
354.25	11404
354.50	11521
354.75	11253
355.00	11177
355.25	11379
355.50	11302
355.75	11030
356.00	10726
356.25	10860
356.50	11031
356.75	11105
357.00	11121
357.25	10463
357.50	10641
357.75	11070
358.00	10852
358.25	10787
358.50	10627
358.75	10711
359.00	10430
359.25	10224
359.50	10520
359.75	10209
360.00	10202
360.25	10428
360.50	10211
360.75	9927.4
361.00	9651.0
361.25	9683.4
361.50	9798.7
361.75	9860.8
362.00	9268.3
362.25	9683.4
362.50	9879.7
362.75	9470.0
363.00	9455.6
363.25	9244.0
363.50	9350.2
363.75	9215.2
364.00	8937.8
364.25	9290.8
364.50	9136.8
364.75	8895.5
365.00	8556.9
365.25	8699.2
365.50	8940.5
365.75	8618.2
366.00	8575.0
366.25	8429.1
366.50	8329.1
366.75	8321.9
367.00	8194.1
367.25	8151.7
367.50	8171.6
367.75	8181.5
368.00	7922.1
368.25	7701.5
368.50	7533.1
368.75	7706.0
369.00	7436.8
369.25	7605.2
369.50	7304.4
369.75	7248.6
370.00	7170.3
370.25	7011.8
370.50	6942.4
370.75	6639.9
371.00	7020.8
371.25	6806.5
371.50	6764.2
371.75	6896.5
372.00	6538.1
372.25	6424.7
372.50	6356.3
372.75	6356.3
373.00	6445.4
373.25	6445.4
373.50	6089.7
373.75	5915.9
374.00	6096.9
374.25	5891.6
374.50	5924.0
374.75	5843.0
375.00	5769.2
375.25	5832.2
375.50	5839.4
375.75	5495.4
376.00	5440.5
376.25	5235.2
376.50	5386.5
376.75	5218.1
377.00	5074.9
377.25	5110.0
377.50	4940.8
377.75	5052.4
378.00	4830.9
378.25	4709.3
378.50	4695.8
378.75	4486.9
379.00	4456.3
379.25	4877.7
379.50	4694.0
379.75	4377.1
380.00	4446.4
380.25	4463.5
380.50	4596.8
380.75	4034.9
381.00	4095.2
381.25	4227.6
381.50	4009.7
381.75	3916.0
382.00	3887.2
382.25	3924.1
382.50	3681.0
382.75	3745.9
383.00	3399.2
383.25	3749.5
383.50	3417.2
383.75	3380.3
384.00	3258.7
384.25	3325.4
384.50	3258.7
384.75	3249.7
385.00	3185.8
385.25	3204.7
385.50	3270.4
385.75	3116.4
386.00	3029.1
386.25	3173.2
386.50	2856.2
386.75	2876.9
387.00	2976.0
387.25	2667.1
387.50	2821.1
387.75	2738.3
388.00	2476.2
388.25	2556.4
388.50	2752.7
388.75	2559.1
389.00	2503.2
389.25	2541.1
389.50	2337.6
389.75	2532.1
390.00	2257.4
390.25	2254.7
390.50	2230.4
390.75	2174.6
391.00	2141.3
391.25	2114.3
391.50	1809.0
391.75	2081.8
392.00	1746.9
392.25	1933.3
392.50	1867.5
392.75	1862.1
393.00	1534.4
393.25	1663.1
393.50	1831.5
393.75	1878.3
394.00	1731.6
394.25	1504.6
394.50	1702.7
394.75	1659.5
395.00	1550.6
395.25	1465.0
395.50	1177.8
395.75	1446.1
396.00	1419.1
396.25	1265.1
396.50	1245.3
396.75	1031.9
397.00	1285.8
397.25	1266.0
397.50	1136.4
397.75	1242.6
398.00	1290.3
398.25	1306.5
398.50	1260.6
398.75	1193.1
399.00	1234.5
399.25	1238.1
399.50	782.49
399.75	955.37
400.00	1093.1
400.25	1205.7
400.50	930.16
400.75	967.08
401.00	781.59
401.25	1086.8
401.50	1245.3
401.75	1119.3
402.00	721.26
402.25	969.78
402.50	721.26
402.75	730.26
403.00	622.21
403.25	617.71
403.50	797.80
403.75	826.61
404.00	616.81
404.25	866.23
404.50	739.27
404.75	783.39
405.00	891.44
405.25	726.66
405.50	727.56
405.75	753.67
406.00	702.35
406.25	655.53
406.50	634.82
406.75	632.11
407.00	657.33
407.25	872.53
407.50	736.57
407.75	484.44
408.00	939.17
408.25	866.23
408.50	701.45
408.75	731.16
409.00	520.46
409.25	913.95
409.50	805.90
409.75	623.11
410.00	679.84
410.25	768.98
410.50	633.91
410.75	813.10
411.00	769.88
411.25	593.39
411.50	808.60
411.75	651.92
412.00	588.89
412.25	660.03
412.50	771.68
412.75	801.40
413.00	710.45
413.25	797.80
413.50	800.50
413.75	718.56
414.00	551.07
414.25	601.50
414.50	837.42
414.75	823.01
415.00	868.93
415.25	787.89
415.50	796.00
415.75	595.20
416.00	882.44
416.25	566.38
416.50	788.79
416.75	543.87
417.00	760.88
417.25	917.56
417.50	923.86
417.75	895.04
418.00	617.71
418.25	1040.9
418.50	803.20
418.75	749.17
419.00	848.22
419.25	769.88
419.50	769.88
419.75	879.74
420.00	834.71
420.25	800.50
420.50	830.21
420.75	890.54
421.00	924.76
421.25	901.35
421.50	615.01
421.75	1020.2
422.00	949.07
422.25	846.42
422.50	895.04
422.75	935.56
423.00	922.96
423.25	1052.6
423.50	985.99
423.75	907.65
424.00	923.86
424.25	1003.1
424.50	961.68
424.75	768.08
425.00	918.46
425.25	955.37
425.50	951.77
425.75	1053.5
426.00	991.39
426.25	1119.3
426.50	954.47
426.75	935.56
427.00	1067.9
427.25	1104.8
427.50	1130.1
427.75	914.85
428.00	1251.6
428.25	1039.1
428.50	1040.9
428.75	1013.0
429.00	1169.7
429.25	1274.1
429.50	1192.2
429.75	1122.0
430.00	1296.6
430.25	1312.9
430.50	930.16
430.75	1085.0
431.00	1019.3
431.25	939.17
431.50	1006.7
431.75	1230.0
432.00	1124.7
432.25	1369.6
432.50	1185.0
432.75	1103.9
433.00	1272.3
433.25	1140.0
433.50	1131.0
433.75	1178.7
434.00	1186.8
434.25	1203.0
434.50	1257.0
434.75	1218.3
435.00	1271.4
435.25	1281.3
435.50	1404.7
435.75	1194.9
436.00	1253.4
436.25	1391.2
436.50	1176.9
436.75	1519.1
437.00	1359.7
437.25	1266.9
437.50	1440.7
437.75	1446.1
438.00	1432.6
438.25	1475.8
438.50	1574.9
438.75	1715.4
439.00	1479.4
439.25	1325.5
439.50	1493.8
439.75	1660.4
440.00	1364.2
440.25	1404.7
440.50	1573.1
440.75	1700.0
441.00	1529.9
441.25	1506.4
441.50	1691.0
441.75	1610.0
442.00	1859.4
442.25	1700.0
442.50	1667.6
442.75	1851.3
443.00	1853.1
443.25	1706.3
443.50	1757.7
443.75	1782.0
444.00	1808.1
444.25	2029.6
444.50	1913.5
444.75	1863.9
445.00	2085.4
445.25	1933.3
445.50	1942.3
445.75	2024.2
446.00	2193.5
446.25	2092.6
446.50	2109.7
446.75	2227.7
447.00	2228.6
447.25	2062.9
447.50	2311.4
447.75	2370.0
448.00	2318.7
448.25	2258.3
448.50	2448.3
448.75	2475.3
449.00	2459.1
449.25	2487.9
449.50	2513.1
449.75	2501.4
450.00	2407.8
450.25	2510.4
450.50	2594.2
450.75	2710.3
451.00	2745.5
451.25	2615.8
451.50	2746.4
451.75	2805.8
452.00	2799.5
452.25	2848.1
452.50	2792.3
452.75	2961.6
453.00	2897.6
453.25	3023.7
453.50	2885.9
453.75	3190.3
454.00	3309.1
454.25	3165.1
454.50	3278.5
454.75	3029.1
455.00	3327.2
455.25	3135.4
455.50	3369.5
455.75	3382.1
456.00	3313.6
456.25	3340.7
456.50	3299.2
456.75	3588.3
457.00	3596.4
457.25	3329.9
457.50	3541.5
457.75	3570.3
458.00	3672.9
458.25	3577.5
458.50	3621.6
458.75	3741.4
459.00	3733.3
459.25	3798.1
459.50	3785.5
459.75	3859.3
460.00	3877.3
460.25	3897.1
460.50	3883.6
460.75	3872.8
461.00	3913.3
461.25	3854.8
461.50	4080.8
461.75	4119.5
462.00	4212.3
462.25	4360.9
462.50	4231.2
462.75	4444.6
463.00	4278.9
463.25	4446.4
463.50	4446.4
463.75	4646.3
464.00	4439.2
464.25	4498.6
464.50	4659.8
464.75	4560.8
465.00	4767.0
465.25	4803.9
465.50	4839.9
465.75	4895.7
466.00	5151.5
466.25	4918.2
466.50	4964.2
466.75	5370.3
467.00	4976.8
467.25	5265.8
467.50	5291.0
467.75	5232.5
