Wavelength (nm)	S03 abs e
300.00	64446
301.00	64833
302.00	65226
303.00	65526
304.00	65761
305.00	66062
306.00	66237
307.00	66223
308.00	66311
309.00	66249
310.00	66096
311.00	66036
312.00	65894
313.00	65676
314.00	65386
315.00	65061
316.00	64710
317.00	64313
318.00	63940
319.00	63655
320.00	63122
321.00	62814
322.00	62438
323.00	62091
324.00	61790
325.00	61511
326.00	61190
327.00	60970
328.00	60714
329.00	60438
330.00	60203
331.00	60030
332.00	59769
333.00	59561
334.00	59325
335.00	59136
336.00	58864
337.00	58633
338.00	58413
339.00	58155
340.00	57894
341.00	57662
342.00	57413
343.00	57109
344.00	56851
345.00	56568
346.00	56255
347.00	55945
348.00	55659
349.00	55336
350.00	54926
351.00	54562
352.00	54085
353.00	53677
354.00	53166
355.00	52636
356.00	52104
357.00	51549
358.00	50985
359.00	50298
360.00	49643
361.00	48888
362.00	48100
363.00	47280
364.00	46434
365.00	45514
366.00	44496
367.00	43463
368.00	42355
369.00	41141
370.00	39866
371.00	38590
372.00	37369
373.00	36010
374.00	34667
375.00	33306
376.00	32033
377.00	30904
378.00	29730
379.00	28679
380.00	27670
381.00	26708
382.00	25895
383.00	25176
384.00	24416
385.00	23789
386.00	23189
387.00	22547
388.00	22046
389.00	21561
390.00	21095
391.00	20707
392.00	20243
393.00	19841
394.00	19519
395.00	19191
396.00	18830
397.00	18542
398.00	18258
399.00	17941
400.00	17703
401.00	17495
402.00	17284
403.00	17081
404.00	16930
405.00	16791
406.00	16637
407.00	16476
408.00	16420
409.00	16385
410.00	16341
411.00	16267
412.00	16242
413.00	16261
414.00	16216
415.00	16243
416.00	16295
417.00	16422
418.00	16476
419.00	16526
420.00	16618
421.00	16681
422.00	16744
423.00	16790
424.00	16866
425.00	16930
426.00	16886
427.00	16936
428.00	16934
429.00	16886
430.00	16846
431.00	16720
432.00	16601
433.00	16493
434.00	16291
435.00	16058
436.00	15874
437.00	15663
438.00	15362
439.00	15051
440.00	14764
441.00	14425
442.00	14142
443.00	13775
444.00	13468
445.00	13127
446.00	12801
447.00	12499
448.00	12163
449.00	11857
450.00	11609
451.00	11355
452.00	11070
453.00	10854
454.00	10588
455.00	10378
456.00	10205
457.00	10029
458.00	9815.1
459.00	9600.0
460.00	9441.9
461.00	9258.9
462.00	9151.9
463.00	9015.6
464.00	8800.9
465.00	8649.9
466.00	8501.8
467.00	8319.2
468.00	8202.1
469.00	8072.6
470.00	7923.1
471.00	7835.1
472.00	7660.7
473.00	7613.1
474.00	7443.4
475.00	7286.5
476.00	7059.9
477.00	6872.3
478.00	6753.7
479.00	6614.5
480.00	6449.9
481.00	6251.0
482.00	6112.5
483.00	5897.9
484.00	5679.4
485.00	5561.6
486.00	5366.6
487.00	5104.9
488.00	4852.9
489.00	4840.2
490.00	4673.7
491.00	4522.5
492.00	4317.4
493.00	4145.9
494.00	3985.8
495.00	3817.4
496.00	3594.7
497.00	3431.7
498.00	3326.5
499.00	3155.3
500.00	3013.8
501.00	2881.0
502.00	2702.5
503.00	2559.6
504.00	2404.7
505.00	2268.6
506.00	2078.7
507.00	1988.9
508.00	1802.6
509.00	1750.7
510.00	1655.0
511.00	1541.8
512.00	1411.0
513.00	1316.5
514.00	1152.1
515.00	1145.8
516.00	1048.8
517.00	929.15
518.00	809.79
519.00	837.46
520.00	708.82
521.00	553.23
522.00	527.10
523.00	429.83
524.00	367.64
525.00	431.09
526.00	325.92
527.00	218.22
528.00	221.86
529.00	174.85
530.00	162.97
531.00	217.80
532.00	188.02
533.00	179.68
534.00	179.67
535.00	163.15
536.00	162.81
537.00	201.96
538.00	231.06
539.00	266.45
540.00	259.48
541.00	303.27
542.00	359.71
543.00	419.13
544.00	441.54
545.00	550.67
546.00	640.90
547.00	746.27
548.00	852.20
549.00	944.25
550.00	1074.5
551.00	1185.5
552.00	1326.7
553.00	1444.0
554.00	1662.6
555.00	1695.7
556.00	1860.3
557.00	2034.2
558.00	2129.3
559.00	2236.7
560.00	2338.5
561.00	2421.2
562.00	2565.8
563.00	2647.4
564.00	2749.7
565.00	2837.2
566.00	2917.0
567.00	3077.9
568.00	3211.5
569.00	3356.2
570.00	3539.5
571.00	3642.9
572.00	3838.0
573.00	4002.1
574.00	4230.0
575.00	4377.9
576.00	4554.3
577.00	4769.8
578.00	4998.3
579.00	5130.3
580.00	5390.6
581.00	5632.2
582.00	5885.3
583.00	5989.0
584.00	6414.1
585.00	6863.8
586.00	7170.8
587.00	7685.0
588.00	8216.4
589.00	8678.6
590.00	9322.1
591.00	9977.4
592.00	10664
593.00	11345
594.00	11923
595.00	12569
596.00	13074
597.00	13638
598.00	14064
599.00	14339
600.00	14427
601.00	14398
602.00	14270
603.00	14069
604.00	13854
605.00	13529
606.00	13261
607.00	12947
608.00	12647
609.00	12365
610.00	12070
611.00	11844
612.00	11641
613.00	11471
614.00	11391
615.00	11344
616.00	11360
617.00	11418
618.00	11593
619.00	11766
620.00	12058
621.00	12363
622.00	12777
623.00	13212
624.00	13710
625.00	14238
626.00	14896
627.00	15567
628.00	16346
629.00	17131
630.00	17902
631.00	18591
632.00	19304
633.00	19887
634.00	20353
635.00	20737
636.00	20991
637.00	21163
638.00	21341
639.00	21617
640.00	21774
641.00	22352
642.00	22929
643.00	23772
644.00	24760
645.00	25899
646.00	27319
647.00	28912
648.00	30876
649.00	32935
650.00	35497
651.00	38384
652.00	41674
653.00	45424
654.00	49062
655.00	54634
656.00	57463
657.00	58035
658.00	62693
659.00	66354
660.00	68195
661.00	69171
662.00	69200
663.00	68219
664.00	66318
665.00	63700
666.00	60569
667.00	56956
668.00	52931
669.00	48847
670.00	44987
671.00	40915
672.00	37221
673.00	33865
674.00	30531
675.00	27679
676.00	25107
677.00	22828
678.00	20759
679.00	19069
680.00	17500
681.00	16135
682.00	14954
683.00	13865
684.00	12881
685.00	12095
686.00	11436
687.00	10850
688.00	10273
689.00	9805.1
690.00	9349.6
691.00	8978.9
692.00	8699.1
693.00	8400.0
694.00	8143.2
695.00	7946.6
696.00	7727.3
697.00	7464.8
698.00	7296.2
699.00	7070.6
700.00	6894.6
701.00	6641.4
702.00	6390.2
703.00	6097.1
704.00	5884.2
705.00	5644.8
706.00	5383.9
707.00	5100.4
708.00	4910.4
709.00	4689.7
710.00	4391.2
711.00	4150.1
712.00	3878.1
713.00	3615.5
714.00	3414.1
715.00	3238.1
716.00	3065.8
717.00	2872.5
718.00	2651.0
719.00	2511.5
720.00	2392.0
721.00	2244.7
722.00	2069.5
723.00	1953.7
724.00	1837.8
725.00	1693.9
726.00	1550.8
727.00	1533.6
728.00	1380.7
729.00	1317.4
730.00	1244.5
731.00	1116.8
732.00	1092.2
733.00	998.81
734.00	899.89
735.00	919.98
736.00	865.57
737.00	760.24
738.00	771.67
739.00	681.36
740.00	685.88
741.00	651.30
742.00	533.38
743.00	544.75
744.00	560.81
745.00	472.49
746.00	456.14
747.00	403.66
748.00	448.28
749.00	385.47
750.00	356.58
751.00	344.53
752.00	398.21
753.00	341.48
754.00	264.54
755.00	320.86
756.00	240.11
757.00	187.41
758.00	224.63
759.00	247.65
760.00	218.32
761.00	216.05
762.00	330.14
763.00	200.90
764.00	181.17
765.00	172.16
766.00	253.29
767.00	301.44
768.00	161.65
769.00	123.59
770.00	239.06
771.00	182.61
772.00	231.76
773.00	249.09
774.00	227.49
775.00	223.01
776.00	228.74
777.00	214.65
778.00	179.02
779.00	145.60
780.00	201.59
781.00	190.82
782.00	233.94
783.00	256.91
784.00	229.84
785.00	271.20
786.00	232.20
787.00	216.34
788.00	173.25
789.00	208.59
790.00	288.89
