Wavelength (nm)	S03 abs e
791.00	265.41
792.00	293.62
793.00	288.31
794.00	217.39
795.00	228.65
796.00	416.86
797.00	315.62
798.00	324.23
799.00	353.60
800.00	385.07
