Wavelength (nm)	Q09 abs e
300.00	18405
300.25	17255
300.50	17843
300.75	15419
301.00	16482
301.25	16337
301.50	19713
301.75	15267
302.00	16350
302.25	14203
302.50	14560
302.75	12406
303.00	11600
303.25	14467
303.50	17592
303.75	16971
304.00	15756
304.25	13490
304.50	12552
304.75	16581
305.00	12988
305.25	10411
305.50	16079
305.75	14897
306.00	12948
306.25	12439
306.50	16581
306.75	15399
307.00	16139
307.25	11746
307.50	14487
307.75	16218
308.00	12968
308.25	16145
308.50	16548
308.75	15042
309.00	13589
309.25	18286
309.50	13285
309.75	11567
310.00	21113
310.25	15749
310.50	18305
310.75	18576
311.00	14230
311.25	17070
311.50	17916
311.75	16073
312.00	16912
312.25	20089
312.50	11191
312.75	16958
313.00	19395
313.25	13305
313.50	16363
313.75	14632
314.00	16390
314.25	13490
314.50	11277
314.75	13179
315.00	15485
315.25	15828
315.50	16377
315.75	17156
316.00	15762
316.25	16297
316.50	21827
316.75	13727
317.00	14454
317.25	18959
317.50	18008
317.75	11600
318.00	12737
318.25	17764
318.50	14355
318.75	16753
319.00	17876
319.25	17790
319.50	13265
319.75	18814
320.00	20267
320.25	18391
320.50	17585
320.75	15782
321.00	14243
321.25	12651
321.50	17348
321.75	18616
322.00	16984
322.25	18048
322.50	12142
322.75	20419
323.00	11369
323.25	19468
323.50	16938
323.75	14547
324.00	16482
324.25	15518
324.50	13450
324.75	9988.4
325.00	18358
325.25	13496
325.50	14626
325.75	16238
326.00	13483
326.25	11706
326.50	14751
326.75	18213
327.00	15029
327.25	15240
327.50	14362
327.75	11032
328.00	15227
328.25	14130
328.50	10755
328.75	13291
329.00	11964
329.25	10576
329.50	11131
329.75	11039
330.00	12413
330.25	7431.9
330.50	2583.0
330.75	7451.7
331.00	10596
331.25	10874
331.50	6110.6
331.75	13926
332.00	14282
332.25	8924.8
332.50	15161
332.75	13133
333.00	12182
333.25	10834
333.50	15637
333.75	7339.4
334.00	14078
334.25	10352
334.50	12743
334.75	6209.7
335.00	11983
335.25	13179
335.50	9499.6
335.75	6038.0
336.00	8204.8
336.25	12538
336.50	9202.3
336.75	10206
337.00	13331
337.25	10259
337.50	8938.0
337.75	6665.5
338.00	11349
338.25	9697.7
338.50	10147
338.75	10609
339.00	8825.7
339.25	8640.8
339.50	7035.5
339.75	8237.8
340.00	9770.4
340.25	9241.9
340.50	8944.6
340.75	7458.3
341.00	7834.8
341.25	8739.9
341.50	10345
341.75	6467.4
342.00	9810.0
342.25	11772
342.50	7564.0
342.75	10272
343.00	8224.6
343.25	10675
343.50	9334.4
343.75	7312.9
344.00	10543
344.25	10642
344.50	8852.2
344.75	9030.5
345.00	8839.0
345.25	8713.4
345.50	8700.2
345.75	10583
346.00	10365
346.25	6051.2
346.50	11019
346.75	9572.2
347.00	7088.3
347.25	10048
347.50	9862.9
347.75	7299.7
348.00	10035
348.25	7431.9
348.50	9096.6
348.75	9697.7
349.00	8918.2
349.25	10708
349.50	5701.1
349.75	8132.1
350.00	8739.9
350.25	9592.0
350.50	9037.1
350.75	8409.6
351.00	10775
351.25	7200.6
351.50	8528.5
351.75	8726.6
352.00	7425.2
352.25	8495.4
352.50	6791.1
352.75	6440.9
353.00	8270.8
353.25	6493.8
353.50	6857.1
353.75	6711.8
354.00	6632.5
354.25	8680.4
354.50	6355.1
354.75	6355.1
355.00	7081.7
355.25	6989.2
355.50	8878.6
355.75	9090.0
356.00	7821.6
356.25	8317.1
356.50	7821.6
356.75	8587.9
357.00	6189.9
357.25	7616.8
357.50	9473.1
357.75	7861.2
358.00	9704.3
358.25	8264.2
358.50	7775.4
358.75	7009.1
359.00	9790.2
359.25	8640.8
359.50	9942.2
359.75	8184.9
360.00	5390.6
360.25	9658.1
360.50	9473.1
360.75	9142.8
361.00	5602.0
361.25	5925.7
361.50	8601.1
361.75	8013.2
362.00	7009.1
362.25	8132.1
362.50	10794
362.75	8700.2
363.00	7002.5
363.25	9407.1
363.50	9526.0
363.75	9327.8
364.00	6368.3
364.25	9433.5
364.50	9433.5
364.75	6592.9
365.00	7405.4
365.25	5859.6
365.50	8000.0
365.75	9995.0
366.00	8455.8
366.25	7940.5
366.50	7114.8
366.75	7861.2
367.00	10088
367.25	7128.0
367.50	6513.6
367.75	7993.4
368.00	8224.6
368.25	8336.9
368.50	9050.3
368.75	8112.3
369.00	7200.6
369.25	10002
369.50	5529.3
369.75	9803.4
370.00	6077.6
370.25	4921.5
370.50	8350.1
370.75	7497.9
371.00	6374.9
371.25	7260.1
371.50	5925.7
371.75	6705.2
372.00	7742.3
372.25	5232.0
372.50	5820.0
372.75	5582.1
373.00	7656.5
373.25	9493.0
373.50	4928.1
373.75	6658.9
374.00	8323.7
374.25	6038.0
374.50	6348.5
374.75	7253.5
375.00	7425.2
375.25	7583.8
375.50	7253.5
375.75	7359.2
376.00	7253.5
376.25	7966.9
376.50	7669.7
376.75	6335.2
377.00	6474.0
377.25	6777.9
377.50	4914.9
377.75	4941.4
378.00	6500.4
378.25	6447.5
378.50	6447.5
378.75	7577.2
379.00	6401.3
379.25	5991.7
379.50	5938.9
379.75	9975.2
380.00	9063.6
380.25	6269.2
380.50	7260.1
380.75	6559.8
381.00	7881.1
381.25	9572.2
381.50	6573.1
381.75	7035.5
382.00	7920.7
382.25	7445.1
382.50	4908.3
382.75	8944.6
383.00	8125.5
383.25	6692.0
383.50	7431.9
383.75	7993.4
384.00	5080.1
384.25	6910.0
384.50	6771.2
384.75	8469.0
385.00	6275.8
385.25	9592.0
385.50	7755.6
385.75	8620.9
386.00	9275.0
386.25	7035.5
386.50	7266.7
386.75	7590.4
387.00	8000.0
387.25	9929.0
387.50	8469.0
387.75	6421.1
388.00	7418.6
388.25	5641.6
388.50	8799.3
388.75	7597.0
389.00	8376.5
389.25	11871
389.50	7075.1
389.75	7881.1
390.00	7213.9
390.25	8502.0
390.50	9268.3
390.75	8112.3
391.00	8336.9
391.25	7042.1
391.50	7260.1
391.75	9083.4
392.00	9446.7
392.25	8402.9
392.50	11369
392.75	9598.7
393.00	8211.4
393.25	9744.0
393.50	10530
393.75	9777.0
394.00	9169.3
394.25	11970
394.50	11382
394.75	9354.2
395.00	9929.0
395.25	11924
395.50	12578
395.75	12637
396.00	13873
396.25	13351
396.50	15016
396.75	14983
397.00	16945
397.25	17836
397.50	20122
397.75	18623
398.00	18292
398.25	21562
398.50	23029
398.75	23339
399.00	25751
399.25	25215
399.50	27680
399.75	27197
400.00	28221
400.25	31855
400.50	29007
400.75	32905
401.00	33711
401.25	34854
401.50	35567
401.75	36089
402.00	37893
402.25	36267
402.50	39419
402.75	40555
403.00	40436
403.25	40621
403.50	40423
403.75	44135
404.00	43831
404.25	42583
404.50	41889
404.75	41830
405.00	43514
405.25	41962
405.50	41797
405.75	43138
406.00	43957
406.25	43818
406.50	41949
406.75	41546
407.00	40773
407.25	40984
407.50	39458
407.75	41962
408.00	40357
408.25	38943
408.50	38599
408.75	39689
409.00	39306
409.25	36142
409.50	37668
409.75	33235
410.00	36684
410.25	35594
410.50	37153
410.75	35025
411.00	37846
411.25	37536
411.50	35092
411.75	36987
412.00	37754
412.25	36082
412.50	38619
412.75	40647
413.00	42504
413.25	40859
413.50	43177
413.75	45272
414.00	48621
414.25	50200
414.50	51402
414.75	52558
415.00	52849
415.25	55855
415.50	59818
415.75	64046
416.00	68895
416.25	72000
416.50	76188
416.75	82100
417.00	87372
417.25	92261
417.50	96773
417.75	1.0487e+05
418.00	1.1068e+05
418.25	1.1724e+05
418.50	1.2455e+05
418.75	1.3260e+05
419.00	1.3947e+05
419.25	1.5142e+05
419.50	1.6161e+05
419.75	1.7394e+05
420.00	1.8484e+05
420.25	1.9767e+05
420.50	2.1166e+05
420.75	2.2763e+05
421.00	2.4596e+05
421.25	2.6337e+05
421.50	2.8498e+05
421.75	3.0440e+05
422.00	3.2643e+05
422.25	3.4652e+05
422.50	3.6990e+05
422.75	3.9201e+05
423.00	4.1520e+05
423.25	4.3489e+05
423.50	4.5528e+05
423.75	4.7397e+05
424.00	4.9159e+05
424.25	5.0874e+05
424.50	5.2298e+05
424.75	5.3387e+05
425.00	5.4483e+05
425.25	5.5219e+05
425.50	5.5659e+05
425.75	5.5938e+05
426.00	5.6200e+05
426.25	5.5880e+05
426.50	5.5667e+05
426.75	5.5200e+05
427.00	5.4124e+05
427.25	5.3464e+05
427.50	5.2559e+05
427.75	5.1098e+05
428.00	4.9894e+05
428.25	4.8456e+05
428.50	4.6554e+05
428.75	4.4941e+05
429.00	4.3367e+05
429.25	4.1583e+05
429.50	3.9790e+05
429.75	3.7517e+05
430.00	3.5978e+05
430.25	3.4298e+05
430.50	3.2325e+05
430.75	3.0469e+05
431.00	2.8672e+05
431.25	2.6685e+05
431.50	2.5162e+05
431.75	2.3525e+05
432.00	2.1936e+05
432.25	2.0580e+05
432.50	1.8899e+05
432.75	1.7636e+05
433.00	1.6310e+05
433.25	1.5004e+05
433.50	1.3913e+05
433.75	1.3065e+05
434.00	1.1859e+05
434.25	1.0967e+05
434.50	1.0184e+05
434.75	92703
435.00	84657
435.25	75501
435.50	64918
435.75	58101
436.00	53014
436.25	48548
436.50	43607
436.75	40152
437.00	38381
437.25	34312
437.50	31947
437.75	31967
438.00	28921
438.25	27607
438.50	25671
438.75	23280
439.00	21483
439.25	20479
439.50	19792
439.75	17896
440.00	16707
440.25	16396
440.50	13893
440.75	12459
441.00	13813
441.25	13576
441.50	12155
441.75	11415
442.00	12419
442.25	10021
442.50	11614
442.75	10233
443.00	9658.1
443.25	10484
443.50	9420.3
443.75	10438
444.00	10900
444.25	7795.2
444.50	7141.2
444.75	8581.3
445.00	7504.5
445.25	5945.5
445.50	6322.0
445.75	7346.0
446.00	6797.7
446.25	5965.3
446.50	6672.2
446.75	6513.6
447.00	6189.9
447.25	5813.4
447.50	6678.8
447.75	5344.3
448.00	5265.1
448.25	7246.9
448.50	4445.9
448.75	4076.0
449.00	4584.6
449.25	4564.8
449.50	4683.7
449.75	4142.0
450.00	4208.1
450.25	3924.0
450.50	5007.4
450.75	3250.2
451.00	3422.0
451.25	3098.3
451.50	4155.2
451.75	3230.4
452.00	2655.6
452.25	2120.6
452.50	3263.4
452.75	2668.9
453.00	3554.1
453.25	2100.7
453.50	2820.8
453.75	2649.0
454.00	1526.0
454.25	3422.0
454.50	2543.3
454.75	1763.8
455.00	2404.6
455.25	1915.8
455.50	984.31
455.75	2827.4
456.00	1241.9
456.25	1578.9
456.50	1803.5
456.75	2589.6
457.00	2893.5
457.25	1618.5
457.50	1684.6
457.75	2001.6
458.00	1116.4
458.25	1321.2
458.50	825.76
458.75	753.09
459.00	799.34
459.25	2926.5
459.50	1724.2
459.75	1499.6
460.00	1658.1
460.25	1426.9
460.50	1420.3
460.75	1109.8
461.00	1724.2
461.25	1625.1
461.50	1704.4
461.75	1407.1
462.00	1677.9
462.25	1301.4
462.50	680.43
462.75	1955.4
463.00	2332.0
463.25	1915.8
463.50	2100.7
463.75	132.12
464.00	105.70
464.25	1142.9
464.50	832.37
464.75	1836.5
465.00	1314.6
465.25	2365.0
465.50	2001.6
465.75	720.06
466.00	1103.2
466.25	257.64
466.50	2721.7
466.75	607.76
467.00	1479.8
467.25	885.22
467.50	2642.4
467.75	938.07
468.00	310.49
468.25	1255.2
468.50	3078.4
468.75	1532.6
469.00	1241.9
469.25	1499.6
469.50	1248.6
469.75	1142.9
470.00	2365.0
470.25	1050.4
470.50	1182.5
470.75	1380.7
471.00	2080.9
471.25	541.70
471.50	3078.4
471.75	369.94
472.00	805.94
472.25	1717.6
472.50	2107.3
472.75	1275.0
473.00	1995.0
473.25	1374.1
473.50	3329.5
473.75	1374.1
474.00	1783.6
474.25	396.37
474.50	1895.9
474.75	891.82
475.00	85.879
475.25	92.485
475.50	2206.4
475.75	2001.6
476.00	1506.2
476.25	607.76
476.50	2067.7
476.75	363.34
477.00	872.00
477.25	1096.6
477.50	3085.0
477.75	2708.5
478.00	1281.6
478.25	1083.4
478.50	2061.1
478.75	1446.7
479.00	1043.8
479.25	938.07
479.50	-99.091
479.75	2741.5
480.00	482.24
480.25	1426.9
480.50	1691.2
480.75	799.34
481.00	1843.1
481.25	1374.1
481.50	1823.3
481.75	1241.9
482.00	1334.4
482.25	2206.4
482.50	2067.7
482.75	746.49
483.00	1790.3
483.25	753.09
483.50	2074.3
483.75	2972.7
484.00	1321.2
484.25	1222.1
484.50	2952.9
484.75	2226.3
485.00	1955.4
485.25	944.67
485.50	1585.5
485.75	1347.6
486.00	2649.0
486.25	2153.6
486.50	1598.7
486.75	1585.5
487.00	2087.5
487.25	1671.3
487.50	2061.1
487.75	1466.6
488.00	911.64
488.25	2298.9
488.50	1803.5
488.75	1149.5
489.00	1684.6
489.25	2272.5
489.50	1816.7
489.75	2318.7
490.00	1895.9
490.25	2100.7
490.50	3025.6
490.75	1453.3
491.00	964.49
491.25	1407.1
491.50	1519.4
491.75	2087.5
492.00	1889.3
492.25	1995.0
492.50	984.31
492.75	1975.2
493.00	2100.7
493.25	1611.9
493.50	2318.7
493.75	1407.1
494.00	1777.0
494.25	2728.3
494.50	1783.6
494.75	2001.6
495.00	3071.8
495.25	878.61
495.50	2252.7
495.75	3118.1
496.00	574.73
496.25	2576.4
496.50	1301.4
496.75	429.40
497.00	2774.6
497.25	2470.7
497.50	1195.7
497.75	1849.7
498.00	1717.6
498.25	1876.1
498.50	1281.6
498.75	515.28
499.00	1374.1
499.25	1909.2
499.50	2477.3
499.75	1400.5
500.00	2014.9
500.25	1783.6
500.50	1532.6
500.75	726.67
501.00	2061.1
501.25	2880.3
501.50	1816.7
501.75	3540.9
502.00	2939.7
502.25	2378.2
502.50	1393.9
502.75	1631.7
503.00	3950.4
503.25	1895.9
503.50	2239.5
503.75	145.33
504.00	2160.2
504.25	1275.0
504.50	1975.2
504.75	1532.6
505.00	2173.4
505.25	1374.1
505.50	1829.9
505.75	938.07
506.00	1988.4
506.25	1413.7
506.50	1724.2
506.75	2061.1
507.00	1664.7
507.25	2265.9
507.50	2160.2
507.75	1783.6
508.00	1407.1
508.25	1882.7
508.50	2589.6
508.75	2933.1
509.00	1552.4
509.25	1605.3
509.50	1420.3
509.75	2596.2
510.00	2715.1
510.25	2979.3
510.50	3626.7
510.75	2530.1
511.00	2444.3
511.25	2616.0
511.50	2338.6
511.75	1486.4
512.00	2761.3
512.25	3230.4
512.50	2378.2
512.75	2008.3
513.00	2404.6
513.25	2054.5
513.50	3349.3
513.75	3025.6
514.00	3375.7
514.25	3725.8
514.50	4122.2
514.75	3415.3
515.00	3620.1
515.25	3038.8
515.50	2768.0
515.75	2285.7
516.00	4287.4
516.25	2100.7
516.50	3217.2
516.75	4168.4
517.00	2847.2
517.25	2867.0
517.50	2768.0
517.75	3085.0
518.00	3118.1
518.25	2926.5
518.50	2979.3
518.75	3884.4
519.00	3785.3
519.25	2265.9
519.50	3263.4
519.75	2873.6
520.00	3342.7
520.25	2734.9
520.50	4069.4
520.75	3144.5
521.00	2556.6
521.25	3527.7
521.50	3910.8
521.75	4855.5
522.00	4663.9
522.25	3408.7
522.50	3283.2
522.75	2358.4
523.00	4056.1
523.25	4545.0
523.50	2312.1
523.75	4730.0
524.00	3184.1
524.25	2834.0
524.50	3805.1
524.75	2490.5
525.00	4062.7
525.25	3824.9
525.50	2708.5
525.75	2318.7
526.00	4135.4
526.25	3732.4
526.50	3415.3
526.75	3831.5
527.00	5027.2
527.25	3640.0
527.50	3098.3
527.75	3402.1
528.00	2999.2
528.25	2530.1
528.50	3600.3
528.75	3032.2
529.00	3633.4
529.25	3468.2
529.50	2814.2
529.75	3600.3
530.00	2556.6
530.25	2094.1
530.50	2583.0
530.75	3144.5
531.00	3970.3
531.25	3091.7
531.50	2332.0
531.75	2906.7
532.00	2814.2
532.25	2807.6
532.50	1823.3
532.75	3858.0
533.00	3692.8
533.25	3679.6
533.50	2596.2
533.75	2853.8
534.00	2781.2
534.25	3673.0
534.50	3706.0
534.75	2781.2
535.00	3441.8
535.25	2959.5
535.50	3871.2
535.75	2332.0
536.00	2986.0
536.25	3507.8
536.50	2675.5
536.75	1962.0
537.00	4234.5
537.25	2358.4
537.50	2701.9
537.75	3151.1
538.00	2193.2
538.25	2754.7
538.50	2272.5
538.75	3613.5
539.00	3798.5
539.25	3296.4
539.50	3322.9
539.75	3996.7
540.00	4670.5
540.25	3210.6
540.50	3811.7
540.75	2886.9
541.00	4194.9
541.25	4637.5
541.50	4036.3
541.75	4505.4
542.00	4188.3
542.25	4366.6
542.50	3910.8
542.75	5073.5
543.00	4591.2
543.25	2213.0
543.50	4155.2
543.75	3884.4
544.00	3514.4
544.25	4247.7
544.50	5456.6
544.75	4386.4
545.00	5205.6
545.25	5126.3
545.50	6407.9
545.75	5212.2
546.00	6077.6
546.25	4994.2
546.50	4650.7
546.75	5417.0
547.00	6725.0
547.25	6863.7
547.50	7715.9
547.75	6170.1
548.00	6645.7
548.25	7431.9
548.50	7782.0
548.75	7557.4
549.00	8251.0
549.25	9136.2
549.50	8132.1
549.75	8270.8
550.00	7735.7
550.25	7636.6
550.50	7729.1
550.75	8832.3
551.00	9651.5
551.25	8858.8
551.50	10319
551.75	10372
552.00	11481
552.25	10543
552.50	11158
552.75	11283
553.00	10860
553.25	11752
553.50	12248
553.75	11019
554.00	12003
554.25	12922
554.50	12452
554.75	13272
555.00	13635
555.25	13073
555.50	13926
555.75	14639
556.00	14012
556.25	15524
556.50	15392
556.75	16370
557.00	16026
557.25	15504
557.50	17024
557.75	16198
558.00	16667
558.25	17367
558.50	18173
558.75	18642
559.00	18226
559.25	18636
559.50	19699
559.75	19244
560.00	19937
560.25	18880
560.50	20069
560.75	19772
561.00	19085
561.25	20558
561.50	19587
561.75	19990
562.00	19970
562.25	20571
562.50	21529
562.75	19977
563.00	20558
563.25	21556
563.50	20862
563.75	20988
564.00	22223
564.25	18827
564.50	21060
564.75	18893
565.00	20836
565.25	20842
565.50	19032
565.75	20320
566.00	18854
566.25	20538
566.50	18008
566.75	19006
567.00	18187
567.25	18860
567.50	18345
567.75	17955
568.00	17764
568.25	17704
568.50	18127
568.75	17262
569.00	15676
569.25	16059
569.50	16377
569.75	14765
570.00	15082
570.25	15419
570.50	13741
570.75	15333
571.00	12922
571.25	13007
571.50	14553
571.75	14018
572.00	12803
572.25	12664
572.50	12737
572.75	12307
573.00	11514
573.25	11296
573.50	10735
573.75	11197
574.00	11283
574.25	10748
574.50	10689
574.75	10147
575.00	8488.8
575.25	9433.5
575.50	7960.3
575.75	9354.2
576.00	7986.8
576.25	8706.8
576.50	8436.0
576.75	8442.6
577.00	8277.4
577.25	7312.9
577.50	8759.7
577.75	6810.9
578.00	8251.0
578.25	6038.0
578.50	5886.0
578.75	6381.5
579.00	6282.4
579.25	6163.5
579.50	6183.3
579.75	5370.8
580.00	6460.8
580.25	5529.3
580.50	5403.8
580.75	5086.7
581.00	4987.6
581.25	5113.1
581.50	6051.2
581.75	4928.1
582.00	6071.0
582.25	3336.1
582.50	4776.2
582.75	4558.2
583.00	4782.8
583.25	4512.0
583.50	3897.6
583.75	4558.2
584.00	4842.3
584.25	4016.5
584.50	4366.6
584.75	4089.2
585.00	4360.0
585.25	2979.3
585.50	4399.7
585.75	3223.8
586.00	4848.9
586.25	3494.6
586.50	3388.9
586.75	3844.7
587.00	3897.6
587.25	3706.0
587.50	3606.9
587.75	5179.2
