Wavelength (nm)	G04 abs e
200.00	26172
201.00	25155
202.00	24084
203.00	25624
204.00	26521
205.00	28566
206.00	30948
207.00	29930
208.00	29278
209.00	32876
210.00	37124
211.00	39932
212.00	39531
213.00	39239
214.00	38204
215.00	36662
216.00	35016
217.00	33801
218.00	33081
219.00	32644
220.00	32224
221.00	31633
222.00	30764
223.00	29541
224.00	27907
225.00	26053
226.00	24089
227.00	22232
228.00	20496
229.00	18949
230.00	17540
231.00	16271
232.00	15154
233.00	14162
234.00	13301
235.00	12605
236.00	12088
237.00	11739
238.00	11532
239.00	11375
240.00	11172
241.00	10859
242.00	10467
243.00	10006
244.00	9505.1
245.00	9013.8
246.00	8517.5
247.00	8034.9
248.00	7572.2
249.00	7131.6
250.00	6707.5
251.00	6289.2
252.00	5875.9
253.00	5457.1
254.00	5036.0
255.00	4614.2
256.00	4203.4
257.00	3812.5
258.00	3424.6
259.00	3068.3
260.00	2735.9
261.00	2438.4
262.00	2179.8
263.00	1951.7
264.00	1744.1
265.00	1563.9
266.00	1412.2
267.00	1287.2
268.00	1171.5
269.00	1075.4
270.00	1008.3
271.00	963.18
272.00	920.71
273.00	882.70
274.00	863.20
275.00	858.63
276.00	866.64
277.00	884.76
278.00	923.33
279.00	972.41
280.00	1027.2
281.00	1101.0
282.00	1193.0
283.00	1297.0
284.00	1423.3
285.00	1560.3
286.00	1710.3
287.00	1866.9
288.00	2042.4
289.00	2244.2
290.00	2448.8
291.00	2671.1
292.00	2900.7
293.00	3166.2
294.00	3436.6
295.00	3710.6
296.00	3991.0
297.00	4270.7
298.00	4546.7
299.00	4805.1
300.00	5039.6
301.00	5263.4
302.00	5471.9
303.00	5673.8
304.00	5869.6
305.00	6060.2
306.00	6240.1
307.00	6385.2
308.00	6505.1
309.00	6577.5
310.00	6600.1
311.00	6544.3
312.00	6424.1
313.00	6240.3
314.00	5997.6
315.00	5721.2
316.00	5418.0
317.00	5115.9
318.00	4839.6
319.00	4592.4
320.00	4378.8
321.00	4211.6
322.00	4071.1
323.00	3976.9
324.00	3909.2
325.00	3890.2
326.00	3911.6
327.00	3951.9
328.00	4000.8
329.00	4076.9
330.00	4174.1
331.00	4260.6
332.00	4373.5
333.00	4483.4
334.00	4581.8
335.00	4685.7
336.00	4796.8
337.00	4894.5
338.00	4977.2
339.00	5056.7
340.00	5128.1
341.00	5190.6
342.00	5222.8
343.00	5237.5
344.00	5228.8
345.00	5191.6
346.00	5140.9
347.00	5071.7
348.00	4973.5
349.00	4856.8
350.00	4717.3
351.00	4545.1
352.00	4367.8
353.00	4185.3
354.00	3973.0
355.00	3759.4
356.00	3543.4
357.00	3351.5
358.00	3150.2
359.00	2935.7
360.00	2724.0
361.00	2529.7
362.00	2318.3
363.00	2121.4
364.00	1935.7
365.00	1758.9
366.00	1600.1
367.00	1458.0
368.00	1308.8
369.00	1168.8
370.00	1063.3
371.00	959.93
372.00	860.40
373.00	768.73
374.00	689.90
375.00	623.58
376.00	554.67
377.00	494.21
378.00	434.49
379.00	407.31
380.00	361.60
381.00	340.17
382.00	291.24
383.00	258.07
384.00	228.18
385.00	210.67
386.00	182.54
387.00	154.89
388.00	132.41
389.00	120.71
390.00	116.08
391.00	106.72
392.00	102.14
393.00	91.078
394.00	97.416
395.00	83.219
396.00	77.148
397.00	68.241
398.00	65.139
399.00	51.437
400.00	60.724
401.00	61.200
402.00	57.927
403.00	55.681
404.00	57.108
405.00	53.150
406.00	63.769
407.00	61.048
408.00	47.384
409.00	67.309
410.00	59.944
411.00	76.900
412.00	69.535
413.00	74.674
414.00	89.898
415.00	79.736
416.00	85.788
417.00	87.596
418.00	89.061
419.00	98.957
420.00	101.45
421.00	102.73
422.00	112.15
423.00	114.18
424.00	113.10
425.00	118.43
426.00	90.793
427.00	100.19
428.00	97.777
429.00	95.950
430.00	109.18
431.00	119.45
432.00	108.66
433.00	111.14
434.00	113.63
435.00	122.08
436.00	127.86
437.00	132.53
438.00	125.79
439.00	151.98
440.00	140.69
441.00	143.68
442.00	147.75
443.00	151.48
444.00	153.33
445.00	170.32
446.00	173.63
447.00	165.83
448.00	176.85
449.00	180.96
450.00	175.80
451.00	167.70
452.00	158.24
453.00	149.05
454.00	142.25
455.00	135.82
456.00	132.22
457.00	124.84
458.00	106.57
459.00	92.296
460.00	90.507
461.00	96.864
462.00	90.564
463.00	67.575
464.00	69.250
465.00	74.369
466.00	59.658
467.00	59.049
468.00	67.670
469.00	80.726
470.00	79.165
471.00	63.674
472.00	54.939
473.00	47.783
474.00	47.974
475.00	42.512
476.00	53.112
477.00	48.430
478.00	47.250
479.00	32.768
480.00	32.711
481.00	26.868
482.00	31.379
483.00	39.162
484.00	22.415
485.00	22.663
486.00	27.496
487.00	20.417
488.00	14.289
489.00	23.138
490.00	29.505
491.00	21.281
492.00	21.220
493.00	25.049
494.00	32.272
495.00	35.185
496.00	18.111
497.00	25.227
498.00	16.497
499.00	22.453
500.00	22.682
