Wavelength (nm)	A39 abs e
240.00	9794.0
241.00	9490.4
242.00	9467.4
243.00	9833.5
244.00	10506
245.00	10792
246.00	10690
247.00	11008
248.00	12155
249.00	13155
250.00	13255
251.00	13228
252.00	13863
253.00	14516
254.00	14078
255.00	13410
256.00	14125
257.00	15902
258.00	16478
259.00	14773
260.00	12906
261.00	12380
262.00	12526
263.00	11985
264.00	11393
265.00	12156
266.00	13792
267.00	13909
268.00	11483
269.00	7960.2
270.00	4971.7
271.00	3002.0
272.00	1826.9
273.00	1169.4
274.00	805.31
275.00	610.29
276.00	511.38
277.00	469.41
278.00	457.89
279.00	454.40
280.00	461.90
281.00	485.94
282.00	522.89
283.00	563.86
284.00	611.36
285.00	652.08
286.00	688.09
287.00	721.29
288.00	757.18
289.00	812.75
290.00	870.26
291.00	952.86
292.00	1094.9
293.00	1201.3
294.00	1231.6
295.00	1232.4
296.00	1241.9
297.00	1280.8
298.00	1311.8
299.00	1363.0
300.00	1469.0
301.00	1568.2
302.00	1779.3
303.00	2212.8
304.00	2500.4
305.00	2343.8
306.00	1955.5
307.00	1666.1
308.00	1611.7
309.00	1642.5
310.00	1673.1
311.00	1771.1
312.00	1863.9
313.00	1929.3
314.00	2304.5
315.00	3052.4
316.00	3400.1
317.00	2954.7
318.00	2122.4
319.00	1414.1
320.00	925.72
321.00	590.68
322.00	371.09
323.00	228.22
324.00	144.03
325.00	97.342
326.00	65.254
327.00	49.189
328.00	39.138
329.00	33.993
330.00	28.150
331.00	25.784
332.00	22.336
333.00	19.059
334.00	18.986
335.00	17.788
336.00	17.508
337.00	16.505
338.00	17.174
339.00	16.438
340.00	14.103
341.00	14.036
342.00	12.686
343.00	11.817
344.00	12.327
345.00	11.902
346.00	11.221
347.00	13.361
348.00	11.677
349.00	11.355
350.00	8.9952
