Wavelength (nm)	N07 abs e
387.00	1621.4
388.00	1652.6
389.00	1686.2
390.00	1739.3
391.00	1789.0
392.00	1801.9
393.00	1801.9
394.00	1845.9
395.00	1869.5
396.00	1883.3
397.00	1928.1
398.00	1989.0
399.00	2017.0
400.00	2018.2
401.00	2060.6
402.00	2078.7
403.00	2095.9
404.00	2096.6
405.00	2094.9
406.00	2112.7
407.00	2124.3
408.00	2118.4
409.00	2093.6
410.00	2074.2
411.00	2071.8
412.00	2085.1
413.00	2056.7
414.00	2021.7
415.00	1996.7
416.00	1991.7
417.00	1954.6
418.00	1896.3
419.00	1903.7
420.00	1897.5
421.00	1879.6
422.00	1858.4
423.00	1859.2
424.00	1833.3
425.00	1821.9
426.00	1814.3
427.00	1815.1
428.00	1796.3
429.00	1802.5
430.00	1810.3
431.00	1804.7
432.00	1797.9
433.00	1810.2
434.00	1810.8
435.00	1777.6
436.00	1780.5
437.00	1827.1
438.00	1826.2
439.00	1855.0
440.00	1872.3
441.00	1894.8
442.00	1922.7
443.00	1940.2
444.00	2034.0
445.00	2084.3
446.00	2143.8
447.00	2236.0
448.00	2292.4
449.00	2430.1
450.00	2560.1
451.00	2675.8
452.00	2805.6
453.00	2960.3
454.00	3144.7
455.00	3345.4
456.00	3541.5
457.00	3753.9
458.00	4007.8
459.00	4193.6
460.00	4447.5
461.00	4708.3
462.00	4947.4
463.00	5232.7
464.00	5543.2
465.00	5774.4
466.00	6046.2
467.00	6290.1
468.00	6600.5
469.00	6827.8
470.00	7120.2
471.00	7448.4
472.00	7789.1
473.00	8148.4
474.00	8556.5
475.00	8929.3
476.00	9405.0
477.00	9961.5
478.00	10500
479.00	11173
480.00	11905
481.00	12645
482.00	13513
483.00	14457
484.00	15421
485.00	16892
486.00	17654
487.00	18533
488.00	19769
489.00	21234
490.00	22498
491.00	23712
492.00	25012
493.00	26177
494.00	27262
495.00	28382
496.00	29412
497.00	30283
498.00	31112
499.00	31886
500.00	32510
501.00	33125
502.00	33663
503.00	34108
504.00	34541
505.00	34975
506.00	35513
507.00	35977
508.00	36597
509.00	37307
510.00	38259
511.00	39437
512.00	40601
513.00	41996
514.00	43805
515.00	45673
516.00	48143
517.00	50741
518.00	53804
519.00	56943
520.00	60347
521.00	64161
522.00	68029
523.00	72365
524.00	76246
525.00	80375
526.00	84398
527.00	88910
528.00	92819
529.00	96267
530.00	99395
531.00	1.0181e+05
532.00	1.0414e+05
533.00	1.0556e+05
534.00	1.0662e+05
535.00	1.0700e+05
536.00	1.0667e+05
537.00	1.0543e+05
538.00	1.0397e+05
539.00	1.0153e+05
540.00	98823
541.00	95565
542.00	91313
543.00	87151
544.00	82401
545.00	77432
546.00	72104
547.00	66455
548.00	61186
549.00	55818
550.00	50400
551.00	45237
552.00	40237
553.00	35786
554.00	31663
555.00	27710
556.00	24166
557.00	21087
558.00	18251
559.00	15779
560.00	13525
561.00	11672
562.00	10031
563.00	8539.4
564.00	7288.9
565.00	6220.9
566.00	5310.8
567.00	4493.0
568.00	3799.6
569.00	3240.5
570.00	2780.6
571.00	2380.6
572.00	2042.6
573.00	1745.8
574.00	1479.7
575.00	1313.3
576.00	1150.8
577.00	972.38
578.00	841.37
579.00	797.25
580.00	697.42
581.00	616.88
582.00	554.94
583.00	512.39
584.00	453.97
585.00	408.64
586.00	390.87
587.00	367.97
588.00	327.89
589.00	329.77
590.00	321.70
591.00	304.99
592.00	283.82
593.00	277.53
594.00	275.54
595.00	243.05
596.00	261.07
597.00	247.08
598.00	261.55
599.00	261.96
600.00	249.23
601.00	257.93
602.00	250.17
603.00	224.08
604.00	239.33
605.00	233.41
606.00	223.19
607.00	238.75
608.00	233.20
609.00	221.20
610.00	239.85
611.00	220.15
612.00	218.42
613.00	213.60
614.00	235.92
615.00	240.22
616.00	227.38
617.00	215.01
618.00	221.88
619.00	223.08
620.00	226.54
621.00	232.46
622.00	217.79
623.00	237.07
624.00	225.65
625.00	215.80
626.00	222.14
627.00	233.62
628.00	245.98
629.00	234.87
630.00	257.72
631.00	253.27
632.00	241.79
633.00	280.36
634.00	274.70
635.00	287.69
636.00	295.71
637.00	261.96
638.00	272.03
639.00	240.17
640.00	229.63
641.00	209.20
642.00	198.30
643.00	215.96
644.00	245.67
645.00	212.60
646.00	236.45
647.00	230.52
648.00	257.72
649.00	259.34
650.00	281.72
651.00	288.79
652.00	237.76
653.00	205.74
654.00	211.24
655.00	285.23
656.00	276.58
657.00	226.65
658.00	251.48
659.00	259.19
660.00	230.00
661.00	245.04
662.00	237.49
663.00	232.41
664.00	235.50
665.00	227.01
666.00	273.49
667.00	216.69
668.00	177.76
669.00	269.72
670.00	232.10
671.00	248.97
672.00	224.08
673.00	240.27
674.00	236.55
675.00	225.18
676.00	240.58
677.00	237.65
678.00	258.19
679.00	223.82
680.00	251.80
681.00	240.58
682.00	239.80
683.00	249.76
684.00	251.01
685.00	242.47
686.00	242.10
687.00	248.50
688.00	232.57
689.00	244.31
690.00	239.38
691.00	223.71
692.00	239.43
693.00	257.35
694.00	264.58
695.00	246.19
696.00	245.20
697.00	209.77
698.00	219.94
699.00	233.35
700.00	226.44
