Wavelength (nm)	A29 abs e
253.75	870.70
254.00	648.70
254.25	790.18
254.50	722.29
254.75	694.96
255.00	769.55
255.25	756.27
255.50	732.48
255.75	769.19
256.00	706.72
256.25	758.75
256.50	660.56
256.75	807.97
257.00	765.46
257.25	863.92
257.50	861.90
257.75	757.88
258.00	688.75
258.25	821.83
258.50	823.56
258.75	899.91
259.00	797.43
259.25	891.02
259.50	832.45
259.75	890.53
260.00	949.90
260.25	988.01
260.50	890.49
260.75	1082.6
261.00	1005.0
261.25	1088.3
261.50	1193.9
261.75	1229.5
262.00	1159.6
262.25	1214.5
262.50	1160.8
262.75	1335.2
263.00	1331.5
263.25	1399.6
263.50	1395.8
263.75	1564.2
264.00	1428.2
264.25	1522.9
264.50	1500.6
264.75	1625.1
265.00	1758.9
265.25	1742.8
265.50	1774.7
265.75	1794.2
266.00	1906.0
266.25	1951.7
266.50	2073.0
266.75	2118.3
267.00	2090.7
267.25	2193.5
267.50	2302.2
267.75	2378.8
268.00	2406.8
268.25	2507.1
268.50	2619.8
268.75	2723.8
269.00	2730.7
269.25	2801.9
269.50	2885.0
269.75	3020.0
270.00	3069.8
270.25	3071.7
270.50	3284.0
270.75	3353.4
271.00	3530.1
271.25	3544.4
271.50	3602.4
271.75	3697.5
272.00	3866.7
272.25	4030.0
272.50	4168.1
272.75	4137.5
273.00	4239.1
273.25	4394.1
273.50	4570.6
273.75	4555.0
274.00	4830.5
274.25	4885.1
274.50	5071.3
274.75	5159.7
275.00	5248.8
275.25	5444.7
275.50	5463.5
275.75	5681.3
276.00	5817.3
276.25	5949.5
276.50	6027.4
276.75	6123.6
277.00	6213.0
277.25	6368.4
277.50	6450.5
277.75	6689.0
278.00	6829.4
278.25	6982.2
278.50	7188.9
278.75	7170.6
279.00	7375.9
279.25	7464.3
279.50	7557.7
279.75	7793.0
280.00	7954.9
280.25	8063.1
280.50	8218.0
280.75	8336.0
281.00	8495.6
281.25	8598.3
281.50	8879.8
281.75	8935.3
282.00	9105.9
282.25	9216.3
282.50	9334.7
282.75	9461.2
283.00	9706.3
283.25	9804.1
283.50	10000
283.75	10018
284.00	10298
284.25	10342
284.50	10520
284.75	10644
285.00	10803
285.25	10908
285.50	11403
285.75	11244
286.00	11427
286.25	11667
286.50	11674
286.75	11752
287.00	11977
287.25	12283
287.50	12327
287.75	12476
288.00	12635
288.25	12758
288.50	12821
288.75	13072
289.00	13137
289.25	13448
289.50	13467
289.75	13462
290.00	13662
290.25	13818
290.50	13901
290.75	14076
291.00	14296
291.25	14501
291.50	14575
291.75	14966
292.00	14847
292.25	15166
292.50	15123
292.75	15290
293.00	15531
293.25	15830
293.50	15990
293.75	15955
294.00	16081
294.25	16163
294.50	16148
294.75	16431
295.00	16532
295.25	16768
295.50	16870
295.75	17023
296.00	17128
296.25	17262
296.50	17443
296.75	17530
297.00	17822
297.25	17948
297.50	18403
297.75	18292
298.00	18647
298.25	18637
298.50	18806
298.75	19016
299.00	18975
299.25	19080
299.50	19694
299.75	19552
300.00	19521
300.25	19702
300.50	20136
300.75	20204
301.00	20412
301.25	20556
301.50	20608
301.75	20793
302.00	20936
302.25	20941
302.50	21289
302.75	21312
303.00	21468
303.25	21425
303.50	21869
303.75	21547
304.00	21890
304.25	21950
304.50	21977
304.75	22071
305.00	22132
305.25	22471
305.50	22524
305.75	22772
306.00	22497
306.25	22860
306.50	22750
306.75	22851
307.00	22731
307.25	23191
307.50	23014
307.75	23020
308.00	22898
308.25	23006
308.50	23079
308.75	23089
309.00	23064
309.25	22911
309.50	22920
309.75	23035
310.00	22931
310.25	23200
310.50	22925
310.75	23005
311.00	22695
311.25	22653
311.50	22765
311.75	22800
312.00	22387
312.25	22356
312.50	22381
312.75	22266
313.00	22062
313.25	21942
313.50	21714
313.75	21473
314.00	21043
314.25	21398
314.50	20870
314.75	20753
315.00	20512
315.25	20263
315.50	20126
315.75	20010
316.00	19694
316.25	19365
316.50	19463
316.75	18920
317.00	18909
317.25	18613
317.50	18261
317.75	17793
318.00	17572
318.25	17567
318.50	17207
318.75	16930
319.00	16581
319.25	16301
319.50	16086
319.75	15859
320.00	15501
320.25	15322
320.50	15022
320.75	14660
321.00	14473
321.25	14210
321.50	13954
321.75	13720
322.00	13028
322.25	12951
322.50	12632
322.75	12428
323.00	12107
323.25	11759
323.50	11517
323.75	11093
324.00	10893
324.25	10460
324.50	10226
324.75	9955.9
325.00	9648.6
325.25	9350.4
325.50	9113.3
325.75	8801.1
326.00	8437.5
326.25	8064.7
326.50	7948.8
326.75	7667.6
327.00	7364.8
327.25	7321.7
327.50	6773.9
327.75	6603.0
328.00	6494.9
328.25	6187.4
328.50	5813.2
328.75	5782.7
329.00	5476.8
329.25	5091.0
329.50	4977.5
329.75	4811.4
330.00	4496.4
330.25	4542.9
330.50	4103.2
330.75	4060.1
331.00	3735.5
331.25	3803.5
331.50	3662.8
331.75	3416.9
332.00	3105.2
332.25	3199.8
332.50	2989.5
332.75	2601.8
333.00	2564.0
333.25	2528.8
333.50	2262.9
333.75	2263.8
334.00	2172.8
334.25	1841.3
334.50	2025.9
334.75	2048.3
335.00	1876.1
335.25	1628.6
335.50	1499.5
335.75	1493.9
336.00	1529.6
336.25	1300.5
336.50	1366.3
336.75	1279.1
337.00	1166.2
337.25	1174.4
337.50	1118.9
337.75	1028.5
338.00	874.74
338.25	814.82
338.50	996.30
338.75	845.37
339.00	819.69
339.25	809.95
339.50	698.41
339.75	711.06
340.00	540.62
340.25	535.81
340.50	568.79
340.75	584.46
341.00	531.54
341.25	550.92
341.50	407.58
341.75	352.92
342.00	458.86
342.25	247.13
342.50	216.99
342.75	268.77
343.00	300.42
343.25	339.00
343.50	144.13
343.75	363.44
344.00	269.28
344.25	223.31
344.50	216.56
344.75	345.50
345.00	373.18
345.25	203.84
345.50	295.53
345.75	249.15
346.00	50.522
346.25	219.27
346.50	262.07
346.75	278.88
347.00	123.32
347.25	165.43
347.50	157.21
347.75	162.88
348.00	142.44
348.25	222.61
348.50	155.60
348.75	109.91
349.00	88.878
349.25	144.82
349.50	69.659
349.75	168.48
350.00	146.09
350.25	199.13
350.50	151.10
350.75	137.79
351.00	111.54
351.25	124.83
351.50	121.40
351.75	185.99
352.00	177.49
352.25	136.79
352.50	13.003
352.75	86.555
353.00	141.09
353.25	89.510
353.50	109.01
353.75	54.313
354.00	74.510
354.25	86.575
354.50	41.127
354.75	117.33
355.00	109.91
355.25	11.576
355.50	45.203
355.75	63.668
356.00	95.094
356.25	104.06
356.50	91.935
356.75	22.214
357.00	36.236
357.25	31.019
357.50	84.618
357.75	85.597
358.00	63.729
358.25	21.909
358.50	3.1182
358.75	20.625
359.00	5.1562
359.25	41.392
359.50	77.037
359.75	162.86
360.00	36.114
360.25	45.468
360.50	76.446
360.75	99.700
361.00	103.02
361.25	77.302
361.50	11.107
361.75	19.993
362.00	34.850
362.25	59.999
362.50	74.591
362.75	78.688
363.00	88.185
363.25	76.976
363.50	26.331
363.75	81.704
364.00	49.666
364.25	77.485
364.50	86.677
364.75	79.177
365.00	2.7513
365.25	78.627
365.50	6.3586
365.75	135.85
366.00	91.751
366.25	34.809
366.50	80.359
366.75	89.550
367.00	15.448
367.25	131.90
367.50	29.796
367.75	90.101
368.00	28.838
368.25	31.141
368.50	101.98
368.75	60.223
369.00	157.58
369.25	86.575
369.50	70.312
369.75	101.07
370.00	75.081
370.25	111.03
370.50	55.923
370.75	5.3600
371.00	91.874
371.25	53.518
371.50	30.672
371.75	72.492
372.00	71.901
372.25	44.531
372.50	22.214
372.75	41.412
373.00	53.926
373.25	29.612
373.50	42.717
373.75	57.268
374.00	10.251
374.25	115.72
374.50	92.607
374.75	27.065
375.00	51.766
375.25	53.498
375.50	40.129
375.75	24.395
376.00	55.760
376.25	92.444
376.50	111.99
376.75	90.345
377.00	59.612
377.25	8.7839
377.50	39.415
377.75	81.317
378.00	68.396
378.25	29.979
378.50	67.336
378.75	60.040
379.00	30.020
379.25	79.503
379.50	56.412
379.75	35.788
380.00	76.405
380.25	82.805
380.50	73.389
380.75	51.093
381.00	57.839
381.25	91.996
381.50	55.312
381.75	85.882
382.00	72.044
382.25	115.15
382.50	24.884
382.75	117.47
383.00	93.565
383.25	18.179
383.50	85.760
383.75	75.814
384.00	81.215
384.25	69.394
384.50	67.193
384.75	25.985
385.00	99.516
385.25	93.280
385.50	108.20
385.75	38.702
386.00	86.881
386.25	66.725
386.50	62.465
386.75	54.986
387.00	34.646
387.25	67.784
387.50	59.347
387.75	45.631
388.00	48.321
388.25	78.260
388.50	102.72
388.75	78.158
389.00	18.383
389.25	36.216
389.50	85.556
389.75	12.738
390.00	61.161
390.25	51.195
390.50	100.07
390.75	68.335
391.00	109.30
391.25	77.689
391.50	22.663
391.75	57.615
392.00	76.446
392.25	22.255
392.50	55.740
392.75	95.970
393.00	46.283
393.25	61.283
393.50	44.796
393.75	134.98
394.00	93.341
394.25	39.701
394.50	51.195
394.75	36.338
395.00	51.297
395.25	88.735
395.50	65.217
395.75	68.987
396.00	86.677
396.25	87.329
396.50	84.231
396.75	25.353
397.00	38.376
397.25	82.458
397.50	7.9890
397.75	58.389
398.00	109.60
398.25	75.325
398.50	63.606
398.75	74.326
399.00	87.553
399.25	99.068
399.50	69.945
399.75	96.031
400.00	57.920
