Wavelength (nm)	E26 abs e
263.00	3237.8
263.25	2968.1
263.50	2722.0
263.75	2486.1
264.00	2289.1
264.25	2095.6
264.50	1922.7
264.75	1778.0
265.00	1632.7
265.25	1519.2
265.50	1408.4
265.75	1312.8
266.00	1232.7
266.25	1155.2
266.50	1082.4
266.75	1027.5
267.00	970.06
267.25	941.87
267.50	902.11
267.75	865.82
268.00	834.93
268.25	810.12
268.50	790.32
268.75	775.84
269.00	760.97
269.25	750.69
269.50	744.86
269.75	736.08
270.00	730.60
270.25	733.08
270.50	729.35
270.75	727.85
271.00	726.96
271.25	727.73
271.50	733.60
271.75	725.24
272.00	742.25
272.25	746.28
272.50	757.68
272.75	767.06
273.00	772.71
273.25	777.13
273.50	783.51
273.75	797.35
274.00	803.22
274.25	811.15
274.50	817.32
274.75	815.90
275.00	846.02
275.25	858.36
275.50	868.86
275.75	886.43
276.00	895.85
276.25	914.02
276.50	920.10
276.75	935.61
277.00	946.97
277.25	957.46
277.50	965.65
277.75	997.05
278.00	999.79
278.25	1005.5
278.50	1014.4
278.75	1050.7
279.00	1056.1
279.25	1066.8
279.50	1080.5
279.75	1092.0
280.00	1103.3
280.25	1124.6
280.50	1139.3
280.75	1152.2
281.00	1172.0
281.25	1191.7
281.50	1207.8
281.75	1234.8
282.00	1238.9
282.25	1257.3
282.50	1275.7
282.75	1280.7
283.00	1305.0
283.25	1322.0
283.50	1347.8
283.75	1361.9
284.00	1378.9
284.25	1404.2
284.50	1418.6
284.75	1436.4
285.00	1447.3
285.25	1473.1
285.50	1493.4
285.75	1508.5
286.00	1526.4
286.25	1552.9
286.50	1569.8
286.75	1588.1
287.00	1615.1
287.25	1642.0
287.50	1658.7
287.75	1680.5
288.00	1691.4
288.25	1727.5
288.50	1743.9
288.75	1766.4
289.00	1790.1
289.25	1809.1
289.50	1841.3
289.75	1865.3
290.00	1883.1
290.25	1908.8
290.50	1937.3
290.75	1952.8
291.00	1979.1
291.25	2014.5
291.50	2033.9
291.75	2067.2
292.00	2102.3
292.25	2119.2
292.50	2147.1
292.75	2167.2
293.00	2207.0
293.25	2226.8
293.50	2263.4
293.75	2275.3
294.00	2306.6
294.25	2329.5
294.50	2359.1
294.75	2370.8
295.00	2399.0
295.25	2424.4
295.50	2465.4
295.75	2496.5
296.00	2537.1
296.25	2547.1
296.50	2584.3
296.75	2606.8
297.00	2648.0
297.25	2692.4
297.50	2724.3
297.75	2747.5
298.00	2777.4
298.25	2825.2
298.50	2867.8
298.75	2879.7
299.00	2917.5
299.25	2959.3
299.50	2982.5
299.75	3012.8
300.00	3046.4
300.25	3067.4
300.50	3099.4
300.75	3161.3
301.00	3180.7
301.25	3208.9
301.50	3259.1
301.75	3290.3
302.00	3325.3
302.25	3354.8
302.50	3385.0
302.75	3413.5
303.00	3452.8
303.25	3472.5
303.50	3501.5
303.75	3542.6
304.00	3564.1
304.25	3604.1
304.50	3629.7
304.75	3679.5
305.00	3701.8
305.25	3725.9
305.50	3741.9
305.75	3786.0
306.00	3823.7
306.25	3836.2
306.50	3880.1
306.75	3907.4
307.00	3944.4
307.25	3981.4
307.50	3995.1
307.75	4024.5
308.00	4038.4
308.25	4084.0
308.50	4120.2
308.75	4128.4
309.00	4161.7
309.25	4184.1
309.50	4201.8
309.75	4116.2
310.00	4158.1
310.25	4159.5
310.50	4198.4
310.75	4261.3
311.00	4261.3
311.25	4266.7
311.50	4303.6
311.75	4345.9
312.00	4334.1
312.25	4373.8
312.50	4379.3
312.75	4373.7
313.00	4452.4
313.25	4460.9
313.50	4473.5
313.75	4428.7
314.00	4480.8
314.25	4508.4
314.50	4524.3
314.75	4531.7
315.00	4581.8
315.25	4564.6
315.50	4573.8
315.75	4603.0
316.00	4609.9
316.25	4549.1
316.50	4562.3
316.75	4558.4
317.00	4605.1
317.25	4613.6
317.50	4572.4
317.75	4602.3
318.00	4577.4
318.25	4578.6
318.50	4570.0
318.75	4602.0
319.00	4555.0
319.25	4546.5
319.50	4557.3
319.75	4541.5
320.00	4528.6
320.25	4574.2
320.50	4530.0
320.75	4505.8
321.00	4510.4
321.25	4505.2
321.50	4514.8
321.75	4458.1
322.00	4480.8
322.25	4497.8
322.50	4487.5
322.75	4468.1
323.00	4437.5
323.25	4417.6
323.50	4397.6
323.75	4415.9
324.00	4382.5
324.25	4433.0
324.50	4430.2
324.75	4384.4
325.00	4457.8
325.25	4418.9
325.50	4373.0
325.75	4369.2
326.00	4420.0
326.25	4447.8
326.50	4452.2
326.75	4408.3
327.00	4411.8
327.25	4420.6
327.50	4426.1
327.75	4473.4
328.00	4477.8
328.25	4492.1
328.50	4460.1
328.75	4507.8
329.00	4513.4
329.25	4533.5
329.50	4553.6
329.75	4589.8
330.00	4614.0
330.25	4596.9
330.50	4596.0
330.75	4617.5
331.00	4623.7
331.25	4678.4
331.50	4687.2
331.75	4692.0
332.00	4714.1
332.25	4754.2
332.50	4777.4
332.75	4784.3
333.00	4800.3
333.25	4818.9
333.50	4896.2
333.75	4921.2
334.00	4894.6
334.25	4930.1
334.50	4991.7
334.75	4948.3
335.00	4936.0
335.25	4995.1
335.50	5022.4
335.75	5087.4
336.00	5099.4
336.25	5081.7
336.50	5095.3
336.75	5103.9
337.00	5151.0
337.25	5171.1
337.50	5171.0
337.75	5222.9
338.00	5278.9
338.25	5247.4
338.50	5316.1
338.75	5242.0
339.00	5373.4
339.25	5336.3
339.50	5378.2
339.75	5382.3
340.00	5423.4
340.25	5412.0
340.50	5437.7
340.75	5507.6
341.00	5462.2
341.25	5530.3
341.50	5508.1
341.75	5545.0
342.00	5561.1
342.25	5550.5
342.50	5557.1
342.75	5543.6
343.00	5598.0
343.25	5604.8
343.50	5584.1
343.75	5599.3
344.00	5698.4
344.25	5657.0
344.50	5667.5
344.75	5661.8
345.00	5671.6
345.25	5647.6
345.50	5650.6
345.75	5654.9
346.00	5691.3
346.25	5689.9
346.50	5634.0
346.75	5643.7
347.00	5689.2
347.25	5673.4
347.50	5700.0
347.75	5675.1
348.00	5666.9
348.25	5666.8
348.50	5692.7
348.75	5648.5
349.00	5677.8
349.25	5626.8
349.50	5641.7
349.75	5652.2
350.00	5572.7
350.25	5625.9
350.50	5614.1
350.75	5581.4
351.00	5577.6
351.25	5566.4
351.50	5533.8
351.75	5576.1
352.00	5506.9
352.25	5474.2
352.50	5481.0
352.75	5466.2
353.00	5436.1
353.25	5388.6
353.50	5400.2
353.75	5355.5
354.00	5336.3
354.25	5326.6
354.50	5317.1
354.75	5278.7
355.00	5239.6
355.25	5222.1
355.50	5199.7
355.75	5144.7
356.00	5137.0
356.25	5093.5
356.50	5034.0
356.75	5031.0
357.00	4996.3
357.25	4984.6
357.50	4946.6
357.75	4888.9
358.00	4851.2
358.25	4803.4
358.50	4815.7
358.75	4761.6
359.00	4753.0
359.25	4700.3
359.50	4649.9
359.75	4604.1
360.00	4558.3
360.25	4547.3
360.50	4489.0
360.75	4455.8
361.00	4407.7
361.25	4366.0
361.50	4329.7
361.75	4293.8
362.00	4253.7
362.25	4171.8
362.50	4153.1
362.75	4090.6
363.00	4056.0
363.25	4029.0
363.50	3968.2
363.75	3926.3
364.00	3873.1
364.25	3820.8
364.50	3781.5
364.75	3757.9
365.00	3694.2
365.25	3662.4
365.50	3590.5
365.75	3551.0
366.00	3517.2
366.25	3441.5
366.50	3388.2
366.75	3369.7
367.00	3301.5
367.25	3249.7
367.50	3229.8
367.75	3169.4
368.00	3099.5
368.25	3065.3
368.50	2997.2
368.75	2960.4
369.00	2924.1
369.25	2895.6
369.50	2846.0
369.75	2786.4
370.00	2731.9
370.25	2665.9
370.50	2627.5
370.75	2579.8
371.00	2528.5
371.25	2502.1
371.50	2452.0
371.75	2402.0
372.00	2372.3
372.25	2311.2
372.50	2278.9
372.75	2242.2
373.00	2194.3
373.25	2177.7
373.50	2127.6
373.75	2092.3
374.00	2056.6
374.25	2017.8
374.50	1989.7
374.75	1987.3
375.00	1964.3
375.25	1900.2
375.50	1866.1
375.75	1824.9
376.00	1753.1
376.25	1720.4
376.50	1665.7
376.75	1626.3
377.00	1610.6
377.25	1572.0
377.50	1548.3
377.75	1482.6
378.00	1462.7
378.25	1430.2
378.50	1379.7
378.75	1365.0
379.00	1323.9
379.25	1294.4
379.50	1274.3
379.75	1247.4
380.00	1211.3
380.25	1188.7
380.50	1156.6
380.75	1134.9
381.00	1107.3
381.25	1075.5
381.50	1036.0
381.75	1009.7
382.00	982.83
382.25	956.13
382.50	953.69
382.75	918.22
383.00	889.34
383.25	865.60
383.50	842.47
383.75	828.41
384.00	795.34
384.25	777.60
384.50	768.73
384.75	733.25
385.00	719.63
385.25	688.95
385.50	678.80
385.75	675.33
386.00	648.08
386.25	615.17
386.50	602.96
386.75	607.33
387.00	578.71
387.25	560.42
387.50	537.58
387.75	522.45
388.00	504.03
388.25	506.00
388.50	487.11
388.75	470.44
389.00	447.99
389.25	448.93
389.50	433.08
389.75	418.21
390.00	415.17
390.25	396.62
390.50	377.94
390.75	368.21
391.00	364.18
391.25	354.76
391.50	343.83
391.75	335.14
392.00	324.85
392.25	304.50
392.50	293.62
392.75	295.97
393.00	287.96
393.25	273.48
393.50	258.61
393.75	251.80
394.00	258.91
394.25	253.34
394.50	237.36
394.75	224.25
395.00	228.84
395.25	211.48
395.50	199.44
395.75	189.33
396.00	197.17
396.25	189.89
396.50	175.24
396.75	163.45
397.00	167.01
397.25	169.54
397.50	157.28
397.75	143.57
398.00	144.86
398.25	139.20
398.50	142.50
398.75	131.36
399.00	142.85
399.25	129.01
399.50	120.48
399.75	113.93
400.00	122.45
400.25	114.10
400.50	103.13
400.75	107.71
401.00	102.49
401.25	96.530
401.50	95.202
401.75	92.374
402.00	94.174
402.25	96.359
402.50	81.620
402.75	85.219
403.00	78.235
403.25	83.548
403.50	77.678
403.75	67.396
404.00	84.748
404.25	65.210
404.50	61.783
404.75	75.279
405.00	66.196
405.25	57.413
405.50	57.713
405.75	56.513
406.00	54.928
406.25	55.956
406.50	58.998
406.75	49.443
407.00	57.413
407.25	56.856
407.50	47.558
407.75	54.413
408.00	46.530
408.25	37.275
408.50	48.244
408.75	43.102
409.00	35.519
409.25	28.106
409.50	27.764
409.75	33.591
410.00	38.175
410.25	29.092
410.50	39.632
410.75	28.663
411.00	31.063
411.25	27.978
411.50	21.851
411.75	23.565
412.00	23.608
412.25	29.649
412.50	31.577
412.75	28.064
413.00	27.807
413.25	23.136
413.50	21.465
413.75	29.949
414.00	25.964
414.25	19.966
414.50	20.309
414.75	15.253
415.00	22.237
415.25	24.722
415.50	23.308
415.75	19.195
416.00	32.477
416.25	16.324
416.50	17.524
416.75	17.138
417.00	19.752
417.25	20.780
417.50	13.411
417.75	20.437
418.00	7.8835
418.25	15.724
418.50	12.125
418.75	21.294
419.00	24.336
419.25	17.224
419.50	16.024
419.75	11.397
420.00	15.553
420.25	12.339
420.50	23.051
420.75	16.881
421.00	16.967
421.25	19.109
421.50	16.624
421.75	18.038
422.00	14.567
