Wavelength (nm)	E26 abs e
422.25	12.425
422.50	8.1834
422.75	11.268
423.00	11.525
423.25	19.837
423.50	2.6992
423.75	15.853
424.00	17.181
424.25	24.893
424.50	16.624
424.75	11.997
425.00	5.2271
425.25	10.026
425.50	7.5408
425.75	13.282
426.00	21.423
426.25	15.981
426.50	8.5262
426.75	20.651
427.00	23.693
427.25	11.268
427.50	15.381
427.75	12.511
428.00	13.710
428.25	17.995
428.50	18.295
428.75	8.3120
429.00	15.681
429.25	13.025
429.50	12.468
429.75	18.081
430.00	17.781
430.25	2.3993
430.50	11.911
430.75	13.411
431.00	10.711
431.25	15.510
431.50	20.480
431.75	0.89975
432.00	24.036
432.25	12.082
432.50	12.040
432.75	23.179
433.00	13.282
433.25	6.3411
433.50	14.739
433.75	13.196
434.00	8.0977
434.25	7.3694
434.50	7.1552
434.75	8.1406
435.00	16.110
435.25	9.5116
435.50	14.867
435.75	12.297
436.00	10.326
436.25	15.767
436.50	17.909
436.75	11.654
437.00	14.053
437.25	20.780
437.50	16.153
437.75	12.554
438.00	14.696
438.25	17.010
438.50	12.382
438.75	6.2126
439.00	19.880
439.25	12.682
439.50	12.896
439.75	10.240
440.00	18.852
440.25	17.652
440.50	8.7404
440.75	8.2263
441.00	21.251
441.25	3.5133
441.50	10.540
441.75	8.3548
442.00	19.537
442.25	10.069
442.50	11.825
442.75	8.6106
443.00	15.124
443.25	9.2974
443.50	14.739
443.75	11.354
444.00	12.511
444.25	10.797
444.50	15.681
444.75	11.611
445.00	11.183
445.25	7.7978
445.50	14.139
445.75	3.5990
446.00	14.525
446.25	18.595
446.50	6.7267
446.75	8.5526
447.00	7.4122
447.25	0.085691
447.50	4.4559
447.75	21.423
448.00	5.5699
448.25	17.695
448.50	21.637
448.75	3.6847
449.00	11.183
449.25	14.782
449.50	17.267
449.75	2.9135
450.00	8.0549
