Wavelength (nm)	E17 abs e
200.00	3229.0
201.00	2787.7
202.00	2362.2
203.00	1985.5
204.00	1648.0
205.00	1381.1
206.00	1171.1
207.00	1015.5
208.00	880.04
209.00	760.41
210.00	671.33
211.00	616.75
212.00	591.61
213.00	590.36
214.00	609.87
215.00	638.85
216.00	686.41
217.00	747.16
218.00	825.86
219.00	915.83
220.00	1026.1
221.00	1152.5
222.00	1296.6
223.00	1451.7
224.00	1626.2
225.00	1811.9
226.00	2013.9
227.00	2229.6
228.00	2458.0
229.00	2696.5
230.00	2939.8
231.00	3183.9
232.00	3421.3
233.00	3656.9
234.00	3888.1
235.00	4116.2
236.00	4333.0
237.00	4539.0
238.00	4721.7
239.00	4870.9
240.00	4994.2
241.00	5084.5
242.00	5149.3
243.00	5200.9
244.00	5239.0
245.00	5271.1
246.00	5291.5
247.00	5293.2
248.00	5274.3
249.00	5232.5
250.00	5182.0
251.00	5137.7
252.00	5116.2
253.00	5130.7
254.00	5201.4
255.00	5329.3
256.00	5527.6
257.00	5779.5
258.00	6089.1
259.00	6437.6
260.00	6832.6
261.00	7264.4
262.00	7735.2
263.00	8250.0
264.00	8787.4
265.00	9353.2
266.00	9942.6
267.00	10545
268.00	11114
269.00	11694
270.00	12248
271.00	12780
272.00	13304
273.00	13801
274.00	14293
275.00	14759
276.00	15140
277.00	15424
278.00	15589
279.00	15600
280.00	15466
281.00	15250
282.00	14960
283.00	14623
284.00	14251
285.00	13799
286.00	13250
287.00	12530
288.00	11620
289.00	10552
290.00	9362.3
291.00	8154.6
292.00	6951.6
293.00	5838.9
294.00	4830.2
295.00	3935.0
296.00	3186.0
297.00	2567.7
298.00	2070.8
299.00	1694.6
300.00	1411.8
301.00	1190.2
302.00	1010.0
303.00	863.17
304.00	741.44
305.00	637.46
306.00	551.28
307.00	477.78
308.00	417.06
309.00	366.74
310.00	325.20
311.00	295.68
312.00	278.28
313.00	258.34
314.00	241.13
315.00	224.39
316.00	205.09
317.00	188.78
318.00	177.16
319.00	163.39
320.00	151.78
321.00	144.66
322.00	133.75
323.00	121.71
324.00	117.62
325.00	113.14
326.00	114.12
327.00	108.60
328.00	98.144
329.00	97.295
330.00	91.073
331.00	91.213
332.00	91.087
333.00	88.201
334.00	82.738
335.00	72.801
336.00	63.012
337.00	53.209
338.00	45.962
339.00	44.789
340.00	46.453
341.00	45.323
342.00	41.861
343.00	36.138
344.00	34.733
345.00	37.907
346.00	40.562
347.00	45.969
348.00	44.136
349.00	39.326
350.00	34.207
