Wavelength (nm)	Q14 abs e
300.00	15620
301.00	15451
302.00	15306
303.00	15226
304.00	15181
305.00	15067
306.00	14995
307.00	14891
308.00	14835
309.00	14668
310.00	14594
311.00	14450
312.00	14242
313.00	14161
314.00	14090
315.00	13832
316.00	13657
317.00	13594
318.00	13485
319.00	13354
320.00	13207
321.00	13311
322.00	13232
323.00	13178
324.00	13220
325.00	13146
326.00	13220
327.00	13170
328.00	13112
329.00	13147
330.00	13050
331.00	13013
332.00	13076
333.00	13088
334.00	13173
335.00	13279
336.00	13352
337.00	13543
338.00	13818
339.00	14104
340.00	14333
341.00	14662
342.00	15085
343.00	15453
344.00	15944
345.00	16456
346.00	16954
347.00	17558
348.00	17920
349.00	18520
350.00	19073
351.00	19452
352.00	19754
353.00	20102
354.00	20512
355.00	20824
356.00	21134
357.00	21380
358.00	21783
359.00	21917
360.00	22216
361.00	22688
362.00	23144
363.00	23583
364.00	24211
365.00	24463
366.00	25132
367.00	25345
368.00	25745
369.00	26039
370.00	26250
371.00	26392
372.00	26587
373.00	26537
374.00	26466
375.00	26727
376.00	26781
377.00	26586
378.00	26501
379.00	26449
380.00	26341
381.00	26269
382.00	26327
383.00	26533
384.00	26583
385.00	26881
386.00	27391
387.00	27931
388.00	29019
389.00	30175
390.00	32152
391.00	34674
392.00	37815
393.00	41652
394.00	46030
395.00	51685
396.00	57657
397.00	63948
398.00	70228
399.00	75644
400.00	80558
401.00	84520
402.00	87556
403.00	90455
404.00	92556
405.00	94876
406.00	97840
407.00	1.0239e+05
408.00	1.0943e+05
409.00	1.1939e+05
410.00	1.3279e+05
411.00	1.5066e+05
412.00	1.7608e+05
413.00	2.0648e+05
414.00	2.4257e+05
415.00	2.8866e+05
416.00	3.3984e+05
417.00	3.9217e+05
418.00	4.3898e+05
419.00	4.7422e+05
420.00	4.9500e+05
421.00	4.9432e+05
422.00	4.7418e+05
423.00	4.3725e+05
424.00	3.9007e+05
425.00	3.3536e+05
426.00	2.7958e+05
427.00	2.2276e+05
428.00	1.8132e+05
429.00	1.4026e+05
430.00	1.0739e+05
431.00	83970
432.00	64555
433.00	47456
434.00	35738
435.00	28041
436.00	21356
437.00	16822
438.00	13202
439.00	10829
440.00	9065.8
441.00	7423.3
442.00	6524.3
443.00	5866.9
444.00	5142.6
445.00	4741.3
446.00	4356.4
447.00	4026.1
448.00	4036.1
449.00	3860.1
450.00	3666.9
451.00	3565.8
452.00	3538.1
453.00	3399.8
454.00	3412.0
455.00	3274.7
456.00	3182.1
457.00	3257.3
458.00	3189.2
459.00	3168.4
460.00	3093.2
461.00	3117.0
462.00	3003.9
463.00	2874.3
464.00	2990.7
465.00	3102.1
466.00	2981.3
467.00	2923.3
468.00	2883.7
469.00	2968.9
470.00	3304.8
471.00	3255.1
472.00	3206.6
473.00	3328.0
474.00	3618.9
475.00	3571.4
476.00	3963.4
477.00	3951.4
478.00	4003.6
479.00	4155.9
480.00	4612.0
481.00	4664.2
482.00	4655.6
483.00	4703.3
484.00	4823.8
485.00	4854.2
486.00	4460.5
487.00	4629.2
488.00	4981.0
489.00	4595.1
490.00	4476.4
491.00	4633.6
492.00	4700.4
493.00	4716.1
494.00	4639.9
495.00	4987.1
496.00	5285.3
497.00	5324.0
498.00	6131.3
499.00	6917.2
500.00	7308.8
501.00	8247.0
502.00	9190.9
503.00	9983.9
504.00	11284
505.00	12339
506.00	13206
507.00	14131
508.00	15198
509.00	16339
510.00	17374
511.00	18561
512.00	19178
513.00	19996
514.00	20356
515.00	21092
516.00	20632
517.00	20225
518.00	20290
519.00	19481
520.00	18913
521.00	18103
522.00	16941
523.00	15613
524.00	14314
525.00	13446
526.00	12071
527.00	11020
528.00	9875.7
529.00	8622.4
530.00	7765.6
531.00	7257.1
532.00	6504.2
533.00	5703.3
534.00	5268.0
535.00	5151.9
536.00	5114.9
537.00	5185.7
538.00	5151.2
539.00	5451.4
540.00	5722.4
541.00	6612.4
542.00	7115.3
543.00	7589.1
544.00	8568.7
545.00	8834.6
546.00	9591.0
547.00	10100
548.00	10513
549.00	10760
550.00	11091
551.00	10994
552.00	10893
553.00	10696
554.00	10408
555.00	9897.5
556.00	9296.9
557.00	8485.0
558.00	7809.7
559.00	7104.1
560.00	6129.1
561.00	5631.6
562.00	5036.8
563.00	4427.2
564.00	4044.2
565.00	3592.0
566.00	3096.9
567.00	2996.3
568.00	2602.1
569.00	2466.2
570.00	2352.1
571.00	2248.8
572.00	2215.0
573.00	2172.4
574.00	2143.2
575.00	2269.3
576.00	2358.2
577.00	2429.0
578.00	2458.6
579.00	2683.9
580.00	2856.7
581.00	2988.4
582.00	3139.8
583.00	3533.0
584.00	3850.3
585.00	4199.2
586.00	4577.7
587.00	5001.1
588.00	5372.0
589.00	5680.0
590.00	5952.3
591.00	6186.4
592.00	6174.4
593.00	6275.5
594.00	6275.0
595.00	6145.2
596.00	6053.9
597.00	5991.2
598.00	5695.0
599.00	5421.0
600.00	5234.2
601.00	4746.9
602.00	4524.1
603.00	4179.1
604.00	3862.1
605.00	3748.7
606.00	3391.0
607.00	3124.8
608.00	2981.6
609.00	2605.0
610.00	2444.9
611.00	2358.9
612.00	2262.2
613.00	2021.1
614.00	1910.9
615.00	1694.7
616.00	1627.1
617.00	1402.3
618.00	1307.6
619.00	1284.6
620.00	1163.4
621.00	1084.3
622.00	985.36
623.00	898.20
624.00	1024.5
625.00	983.89
626.00	882.28
627.00	905.30
628.00	945.21
629.00	1082.8
630.00	1060.5
631.00	1210.1
632.00	1153.6
633.00	1512.0
634.00	1563.9
635.00	1682.9
636.00	1838.2
637.00	1920.2
638.00	2077.9
639.00	2246.3
640.00	2538.7
641.00	2739.7
642.00	3067.0
643.00	3542.8
644.00	4091.7
645.00	4583.1
646.00	5268.0
647.00	5547.3
648.00	5939.6
649.00	6343.6
650.00	5967.5
651.00	6111.2
652.00	6164.3
653.00	5734.4
654.00	5361.5
655.00	4750.8
656.00	4098.6
657.00	3823.4
658.00	3327.9
659.00	3000.7
660.00	2447.6
661.00	2187.3
662.00	1938.8
663.00	1878.6
664.00	1137.4
665.00	1475.5
666.00	1315.4
667.00	888.89
668.00	1248.8
669.00	883.26
670.00	708.20
671.00	711.38
672.00	790.46
673.00	608.30
674.00	463.35
675.00	722.40
676.00	521.38
677.00	336.28
678.00	481.47
679.00	547.58
680.00	337.01
681.00	383.04
682.00	454.29
683.00	493.22
684.00	298.32
685.00	392.59
686.00	357.33
687.00	550.52
688.00	435.44
689.00	424.18
690.00	453.56
691.00	401.65
692.00	319.38
693.00	381.08
694.00	427.36
695.00	236.38
696.00	307.63
697.00	249.84
698.00	204.30
699.00	355.86
700.00	361.74
