Wavelength (nm)	H05 abs e
230.00	5630.0
230.25	5504.3
230.50	5398.0
230.75	5291.0
231.00	5195.7
231.25	5119.8
231.50	5002.3
231.75	4909.6
232.00	4845.3
232.25	4777.2
232.50	4721.6
232.75	4621.1
233.00	4546.3
233.25	4488.5
233.50	4421.2
233.75	4333.7
234.00	4297.1
234.25	4223.9
234.50	4186.1
234.75	4115.2
235.00	4039.2
235.25	3971.6
235.50	3899.9
235.75	3871.8
236.00	3811.6
236.25	3780.6
236.50	3747.1
236.75	3717.8
237.00	3689.8
237.25	3647.6
237.50	3610.2
237.75	3579.7
238.00	3538.4
238.25	3520.3
238.50	3518.8
238.75	3473.5
239.00	3467.1
239.25	3452.8
239.50	3429.7
239.75	3380.7
240.00	3354.2
240.25	3343.9
240.50	3329.3
240.75	3321.3
241.00	3283.8
241.25	3271.8
241.50	3243.5
241.75	3225.2
242.00	3222.1
242.25	3195.6
242.50	3165.1
242.75	3121.5
243.00	3082.0
243.25	3037.0
243.50	2977.9
243.75	2924.7
244.00	2870.4
244.25	2810.4
244.50	2744.5
244.75	2688.4
245.00	2624.9
245.25	2566.6
245.50	2514.9
245.75	2446.7
246.00	2416.1
246.25	2389.8
246.50	2353.3
246.75	2314.4
247.00	2285.2
247.25	2284.4
247.50	2294.2
247.75	2311.2
248.00	2309.6
248.25	2319.7
248.50	2320.4
248.75	2309.8
249.00	2288.0
249.25	2238.8
249.50	2214.9
249.75	2206.3
250.00	2196.2
250.25	2184.6
250.50	2178.8
250.75	2162.0
251.00	2142.6
251.25	2136.0
251.50	2100.1
251.75	2082.0
252.00	2062.5
252.25	2073.9
252.50	2035.8
252.75	2038.2
253.00	2045.4
253.25	2043.3
253.50	2032.2
253.75	2044.5
254.00	2033.8
254.25	2015.5
254.50	1985.5
254.75	1940.5
255.00	1901.2
255.25	1844.2
255.50	1767.6
255.75	1698.3
256.00	1623.1
256.25	1582.4
256.50	1526.2
256.75	1484.3
257.00	1448.2
257.25	1403.3
257.50	1372.5
257.75	1368.0
258.00	1348.0
258.25	1333.2
258.50	1321.9
258.75	1311.5
259.00	1318.4
259.25	1344.5
259.50	1360.9
259.75	1419.0
260.00	1472.2
260.25	1476.8
260.50	1496.5
260.75	1500.8
261.00	1501.0
261.25	1510.2
261.50	1507.2
261.75	1505.4
262.00	1514.8
262.25	1525.8
262.50	1522.1
262.75	1542.8
263.00	1556.5
263.25	1585.2
263.50	1610.1
263.75	1619.9
264.00	1649.6
264.25	1660.3
264.50	1685.8
264.75	1711.6
265.00	1735.8
265.25	1766.3
265.50	1783.6
265.75	1819.4
266.00	1859.4
266.25	1869.7
266.50	1903.0
266.75	1945.7
267.00	1965.7
267.25	2000.3
267.50	2042.7
267.75	2080.8
268.00	2122.2
268.25	2138.1
268.50	2180.5
268.75	2210.7
269.00	2257.1
269.25	2276.5
269.50	2316.0
269.75	2347.0
270.00	2364.0
270.25	2423.6
270.50	2444.6
270.75	2490.2
271.00	2548.6
271.25	2567.0
271.50	2629.1
271.75	2650.1
272.00	2684.6
272.25	2721.2
272.50	2771.1
272.75	2815.8
273.00	2845.7
273.25	2870.6
273.50	2930.4
273.75	2947.8
274.00	2990.0
274.25	3022.7
274.50	3065.8
274.75	3118.1
275.00	3180.0
275.25	3234.7
275.50	3249.1
275.75	3311.3
276.00	3357.2
276.25	3401.5
276.50	3445.0
276.75	3491.8
277.00	3526.8
277.25	3573.0
277.50	3619.9
277.75	3661.2
278.00	3701.0
278.25	3725.9
278.50	3770.8
278.75	3809.8
279.00	3852.1
279.25	3886.9
279.50	3923.2
279.75	3959.4
280.00	4004.0
280.25	4049.2
280.50	4083.9
280.75	4085.6
281.00	4129.7
281.25	4166.2
281.50	4196.0
281.75	4234.8
282.00	4280.2
282.25	4308.5
282.50	4349.3
282.75	4394.5
283.00	4432.9
283.25	4466.2
283.50	4483.0
283.75	4505.7
284.00	4547.4
284.25	4600.9
284.50	4619.9
284.75	4672.1
285.00	4728.5
285.25	4760.9
285.50	4772.8
285.75	4801.2
286.00	4857.3
286.25	4895.9
286.50	4937.7
286.75	4969.4
287.00	5001.2
287.25	5058.0
287.50	5092.6
287.75	5145.5
288.00	5188.5
288.25	5223.6
288.50	5244.5
288.75	5274.9
289.00	5317.2
289.25	5357.7
289.50	5396.2
289.75	5450.9
290.00	5460.5
290.25	5518.2
290.50	5562.1
290.75	5587.1
291.00	5623.8
291.25	5679.6
291.50	5662.5
291.75	5714.7
292.00	5754.0
292.25	5790.1
292.50	5802.0
292.75	5841.9
293.00	5868.0
293.25	5916.9
293.50	5938.9
293.75	5958.5
294.00	5995.7
294.25	6009.5
294.50	6030.4
294.75	6041.8
295.00	6086.1
295.25	6114.0
295.50	6140.5
295.75	6171.4
296.00	6207.7
296.25	6236.9
296.50	6264.2
296.75	6308.4
297.00	6352.5
297.25	6417.8
297.50	6427.5
297.75	6483.9
298.00	6494.8
298.25	6571.3
298.50	6622.7
298.75	6669.2
299.00	6706.1
299.25	6746.4
299.50	6814.4
299.75	6876.8
300.00	6943.9
300.25	6969.4
300.50	7007.0
300.75	7099.8
301.00	7162.4
301.25	7236.7
301.50	7336.4
301.75	7368.7
302.00	7454.8
302.25	7505.2
302.50	7576.2
302.75	7639.0
303.00	7740.8
303.25	7802.7
303.50	7883.4
303.75	7954.2
304.00	8026.5
304.25	8105.8
304.50	8141.8
304.75	8250.9
305.00	8327.2
305.25	8406.4
305.50	8500.1
305.75	8562.0
306.00	8693.2
306.25	8729.5
306.50	8837.1
306.75	8909.7
307.00	8967.6
307.25	9044.0
307.50	9152.5
307.75	9231.9
308.00	9283.1
308.25	9383.2
308.50	9492.7
308.75	9513.2
309.00	9589.7
309.25	9716.1
309.50	9746.5
309.75	9808.7
310.00	9511.6
310.25	9742.7
310.50	9781.4
310.75	9827.0
311.00	9891.7
311.25	9873.2
311.50	9948.3
311.75	10087
312.00	10032
312.25	10199
312.50	10235
312.75	10240
313.00	10377
313.25	10461
313.50	10419
313.75	10631
314.00	10540
314.25	10554
314.50	10728
314.75	10652
315.00	10671
315.25	10806
315.50	10854
315.75	10953
316.00	10904
316.25	10972
316.50	11043
316.75	11192
317.00	11072
317.25	11092
317.50	11289
317.75	11135
318.00	11175
318.25	11288
318.50	11488
318.75	11393
319.00	11450
319.25	11375
319.50	11397
319.75	11393
320.00	11449
320.25	11608
320.50	11487
320.75	11438
321.00	11575
321.25	11553
321.50	11648
321.75	11695
322.00	11566
322.25	11589
322.50	11515
322.75	11791
323.00	11671
323.25	11620
323.50	11639
323.75	11820
324.00	11595
324.25	11656
324.50	11522
324.75	11598
325.00	11502
325.25	11563
325.50	11554
325.75	11526
326.00	11449
326.25	11463
326.50	11428
326.75	11277
327.00	11271
327.25	11152
327.50	11174
327.75	11153
328.00	11085
328.25	11054
328.50	10983
328.75	10974
329.00	10887
329.25	10781
329.50	10786
329.75	10724
330.00	10559
330.25	10442
330.50	10385
330.75	10283
331.00	10208
331.25	10136
331.50	10012
331.75	9967.0
332.00	9909.1
332.25	9823.3
332.50	9777.6
332.75	9557.5
333.00	9538.2
333.25	9508.9
333.50	9499.4
333.75	9296.3
334.00	9194.4
334.25	9207.4
334.50	9174.1
334.75	9018.5
335.00	9020.4
335.25	8932.5
335.50	8786.5
335.75	8806.0
336.00	8598.1
336.25	8609.4
336.50	8468.2
336.75	8412.4
337.00	8344.2
337.25	8310.1
337.50	8193.7
337.75	8085.9
338.00	8073.1
338.25	7965.3
338.50	7798.5
338.75	7744.7
339.00	7627.8
339.25	7570.3
339.50	7460.2
339.75	7393.0
340.00	7344.1
340.25	7230.8
340.50	7110.7
340.75	7025.0
341.00	6942.2
341.25	6767.8
341.50	6662.8
341.75	6688.0
342.00	6497.4
342.25	6376.1
342.50	6233.0
342.75	6165.8
343.00	6035.6
343.25	5933.9
343.50	5772.6
343.75	5619.2
344.00	5584.6
344.25	5421.5
344.50	5256.4
344.75	5172.4
345.00	4987.9
345.25	4967.1
345.50	4766.6
345.75	4680.4
346.00	4553.7
346.25	4402.1
346.50	4301.9
346.75	4087.6
347.00	3996.7
347.25	3886.0
347.50	3718.4
347.75	3595.1
348.00	3509.7
348.25	3388.0
348.50	3216.0
348.75	3131.0
349.00	3002.0
349.25	2873.7
