Wavelength (nm)	H05 abs e
349.50	2782.2
349.75	2709.6
350.00	2559.6
350.25	2478.9
350.50	2353.4
350.75	2263.8
351.00	2138.3
351.25	2056.3
351.50	1934.6
351.75	1868.2
352.00	1809.2
352.25	1697.7
352.50	1591.1
352.75	1547.5
353.00	1427.2
353.25	1379.9
353.50	1352.0
353.75	1273.8
354.00	1221.0
354.25	1162.6
354.50	1070.6
354.75	1050.9
355.00	968.73
355.25	923.37
355.50	833.68
355.75	859.88
356.00	785.60
356.25	760.99
356.50	671.77
356.75	619.93
357.00	602.09
357.25	544.42
357.50	556.73
357.75	511.84
358.00	512.02
358.25	475.96
358.50	425.34
358.75	381.39
359.00	418.39
359.25	352.93
359.50	393.13
359.75	353.96
360.00	326.82
360.25	322.41
360.50	269.91
360.75	260.80
361.00	276.95
361.25	256.86
361.50	260.90
361.75	223.89
362.00	185.29
362.25	211.59
362.50	193.18
362.75	169.23
363.00	206.14
363.25	180.13
363.50	176.28
363.75	185.20
364.00	162.00
364.25	168.95
364.50	132.42
364.75	138.81
365.00	126.88
365.25	150.26
365.50	95.887
365.75	139.65
366.00	101.24
366.25	91.943
366.50	111.10
366.75	69.967
367.00	107.81
367.25	101.52
367.50	63.017
367.75	58.885
368.00	53.156
368.25	52.404
368.50	62.923
368.75	47.709
369.00	23.197
369.25	60.575
369.50	58.509
369.75	34.373
370.00	47.145
370.25	42.825
370.50	31.837
370.75	60.012
371.00	0.56349
371.25	26.390
371.50	59.166
371.75	28.268
372.00	9.2037
372.25	56.349
372.50	29.020
372.75	49.775
373.00	41.229
373.25	43.576
373.50	20.943
373.75	7.9828
374.00	47.709
374.25	26.672
374.50	47.239
374.75	19.534
375.00	38.411
375.25	49.117
375.50	24.700
375.75	-9.7671
376.00	23.573
376.25	16.059
376.50	9.3915
376.75	15.214
377.00	19.253
377.25	11.552
377.50	29.583
377.75	13.805
378.00	38.411
378.25	11.552
378.50	16.999
378.75	3.5688
379.00	4.9775
379.25	25.263
379.50	18.877
379.75	-7.4193
380.00	24.418
380.25	30.147
380.50	36.063
380.75	30.147
381.00	30.053
381.25	10.518
381.50	31.555
381.75	0.28174
382.00	-21.413
382.25	1.2209
382.50	26.766
382.75	19.816
383.00	13.712
383.25	-18.971
383.50	5.7288
383.75	4.2262
384.00	8.1706
384.25	17.938
384.50	12.303
384.75	22.446
385.00	6.8558
385.25	16.811
385.50	27.423
385.75	-9.6732
386.00	29.489
386.25	31.555
386.50	4.5079
386.75	17.562
387.00	-9.2976
387.25	26.672
387.50	26.578
387.75	11.364
388.00	34.373
388.25	30.992
388.50	39.069
388.75	26.296
389.00	4.4140
389.25	23.385
389.50	-11.739
389.75	1.5026
390.00	26.484
390.25	11.364
390.50	7.5132
390.75	18.219
391.00	16.717
391.25	-29.771
391.50	-2.0661
391.75	2.7235
392.00	5.2592
392.25	24.512
392.50	14.369
392.75	5.8227
393.00	8.5462
393.25	29.208
393.50	5.2592
393.75	-7.7010
394.00	12.209
394.25	6.1984
394.50	22.164
394.75	7.1375
395.00	21.037
395.25	28.268
395.50	23.385
395.75	1.9722
396.00	8.7341
396.25	33.434
396.50	2.7235
396.75	27.517
397.00	0.65740
397.25	4.4140
397.50	8.8280
397.75	-0.84523
398.00	-4.6957
398.25	45.924
398.50	10.237
398.75	18.126
399.00	-7.7010
399.25	13.148
399.50	16.153
399.75	-0.84523
400.00	-16.435
