Wavelength (nm)	E12 abs e
200.00	1094.9
201.00	1074.9
202.00	1160.8
203.00	1196.2
204.00	1228.6
205.00	1260.3
206.00	1274.9
207.00	1266.2
208.00	1242.7
209.00	1216.1
210.00	1192.0
211.00	1167.6
212.00	1148.7
213.00	1135.4
214.00	1133.8
215.00	1132.7
216.00	1130.8
217.00	1127.2
218.00	1121.9
219.00	1117.8
220.00	1121.3
221.00	1134.8
222.00	1154.8
223.00	1182.9
224.00	1219.0
225.00	1248.8
226.00	1270.3
227.00	1291.3
228.00	1308.5
229.00	1302.0
230.00	1302.0
231.00	1352.7
232.00	1395.4
233.00	1333.8
234.00	1195.6
235.00	1079.7
236.00	1029.5
237.00	1031.3
238.00	1062.8
239.00	1107.7
240.00	1155.7
241.00	1203.2
242.00	1247.1
243.00	1286.8
244.00	1317.3
245.00	1330.0
246.00	1319.3
247.00	1279.1
248.00	1207.0
249.00	1109.7
250.00	993.31
251.00	867.91
252.00	745.92
253.00	631.18
254.00	530.73
255.00	446.36
256.00	379.37
257.00	328.11
258.00	289.15
259.00	261.36
260.00	241.95
261.00	229.21
262.00	221.68
263.00	217.71
264.00	215.97
265.00	216.73
266.00	219.34
267.00	222.61
268.00	226.67
269.00	231.34
270.00	236.31
271.00	241.78
272.00	247.46
273.00	252.19
274.00	257.71
275.00	263.18
276.00	267.83
277.00	272.82
278.00	277.41
279.00	281.00
280.00	284.30
281.00	287.81
282.00	290.96
283.00	293.77
284.00	295.32
285.00	295.74
286.00	295.71
287.00	295.39
288.00	295.54
289.00	294.21
290.00	290.33
291.00	285.16
292.00	279.41
293.00	274.25
294.00	269.66
295.00	263.93
296.00	255.94
297.00	246.80
298.00	237.51
299.00	231.56
300.00	229.10
301.00	228.04
302.00	221.22
303.00	208.14
304.00	194.48
305.00	183.07
306.00	174.17
307.00	166.40
308.00	157.62
309.00	146.10
310.00	134.21
311.00	125.40
312.00	123.47
313.00	131.09
314.00	142.87
315.00	145.09
316.00	131.65
317.00	109.99
318.00	88.579
319.00	72.801
320.00	62.460
321.00	55.605
322.00	50.323
323.00	46.684
324.00	42.947
325.00	40.335
326.00	37.344
327.00	35.152
328.00	33.362
329.00	31.968
330.00	30.233
331.00	28.833
332.00	27.451
333.00	26.086
334.00	24.774
335.00	23.434
336.00	21.717
337.00	20.524
338.00	19.230
339.00	17.576
340.00	16.318
341.00	14.677
342.00	13.325
343.00	12.159
344.00	11.194
345.00	9.7594
346.00	9.1796
347.00	8.0987
348.00	7.5991
349.00	6.9989
350.00	6.2715
351.00	5.8562
352.00	5.2357
353.00	4.7128
354.00	4.5814
355.00	4.2167
356.00	4.1127
357.00	4.0087
358.00	3.7367
359.00	3.4078
360.00	3.0466
361.00	3.1239
362.00	3.0908
363.00	2.5364
364.00	2.6017
365.00	2.1295
366.00	2.4534
367.00	2.2911
368.00	2.1098
369.00	2.3101
370.00	2.7078
371.00	2.3389
372.00	2.4162
373.00	2.0739
374.00	1.9271
375.00	2.0121
376.00	2.2257
377.00	2.5097
378.00	1.9292
379.00	1.7099
380.00	1.8076
381.00	2.1281
382.00	2.4773
383.00	1.9777
384.00	2.1562
385.00	2.2342
386.00	1.9552
387.00	2.0852
388.00	2.1576
389.00	1.8983
390.00	1.7324
391.00	2.4506
392.00	1.9678
393.00	2.0472
394.00	2.0494
395.00	1.9685
396.00	1.5722
397.00	1.8779
398.00	1.9264
399.00	1.8905
400.00	1.8188
