Wavelength (nm)	I19 abs e
250.00	22782
250.28	23185
250.56	23570
250.83	24190
251.11	24677
251.39	25083
251.67	25318
251.94	25945
252.22	26281
252.50	26658
252.78	27107
253.06	27318
253.33	27605
253.61	27624
253.89	27384
254.17	27622
254.44	27695
254.72	27925
255.00	28412
255.28	28685
255.56	29102
255.83	29896
256.11	30522
256.39	31284
256.67	31733
256.94	32510
257.22	33174
257.50	33672
257.78	34369
258.06	34939
258.33	35528
258.61	36066
258.89	36757
259.17	37264
259.44	37551
259.72	37950
260.00	37991
260.28	38095
260.56	38239
260.83	38518
261.11	38622
261.39	38801
261.67	38730
261.94	38818
262.22	38835
262.50	38514
262.78	38091
263.06	37645
263.33	36775
263.61	35911
263.89	35127
264.17	33956
264.44	32914
264.72	31784
265.00	30480
265.28	29293
265.56	28000
265.83	26878
266.11	25626
266.39	24367
266.67	23161
266.94	22113
267.22	20942
267.50	19871
267.78	18973
268.06	17985
268.33	17102
268.61	16230
268.89	15538
269.17	14755
269.44	14118
269.72	13506
270.00	12908
270.28	12421
270.56	11919
270.83	11535
271.11	11038
271.39	10760
271.67	10319
271.94	10112
272.22	9665.3
272.50	9370.5
272.78	9198.0
273.06	8950.9
273.33	8689.1
273.61	8487.8
273.89	8255.2
274.17	8081.3
274.44	7946.1
274.72	7881.3
275.00	7735.2
275.28	7518.7
275.56	7393.0
275.83	7314.5
276.11	7111.7
276.39	7015.2
276.67	6946.5
276.94	6848.9
277.22	6804.8
277.50	6814.1
277.78	6694.1
278.06	6618.6
278.33	6511.9
278.61	6526.5
278.89	6406.1
279.17	6456.2
279.44	6365.0
279.72	6269.9
280.00	6260.6
280.28	6310.4
280.56	6231.4
280.83	6297.0
281.11	6165.7
281.39	6144.8
281.67	6025.1
281.94	6090.7
282.22	6054.7
282.50	6025.3
282.78	6082.8
283.06	6141.1
283.33	6016.1
283.61	6059.1
283.89	6080.4
284.17	6022.3
284.44	6049.9
284.72	6111.3
285.00	6011.2
285.28	6087.7
285.56	6155.8
285.83	6226.7
286.11	6124.6
286.39	6135.3
286.67	6287.4
286.94	6229.2
287.22	6264.2
287.50	6300.7
287.78	6335.7
288.06	6356.3
288.33	6447.9
288.61	6503.3
288.89	6402.2
289.17	6477.3
289.44	6436.7
289.72	6489.3
290.00	6543.7
290.28	6581.1
290.56	6616.8
290.83	6646.2
291.11	6663.6
291.39	6720.5
291.67	6803.6
291.94	6768.3
292.22	6911.3
292.50	6863.7
292.78	6764.0
293.06	6945.6
293.33	6915.2
293.61	6934.4
293.89	6948.7
294.17	6974.6
294.44	6978.3
294.72	6992.5
295.00	6994.5
295.28	7028.1
295.56	7069.8
295.83	7030.6
296.11	7123.6
296.39	7196.3
296.67	7152.5
296.94	7220.2
297.22	7255.9
297.50	7285.7
297.78	7239.1
298.06	7342.3
298.33	7375.9
298.61	7348.0
298.89	7383.0
299.17	7473.9
299.44	7423.8
299.72	7475.4
300.00	7452.7
300.28	7405.1
300.56	7504.1
300.83	7441.3
301.11	7486.5
301.39	7578.1
301.67	7552.3
301.94	7499.1
302.22	7487.3
302.50	7448.8
302.78	7514.4
303.06	7448.1
303.33	7486.7
303.61	7447.1
303.89	7437.5
304.17	7354.7
304.44	7436.5
304.72	7372.3
305.00	7339.8
305.28	7372.3
305.56	7258.9
305.83	7328.4
306.11	7205.5
306.39	7231.0
306.67	7137.7
306.94	7106.6
307.22	7016.4
307.50	7013.4
307.78	7004.8
308.06	6884.0
308.33	6907.4
308.61	6933.0
308.89	6754.5
309.17	6664.0
309.44	6631.5
309.72	6564.5
310.00	6597.0
310.28	6449.5
310.56	6444.8
310.83	6263.9
311.11	6162.1
311.39	6281.1
311.67	6154.4
311.94	6073.3
312.22	5991.6
312.50	6025.6
312.78	6004.6
313.06	5916.9
313.33	5847.5
313.61	5899.4
313.89	6097.9
314.17	5930.4
314.44	5565.5
314.72	5668.8
315.00	5596.9
315.28	5689.9
315.56	5690.4
315.83	5726.2
316.11	5624.7
316.39	5494.4
316.67	5626.9
316.94	5549.7
317.22	5540.7
317.50	5761.4
317.78	5533.0
318.06	5419.6
318.33	5624.5
318.61	5594.8
318.89	5449.4
319.17	5249.5
319.44	5118.5
319.72	5582.9
320.00	5475.2
320.28	5362.8
320.56	5365.1
320.83	5306.6
321.11	5326.1
321.39	5145.2
321.67	5300.1
321.94	5208.5
322.22	5395.1
322.50	5045.4
322.78	5257.0
323.06	5101.0
323.33	5201.1
323.61	4942.4
323.89	4802.0
324.17	4891.5
324.44	4798.8
324.72	4611.2
325.00	4778.1
325.28	4638.4
325.56	4782.7
325.83	4558.6
326.11	4669.2
326.39	4479.1
326.67	4331.3
326.94	4653.2
327.22	4239.5
327.50	4272.4
327.78	4241.0
328.06	4283.4
328.33	4138.7
328.61	4216.6
328.89	4262.8
329.17	4094.9
329.44	4052.9
329.72	3979.3
330.00	3941.5
330.28	3958.9
330.56	3916.6
330.83	4010.6
331.11	3990.1
331.39	3915.0
331.67	3586.8
331.94	3751.5
332.22	3764.7
332.50	3480.1
332.78	3283.3
333.06	3440.4
333.33	3236.6
333.61	3391.2
333.89	3536.6
334.17	3485.5
334.44	3208.9
334.72	3338.5
335.00	3445.3
335.28	3237.3
335.56	3271.6
335.83	2998.2
336.11	3162.2
336.39	3135.0
336.67	2995.6
336.94	2709.9
337.22	3047.3
337.50	2963.1
337.78	2825.8
338.06	2617.8
338.33	2804.0
338.61	2448.0
338.89	2560.7
339.17	2654.4
339.44	2438.7
339.72	2603.5
340.00	2609.7
340.28	2344.3
340.56	2297.8
340.83	2166.8
341.11	2052.3
341.39	2241.4
341.67	2085.8
341.94	2020.2
342.22	2012.7
342.50	2063.9
342.78	2020.4
343.06	1567.7
343.33	1740.2
343.61	1849.1
343.89	1788.8
344.17	1599.4
344.44	1585.2
344.72	1576.6
345.00	1575.0
345.28	1656.8
345.56	1306.0
345.83	1302.0
346.11	1513.2
346.39	1304.5
346.67	1157.4
346.94	1271.1
347.22	1176.4
347.50	1227.6
347.78	1085.7
348.06	1039.1
348.33	1063.9
348.61	1203.4
348.89	898.32
349.17	1038.5
349.44	931.41
349.72	915.78
350.00	878.00
350.28	805.75
350.56	929.38
350.83	727.36
351.11	715.95
351.39	674.29
351.67	675.54
351.94	716.18
352.22	726.22
352.50	749.27
352.78	515.96
353.06	671.59
353.33	550.11
353.61	663.54
353.89	717.19
354.17	589.02
354.44	625.44
354.72	634.07
355.00	675.77
355.28	496.61
355.56	638.17
355.83	555.73
356.11	639.97
356.39	549.78
356.67	586.20
356.94	493.55
357.22	502.19
357.50	551.62
357.78	574.67
358.06	506.29
358.33	642.58
358.61	533.75
358.89	428.80
359.17	504.25
359.44	509.72
359.72	451.89
360.00	317.74
360.28	494.48
360.56	433.48
360.83	471.31
361.11	401.52
361.39	492.79
361.67	497.91
361.94	486.15
362.22	361.15
362.50	279.40
362.78	394.24
363.06	306.17
363.33	254.67
363.61	282.29
363.89	225.51
364.17	275.65
364.44	189.68
364.72	322.46
365.00	321.95
365.28	267.28
365.56	274.16
365.83	315.50
366.11	266.10
366.39	285.64
366.67	175.06
366.94	309.24
367.22	271.45
367.50	205.53
367.78	176.54
368.06	228.43
368.33	183.26
368.61	281.22
368.89	232.53
369.17	126.87
369.44	277.93
369.72	59.386
370.00	193.92
370.28	246.51
370.56	189.74
370.83	184.66
371.11	227.40
371.39	310.94
371.67	291.09
371.94	271.94
372.22	173.32
372.50	267.76
372.78	213.45
373.06	279.05
373.33	347.12
373.61	273.46
373.89	230.05
374.17	220.40
374.44	276.86
374.72	307.65
375.00	319.45
375.28	213.09
375.56	357.47
375.83	232.11
376.11	253.76
376.39	250.08
376.67	225.31
376.94	178.03
377.22	339.99
377.50	421.07
377.78	343.90
378.06	456.28
378.33	326.00
378.61	284.70
378.89	257.46
379.17	310.41
379.44	394.30
379.72	320.64
380.00	274.06
380.28	342.13
380.56	327.20
380.83	348.85
381.11	350.10
381.39	302.82
381.67	251.32
381.94	358.07
382.22	391.67
382.50	446.73
382.78	399.09
383.06	477.71
383.33	430.43
383.61	356.77
383.89	404.09
384.17	395.14
384.44	415.03
384.72	387.44
385.00	356.69
385.28	248.22
385.56	427.41
385.83	487.39
386.11	438.35
386.39	465.62
386.67	439.09
386.94	448.78
387.22	496.80
387.50	432.99
387.78	484.18
388.06	466.79
388.33	413.53
388.61	465.07
388.89	489.88
389.17	477.76
389.44	530.36
389.72	360.70
390.00	478.70
390.28	473.27
390.56	509.33
390.83	495.11
391.11	611.00
391.39	525.39
391.67	564.97
391.94	446.65
392.22	542.85
392.50	583.49
392.78	629.40
393.06	522.69
393.33	437.78
393.61	479.47
393.89	613.30
394.17	602.94
394.44	579.93
394.72	592.43
395.00	470.24
395.28	667.72
395.56	530.77
395.83	502.47
396.11	612.04
396.39	548.58
396.67	644.43
396.94	738.17
397.22	772.48
397.50	649.58
397.78	717.30
398.06	711.16
398.33	696.59
398.61	747.07
398.89	669.90
399.17	669.04
399.44	718.82
399.72	673.65
400.00	729.05
400.28	823.14
400.56	866.59
400.83	764.45
401.11	814.23
401.39	849.59
401.67	911.33
401.94	765.58
402.22	784.77
402.50	846.85
402.78	810.12
403.06	903.16
403.33	911.44
403.61	799.10
403.89	944.18
404.17	978.14
404.44	959.69
404.72	1002.4
405.00	908.04
405.28	925.81
405.56	953.79
405.83	1015.9
406.11	1041.0
406.39	974.42
406.67	1097.3
406.94	1050.4
407.22	1056.9
407.50	1135.2
407.78	1054.2
408.06	992.11
408.33	1195.6
408.61	1080.1
408.89	1082.4
409.17	1140.9
409.44	1191.8
409.72	1232.1
410.00	1244.2
410.28	1296.1
410.56	1362.8
410.83	1263.4
411.11	1332.2
411.39	1285.3
411.67	1330.8
411.94	1348.6
412.22	1408.6
412.50	1384.9
412.78	1427.3
413.06	1444.7
413.33	1524.0
413.61	1438.8
413.89	1563.8
414.17	1494.0
414.44	1552.9
414.72	1504.2
415.00	1532.6
415.28	1550.3
415.56	1644.1
415.83	1564.1
416.11	1730.3
416.39	1652.1
