Wavelength (nm)	S11 abs e
260.00	19118
261.00	19297
262.00	19939
263.00	20678
264.00	21546
265.00	22362
266.00	23090
267.00	23669
268.00	24108
269.00	24375
270.00	24508
271.00	24527
272.00	24482
273.00	24414
274.00	24344
275.00	24292
276.00	24272
277.00	24264
278.00	24302
279.00	24397
280.00	24484
281.00	24670
282.00	24846
283.00	25048
284.00	25285
285.00	25562
286.00	25854
287.00	26141
288.00	26499
289.00	26887
290.00	27253
291.00	27672
292.00	28112
293.00	28570
294.00	29033
295.00	29516
296.00	29998
297.00	30451
298.00	30893
299.00	31302
300.00	31684
301.00	32028
302.00	32343
303.00	32615
304.00	32794
305.00	32969
306.00	33003
307.00	32963
308.00	32862
309.00	32652
310.00	32327
311.00	31936
312.00	31449
313.00	30884
314.00	30237
315.00	29503
316.00	28679
317.00	27806
318.00	26848
319.00	25835
320.00	24797
321.00	23705
322.00	22615
323.00	21512
324.00	20413
325.00	19349
326.00	18321
327.00	17327
328.00	16392
329.00	15488
330.00	14640
331.00	13837
332.00	13100
333.00	12392
334.00	11720
335.00	11104
336.00	10529
337.00	9988.7
338.00	9477.2
339.00	8995.1
340.00	8559.1
341.00	8142.3
342.00	7756.2
343.00	7386.2
344.00	7056.8
345.00	6743.4
346.00	6453.3
347.00	6175.8
348.00	5920.9
349.00	5679.6
350.00	5451.5
351.00	5226.4
352.00	5026.1
353.00	4829.0
354.00	4646.5
355.00	4483.0
356.00	4311.3
357.00	4167.6
358.00	4020.1
359.00	3874.6
360.00	3741.0
361.00	3600.8
362.00	3431.8
363.00	3232.8
364.00	3062.6
365.00	2879.0
366.00	2737.9
367.00	2677.5
368.00	2613.3
369.00	2535.3
370.00	2450.3
371.00	2307.3
372.00	2164.2
373.00	2041.9
374.00	1924.9
375.00	1861.1
376.00	1785.6
377.00	1698.8
378.00	1619.7
379.00	1542.3
380.00	1463.8
381.00	1392.5
382.00	1316.2
383.00	1265.7
384.00	1198.4
385.00	1148.8
386.00	1082.4
387.00	1031.2
388.00	990.20
389.00	935.72
390.00	904.72
391.00	869.44
392.00	837.37
393.00	798.43
394.00	766.35
395.00	751.42
396.00	743.15
397.00	706.01
398.00	687.80
399.00	670.73
400.00	646.73
401.00	638.06
402.00	622.79
403.00	610.32
404.00	624.53
405.00	584.32
406.00	578.72
407.00	557.38
408.00	542.31
409.00	544.78
410.00	524.31
411.00	518.70
412.00	517.50
413.00	499.30
414.00	498.57
415.00	498.83
416.00	487.10
417.00	486.56
418.00	491.10
419.00	492.83
420.00	494.57
421.00	480.50
422.00	492.63
423.00	495.10
424.00	485.90
425.00	490.03
426.00	502.70
427.00	509.84
428.00	519.37
429.00	514.30
430.00	512.90
431.00	533.11
432.00	552.78
433.00	562.11
434.00	558.05
435.00	601.79
436.00	599.19
437.00	623.99
438.00	661.47
439.00	677.80
440.00	692.27
441.00	734.41
442.00	756.55
443.00	785.22
444.00	826.30
445.00	855.57
446.00	906.65
447.00	939.72
448.00	1004.3
449.00	1048.3
450.00	1101.8
451.00	1161.3
452.00	1233.4
453.00	1303.5
454.00	1390.7
455.00	1460.9
456.00	1530.6
457.00	1628.9
458.00	1704.5
459.00	1790.5
460.00	1893.7
461.00	1987.3
462.00	2107.6
463.00	2208.5
464.00	2331.5
465.00	2475.5
466.00	2613.7
467.00	2778.6
468.00	2953.7
469.00	3121.1
470.00	3295.9
471.00	3493.7
472.00	3690.3
473.00	3881.5
474.00	4104.0
475.00	4307.4
476.00	4552.0
477.00	4791.4
478.00	5062.1
479.00	5339.4
480.00	5628.7
481.00	5947.5
482.00	6258.6
483.00	6614.7
484.00	6957.4
485.00	7333.5
486.00	7687.5
487.00	7892.9
488.00	8187.6
489.00	8496.4
490.00	8785.1
491.00	9063.2
492.00	9353.9
493.00	9668.6
494.00	9955.3
495.00	10225
496.00	10563
497.00	10852
498.00	11201
499.00	11584
500.00	11999
501.00	12453
502.00	12947
503.00	13476
504.00	14025
505.00	14584
506.00	15173
507.00	15734
508.00	16290
509.00	16773
510.00	17241
511.00	17634
512.00	17962
513.00	18210
514.00	18434
515.00	18606
516.00	18738
517.00	18854
518.00	19026
519.00	19189
520.00	19372
521.00	19530
522.00	19711
523.00	19906
524.00	20127
525.00	20287
526.00	20483
527.00	20686
528.00	20895
529.00	21100
530.00	21254
531.00	21411
532.00	21562
533.00	21692
534.00	21888
535.00	22079
536.00	22396
537.00	22848
538.00	23445
539.00	24173
540.00	25082
541.00	26091
542.00	27277
543.00	28544
544.00	29839
545.00	31196
546.00	32564
547.00	33865
548.00	35137
549.00	36217
550.00	37273
551.00	38184
552.00	38972
553.00	39661
554.00	40365
555.00	41139
556.00	41989
557.00	43087
558.00	44496
559.00	46248
560.00	48259
561.00	50445
562.00	52711
563.00	54994
564.00	57135
565.00	58969
566.00	60534
567.00	61757
568.00	62537
569.00	63000
570.00	62800
571.00	62058
572.00	60516
573.00	58232
574.00	55132
575.00	51604
576.00	47476
577.00	42638
578.00	38302
579.00	33947
580.00	29428
581.00	25024
582.00	21832
583.00	18935
584.00	15758
585.00	13169
586.00	11364
587.00	9559.9
588.00	8109.0
589.00	6971.4
590.00	5937.2
591.00	5092.7
592.00	4371.6
593.00	3756.8
594.00	3324.3
595.00	2910.3
596.00	2567.2
597.00	2277.8
598.00	2023.1
599.00	1793.6
600.00	1621.4
601.00	1462.8
602.00	1321.5
603.00	1198.1
604.00	1085.9
605.00	1008.9
606.00	912.58
607.00	841.44
608.00	792.16
609.00	745.62
610.00	690.14
611.00	664.53
612.00	627.99
613.00	611.99
614.00	590.59
615.00	572.52
616.00	551.18
617.00	548.58
618.00	521.84
619.00	515.77
620.00	510.57
621.00	490.03
622.00	509.10
623.00	502.03
624.00	511.70
625.00	524.24
626.00	506.37
627.00	499.43
628.00	480.63
629.00	490.30
630.00	490.63
631.00	506.24
632.00	521.64
633.00	524.57
634.00	535.57
635.00	538.44
636.00	539.58
637.00	515.50
638.00	505.77
639.00	494.63
640.00	500.77
641.00	516.70
642.00	531.97
643.00	521.44
644.00	517.24
645.00	528.37
646.00	534.17
647.00	532.91
648.00	548.38
649.00	542.91
650.00	538.31
651.00	544.84
652.00	568.58
653.00	563.31
654.00	545.04
655.00	553.33
656.00	586.39
657.00	575.25
658.00	536.91
659.00	607.32
660.00	607.46
661.00	614.92
662.00	630.26
663.00	634.26
664.00	645.06
665.00	661.40
666.00	671.20
667.00	678.07
668.00	700.87
669.00	693.27
670.00	705.28
671.00	717.34
672.00	721.81
673.00	715.28
674.00	734.88
675.00	746.95
676.00	743.35
677.00	743.02
678.00	757.29
679.00	743.88
680.00	748.22
681.00	742.68
682.00	749.88
683.00	737.88
684.00	745.42
685.00	743.75
686.00	725.35
687.00	723.08
688.00	710.74
689.00	709.61
690.00	700.27
691.00	694.21
692.00	674.47
693.00	670.40
694.00	656.20
695.00	648.93
696.00	643.86
697.00	641.20
698.00	613.59
699.00	598.65
700.00	596.99
701.00	582.78
702.00	577.78
703.00	555.45
704.00	540.98
705.00	535.37
706.00	523.11
707.00	517.70
708.00	494.90
709.00	482.43
710.00	468.09
711.00	454.49
712.00	441.56
713.00	439.15
714.00	416.75
715.00	401.21
716.00	393.41
717.00	383.08
718.00	379.74
719.00	364.47
720.00	344.94
721.00	335.53
722.00	331.93
723.00	316.33
724.00	312.33
725.00	295.39
726.00	291.59
727.00	276.79
728.00	276.32
729.00	267.12
730.00	254.72
731.00	245.45
732.00	230.11
733.00	223.98
734.00	226.85
735.00	212.81
736.00	204.29
737.00	203.84
738.00	195.58
739.00	196.02
740.00	184.89
741.00	170.65
742.00	178.16
743.00	181.40
744.00	169.95
745.00	167.34
746.00	159.21
747.00	158.89
748.00	146.86
749.00	141.21
750.00	151.12
751.00	134.79
752.00	126.45
753.00	137.13
754.00	130.59
755.00	114.06
756.00	128.68
757.00	128.05
758.00	121.81
759.00	101.84
760.00	114.75
761.00	111.58
