Wavelength (nm)	S11 abs e
762.00	86.711
763.00	104.32
764.00	106.99
765.00	114.75
766.00	79.076
767.00	82.003
768.00	104.13
769.00	111.83
770.00	84.737
771.00	97.966
772.00	92.625
773.00	92.879
774.00	87.471
775.00	85.504
776.00	91.672
777.00	96.819
778.00	88.938
779.00	90.845
780.00	78.696
781.00	89.765
782.00	88.871
783.00	74.055
784.00	74.942
785.00	78.122
786.00	74.502
787.00	81.556
788.00	83.530
789.00	72.848
790.00	66.040
791.00	66.427
792.00	68.207
793.00	73.548
794.00	77.682
795.00	73.421
796.00	54.344
797.00	53.577
798.00	70.941
799.00	66.107
800.00	59.299
