Wavelength (nm)	J08 abs e
280.00	5989.0
281.00	5761.7
282.00	5586.8
283.00	5451.8
284.00	5329.1
285.00	5198.8
286.00	5057.7
287.00	4922.0
288.00	4814.5
289.00	4740.9
290.00	4714.0
291.00	4722.2
292.00	4752.8
293.00	4804.6
294.00	4876.5
295.00	4947.4
296.00	5031.9
297.00	5110.0
298.00	5202.3
299.00	5292.7
300.00	5372.6
301.00	5476.7
302.00	5565.5
303.00	5657.7
304.00	5753.9
305.00	5849.9
306.00	5945.0
307.00	6034.1
308.00	6111.8
309.00	6171.5
310.00	6229.1
311.00	6252.3
312.00	6277.5
313.00	6298.2
314.00	6303.8
315.00	6301.8
316.00	6295.7
317.00	6289.8
318.00	6277.4
319.00	6260.1
320.00	6227.3
321.00	6180.2
322.00	6106.2
323.00	6010.7
324.00	5898.0
325.00	5775.9
326.00	5618.9
327.00	5465.6
328.00	5299.5
329.00	5150.1
330.00	5002.7
331.00	4865.9
332.00	4742.2
333.00	4646.2
334.00	4549.9
335.00	4470.7
336.00	4405.8
337.00	4357.8
338.00	4327.8
339.00	4301.6
340.00	4278.3
341.00	4268.7
342.00	4262.6
343.00	4266.2
344.00	4270.6
345.00	4283.8
346.00	4305.3
347.00	4323.6
348.00	4338.1
349.00	4363.6
350.00	4383.9
351.00	4420.2
352.00	4455.0
353.00	4495.0
354.00	4538.8
355.00	4571.3
356.00	4618.1
357.00	4653.7
358.00	4694.2
359.00	4736.2
360.00	4768.4
361.00	4813.7
362.00	4864.9
363.00	4929.9
364.00	4993.4
365.00	5076.3
366.00	5149.0
367.00	5221.3
368.00	5285.9
369.00	5368.2
370.00	5446.1
371.00	5539.5
372.00	5613.7
373.00	5693.8
374.00	5762.0
375.00	5839.1
376.00	5897.7
377.00	5979.3
378.00	6067.3
379.00	6124.4
380.00	6187.3
381.00	6278.7
382.00	6372.6
383.00	6456.5
384.00	6577.3
385.00	6672.1
386.00	6788.4
387.00	6913.9
388.00	7021.8
389.00	7065.1
390.00	7220.7
391.00	7347.1
392.00	7509.7
393.00	7596.5
394.00	7688.4
395.00	7769.6
396.00	7884.7
397.00	7987.3
398.00	8100.5
399.00	8137.6
400.00	8207.9
401.00	8259.3
402.00	8323.8
403.00	8416.9
404.00	8510.7
405.00	8598.9
406.00	8636.0
407.00	8710.5
408.00	8805.3
409.00	8871.6
410.00	8964.9
411.00	9068.1
412.00	9194.4
413.00	9248.3
414.00	9286.0
415.00	9360.2
416.00	9431.3
417.00	9504.9
418.00	9575.9
419.00	9611.5
420.00	9651.9
421.00	9678.0
422.00	9656.7
423.00	9666.2
424.00	9645.1
425.00	9622.6
426.00	9595.5
427.00	9604.3
428.00	9497.2
429.00	9522.7
430.00	9469.5
431.00	9412.0
432.00	9372.3
433.00	9368.4
434.00	9331.3
435.00	9290.3
436.00	9292.2
437.00	9295.1
438.00	9308.2
439.00	9311.6
440.00	9342.6
441.00	9371.3
442.00	9370.6
443.00	9448.0
444.00	9495.5
445.00	9570.4
446.00	9647.2
447.00	9718.4
448.00	9839.9
449.00	9954.6
450.00	10055
451.00	10184
452.00	10318
453.00	10432
454.00	10578
455.00	10728
456.00	10923
457.00	11092
458.00	11225
459.00	11393
460.00	11520
461.00	11677
462.00	11835
463.00	12050
464.00	12218
465.00	12354
466.00	12446
467.00	12601
468.00	12731
469.00	12858
470.00	13028
471.00	13131
472.00	13327
473.00	13435
474.00	13523
475.00	13704
476.00	13835
477.00	13935
478.00	14055
479.00	14190
480.00	14322
481.00	14446
482.00	14584
483.00	14734
484.00	14826
485.00	14932
486.00	15024
487.00	15089
488.00	15222
489.00	15387
490.00	15445
491.00	15509
492.00	15575
493.00	15617
494.00	15647
495.00	15758
496.00	15775
497.00	15754
498.00	15800
499.00	15737
500.00	15714
501.00	15717
502.00	15667
503.00	15623
504.00	15499
505.00	15436
506.00	15350
507.00	15313
508.00	15278
509.00	15149
510.00	15118
511.00	15016
512.00	14925
513.00	14883
514.00	14834
515.00	14791
516.00	14691
517.00	14626
518.00	14572
519.00	14518
520.00	14442
521.00	14408
522.00	14308
523.00	14211
524.00	14084
525.00	13955
526.00	13808
527.00	13601
528.00	13460
529.00	13243
530.00	12940
531.00	12640
532.00	12338
533.00	12027
534.00	11695
535.00	11313
536.00	10924
537.00	10504
538.00	10057
539.00	9599.7
540.00	9132.5
541.00	8615.5
542.00	8118.5
543.00	7569.8
544.00	7017.1
545.00	6461.8
546.00	5951.1
547.00	5418.3
548.00	4894.1
549.00	4416.3
550.00	3972.7
551.00	3572.9
552.00	3170.6
553.00	2848.2
554.00	2549.9
555.00	2272.4
556.00	1998.8
557.00	1780.6
558.00	1595.8
559.00	1425.6
560.00	1276.8
561.00	1132.4
562.00	1011.7
563.00	883.66
564.00	789.81
565.00	701.08
566.00	630.83
567.00	564.66
568.00	502.81
569.00	443.13
570.00	378.09
571.00	353.13
572.00	300.63
573.00	282.81
574.00	246.23
575.00	213.79
576.00	193.16
577.00	196.08
578.00	130.24
