Wavelength (nm)	A34 abs e
215.00	7995.4
216.00	6913.7
217.00	6065.3
218.00	5437.7
219.00	4932.2
220.00	4519.1
221.00	4268.6
222.00	4182.5
223.00	4232.4
224.00	4385.4
225.00	4613.1
226.00	4910.0
227.00	5264.7
228.00	5674.2
229.00	6117.4
230.00	6622.1
231.00	7166.2
232.00	7722.9
233.00	8308.7
234.00	8898.9
235.00	9510.5
236.00	10105
237.00	10684
238.00	11238
239.00	11737
240.00	12186
241.00	12569
242.00	12859
243.00	13062
244.00	13187
245.00	13200
246.00	13113
247.00	12914
248.00	12591
249.00	12169
250.00	11650
251.00	11030
252.00	10320
253.00	9510.9
254.00	8659.2
255.00	7821.9
256.00	7062.2
257.00	6387.4
258.00	5757.4
259.00	5168.4
260.00	4620.3
261.00	4153.7
262.00	3811.7
263.00	3535.4
264.00	3276.3
265.00	3006.1
266.00	2726.0
267.00	2466.5
268.00	2293.3
269.00	2185.2
270.00	2076.5
271.00	1959.0
272.00	1844.6
273.00	1748.0
274.00	1670.3
275.00	1613.1
276.00	1584.4
277.00	1578.6
278.00	1589.5
279.00	1612.0
280.00	1653.1
281.00	1699.1
282.00	1755.0
283.00	1814.7
284.00	1881.1
285.00	1945.0
286.00	2009.9
287.00	2069.2
288.00	2125.8
289.00	2171.1
290.00	2207.3
291.00	2238.7
292.00	2266.1
293.00	2286.5
294.00	2283.5
295.00	2266.7
296.00	2238.4
297.00	2190.4
298.00	2111.1
299.00	2021.6
300.00	1915.5
301.00	1802.5
302.00	1695.0
303.00	1587.2
304.00	1484.0
305.00	1379.0
306.00	1252.4
307.00	1085.7
308.00	896.76
309.00	715.19
310.00	552.41
311.00	418.36
312.00	321.37
313.00	245.26
314.00	184.35
315.00	145.36
316.00	118.06
317.00	99.506
318.00	84.605
319.00	79.558
320.00	72.062
321.00	70.938
322.00	65.554
323.00	63.330
324.00	61.023
325.00	63.091
326.00	58.700
327.00	61.154
328.00	59.828
329.00	59.695
330.00	57.623
331.00	57.275
332.00	58.188
333.00	58.416
334.00	57.856
335.00	60.385
336.00	58.882
337.00	55.868
338.00	56.131
339.00	57.888
340.00	57.068
341.00	54.411
342.00	54.524
343.00	51.636
344.00	52.191
345.00	50.804
346.00	52.875
347.00	52.870
348.00	50.522
349.00	48.233
350.00	50.147
