Wavelength (nm)	A40 abs e
210.00	271.94
211.00	286.92
212.00	313.99
213.00	350.87
214.00	392.42
215.00	434.23
216.00	474.08
217.00	507.03
218.00	532.14
219.00	549.96
220.00	562.88
221.00	571.71
222.00	582.21
223.00	593.93
224.00	609.84
225.00	626.81
226.00	643.53
227.00	658.79
228.00	671.25
229.00	680.24
230.00	684.00
231.00	682.64
232.00	674.84
233.00	661.50
234.00	641.20
235.00	613.53
236.00	582.98
237.00	546.92
238.00	508.95
239.00	470.76
240.00	432.36
241.00	395.41
242.00	361.26
243.00	329.63
244.00	301.74
245.00	278.20
246.00	258.44
247.00	242.41
248.00	230.10
249.00	221.22
250.00	214.42
251.00	209.64
252.00	206.35
253.00	203.58
254.00	201.05
255.00	198.32
256.00	194.97
257.00	190.84
258.00	185.45
259.00	178.90
260.00	171.02
261.00	162.18
262.00	152.27
263.00	141.68
264.00	129.94
265.00	117.98
266.00	106.28
267.00	94.619
268.00	83.403
269.00	72.910
270.00	63.008
271.00	54.273
272.00	46.238
273.00	39.080
274.00	32.656
275.00	27.152
276.00	22.410
277.00	18.433
278.00	15.142
279.00	12.340
280.00	10.035
281.00	8.0659
282.00	6.5382
283.00	5.3536
284.00	4.2931
285.00	3.6104
286.00	3.0807
287.00	2.5767
288.00	2.1860
289.00	1.8738
290.00	1.6205
291.00	1.4442
292.00	1.4063
293.00	1.2336
294.00	1.0959
295.00	1.0268
296.00	0.94750
297.00	0.99061
298.00	0.86060
299.00	0.92456
300.00	0.96766
