Wavelength (nm)	I05 abs e
200.00	6975.0
201.00	6461.8
202.00	6916.5
203.00	7302.4
204.00	7605.4
205.00	8033.9
206.00	8572.2
207.00	8960.9
208.00	9326.4
209.00	9608.8
210.00	9740.1
211.00	9710.8
212.00	9510.8
213.00	9315.3
214.00	9065.4
215.00	8848.8
216.00	8559.2
217.00	8265.5
218.00	7921.9
219.00	7563.7
220.00	7132.4
221.00	6697.3
222.00	6446.5
223.00	6389.0
224.00	6475.2
225.00	6672.6
226.00	7003.1
227.00	7450.3
228.00	8098.8
229.00	8875.5
230.00	9831.5
231.00	11024
232.00	12476
233.00	14144
234.00	15858
235.00	17934
236.00	20496
237.00	23326
238.00	26490
239.00	30681
240.00	36303
241.00	41460
242.00	44196
243.00	46577
244.00	51342
245.00	57433
246.00	63413
247.00	71401
248.00	85095
249.00	99900
250.00	98842
251.00	75303
252.00	46840
253.00	26194
254.00	14650
255.00	8748.7
256.00	5707.2
257.00	4069.0
258.00	3121.2
259.00	2520.7
260.00	2129.4
261.00	1859.3
262.00	1681.7
263.00	1560.2
264.00	1428.8
265.00	1354.3
266.00	1277.7
267.00	1207.1
268.00	1150.4
269.00	1095.1
270.00	1047.3
271.00	1003.9
272.00	954.30
273.00	909.81
274.00	877.98
275.00	851.36
276.00	834.86
277.00	809.64
278.00	780.12
279.00	764.10
280.00	755.21
281.00	736.78
282.00	719.44
283.00	718.52
284.00	705.52
285.00	690.45
286.00	691.55
287.00	693.61
288.00	678.46
289.00	681.87
290.00	678.28
291.00	689.05
292.00	686.21
293.00	683.14
294.00	693.69
295.00	694.66
296.00	695.40
297.00	694.22
298.00	713.00
299.00	722.07
300.00	738.79
301.00	764.89
302.00	773.56
303.00	790.81
304.00	829.38
305.00	854.03
306.00	889.94
307.00	930.61
308.00	978.47
309.00	1014.6
310.00	1051.9
311.00	1079.9
312.00	1113.9
313.00	1181.6
314.00	1262.5
315.00	1331.5
316.00	1397.4
317.00	1428.9
318.00	1488.7
319.00	1563.1
320.00	1686.8
321.00	1828.5
322.00	1971.8
323.00	2073.8
324.00	2118.8
325.00	2143.1
326.00	2198.7
327.00	2266.7
328.00	2407.2
329.00	2583.4
330.00	2718.1
331.00	2797.6
332.00	2811.9
333.00	2849.1
334.00	2954.7
335.00	3156.9
336.00	3482.7
337.00	3856.0
338.00	4148.7
339.00	4193.2
340.00	4094.3
341.00	3970.0
342.00	3894.1
343.00	3905.1
344.00	4028.1
345.00	4229.8
346.00	4403.9
347.00	4492.8
348.00	4428.8
349.00	4310.7
350.00	4220.3
351.00	4276.9
352.00	4530.1
353.00	5023.2
354.00	5672.4
355.00	6156.0
356.00	6215.6
357.00	5842.3
358.00	5297.3
359.00	4717.7
360.00	4247.4
361.00	3869.4
362.00	3565.2
363.00	3369.2
364.00	3215.1
365.00	3098.6
366.00	2956.0
367.00	2808.1
368.00	2626.2
369.00	2429.7
370.00	2233.8
371.00	2115.9
372.00	1984.7
373.00	1919.9
374.00	1884.2
375.00	1867.4
376.00	1881.4
377.00	1881.8
378.00	1808.0
379.00	1788.5
380.00	1790.5
381.00	1750.4
382.00	1710.7
383.00	1681.8
384.00	1593.3
385.00	1490.0
386.00	1371.4
387.00	1241.6
388.00	1033.9
389.00	894.53
390.00	718.08
391.00	582.83
392.00	479.67
393.00	415.40
394.00	347.27
395.00	276.34
396.00	250.33
397.00	266.18
398.00	234.92
399.00	196.87
400.00	175.28
401.00	150.15
402.00	164.60
403.00	173.71
404.00	170.69
405.00	159.00
406.00	132.77
407.00	140.34
408.00	158.69
409.00	159.65
410.00	152.30
411.00	166.61
412.00	144.15
413.00	148.18
414.00	153.78
415.00	164.42
416.00	138.72
417.00	142.53
418.00	138.90
419.00	124.23
420.00	128.21
421.00	154.18
422.00	149.84
423.00	121.30
424.00	124.32
425.00	117.36
426.00	108.91
427.00	143.50
428.00	96.996
429.00	153.57
430.00	126.55
431.00	111.05
432.00	110.22
433.00	124.23
434.00	96.340
435.00	96.821
436.00	120.25
437.00	132.99
438.00	132.90
439.00	135.79
440.00	139.77
441.00	144.68
442.00	117.58
443.00	134.74
444.00	140.34
445.00	118.49
446.00	102.99
447.00	118.01
448.00	108.73
449.00	132.07
450.00	132.77
451.00	122.00
452.00	125.50
453.00	99.142
454.00	97.390
455.00	103.83
456.00	96.558
457.00	133.56
458.00	103.83
459.00	75.936
460.00	109.08
461.00	78.213
462.00	99.711
463.00	101.33
464.00	108.51
465.00	112.36
466.00	101.16
467.00	94.851
468.00	87.670
469.00	130.89
470.00	78.738
471.00	83.948
472.00	83.160
473.00	49.446
474.00	89.553
475.00	117.66
476.00	124.49
477.00	74.666
478.00	105.14
479.00	132.59
480.00	92.749
481.00	109.43
482.00	121.82
483.00	124.49
484.00	109.56
485.00	161.71
486.00	68.449
487.00	93.975
488.00	48.877
489.00	81.628
490.00	114.38
491.00	90.035
492.00	127.65
493.00	114.33
494.00	49.709
495.00	51.986
496.00	100.32
497.00	70.594
498.00	73.134
499.00	115.12
500.00	113.85
