Wavelength (nm)	K19 abs e
219.75	50536
220.00	51039
220.25	52105
220.50	52980
220.75	53148
221.00	53924
221.25	54808
221.50	55175
221.75	56003
222.00	56489
222.25	56997
222.50	57600
222.75	58478
223.00	58598
223.25	59188
223.50	59879
223.75	60315
224.00	61074
224.25	61315
224.50	62239
224.75	62582
225.00	63174
225.25	63785
225.50	64053
225.75	64602
226.00	65144
226.25	65367
226.50	65983
226.75	66432
227.00	66925
227.25	67504
227.50	67755
227.75	67989
228.00	68643
228.25	68720
228.50	69162
228.75	69277
229.00	69418
229.25	69432
229.50	69786
229.75	69568
230.00	69756
230.25	70043
230.50	70208
230.75	69640
231.00	69488
231.25	69420
231.50	68945
231.75	68599
232.00	67958
232.25	67789
232.50	66955
232.75	66366
233.00	65545
233.25	64706
233.50	64149
233.75	62855
234.00	62086
234.25	61086
234.50	60092
234.75	58630
235.00	57180
235.25	55656
235.50	54086
235.75	52529
236.00	51123
236.25	49789
236.50	48489
236.75	47248
237.00	45984
237.25	44782
237.50	43202
237.75	42177
238.00	40883
238.25	39648
238.50	38210
238.75	36918
239.00	35813
239.25	34644
239.50	33613
239.75	32295
240.00	31347
240.25	30246
240.50	29014
240.75	28043
241.00	27088
241.25	26047
241.50	25018
241.75	24297
242.00	23391
242.25	22363
242.50	21694
242.75	20963
243.00	20260
243.25	19544
243.50	18827
243.75	18414
244.00	17797
244.25	17219
244.50	16744
244.75	16392
245.00	15853
245.25	15472
245.50	15154
245.75	14702
246.00	14378
246.25	14138
246.50	13757
246.75	13659
247.00	13276
247.25	13247
247.50	12828
247.75	12708
248.00	12554
248.25	12340
248.50	12175
248.75	12170
249.00	12007
249.25	11895
249.50	11899
249.75	11773
250.00	11741
250.25	11570
250.50	11463
250.75	11549
251.00	11554
251.25	11425
251.50	11261
251.75	11339
252.00	11265
252.25	11384
252.50	11240
252.75	11294
253.00	11362
253.25	11296
253.50	11418
253.75	11265
254.00	11319
254.25	11490
254.50	11377
254.75	11391
255.00	11519
255.25	11554
255.50	11585
255.75	11605
256.00	11764
256.25	11780
256.50	11723
256.75	11810
257.00	11958
257.25	11911
257.50	11999
257.75	12146
258.00	12230
258.25	12246
258.50	12308
258.75	12471
259.00	12501
259.25	12620
259.50	12786
259.75	12863
260.00	12871
260.25	13076
260.50	13248
260.75	13297
261.00	13434
261.25	13655
261.50	13676
261.75	13818
262.00	13765
262.25	13971
262.50	14119
262.75	14078
263.00	14282
263.25	14277
263.50	14466
263.75	14545
264.00	14482
264.25	14601
264.50	14831
264.75	14822
