Wavelength (nm)	L10 abs e
200.00	5843.0
201.00	7108.3
202.00	7059.2
203.00	6186.1
204.00	7957.9
205.00	5755.1
206.00	6301.1
207.00	8609.6
208.00	7618.7
209.00	7055.0
210.00	8554.5
211.00	8354.5
212.00	8349.8
213.00	9970.4
214.00	12974
215.00	15245
216.00	16089
217.00	15925
218.00	15217
219.00	14363
220.00	13441
221.00	12516
222.00	11577
223.00	10659
224.00	9773.4
225.00	8976.5
226.00	8262.8
227.00	7651.3
228.00	7116.9
229.00	6635.5
230.00	6205.8
231.00	5800.7
232.00	5448.4
233.00	5124.0
234.00	4832.9
235.00	4559.6
236.00	4311.4
237.00	4077.5
238.00	3860.9
239.00	3650.8
240.00	3446.7
241.00	3264.3
242.00	3087.1
243.00	2926.3
244.00	2785.6
245.00	2661.9
246.00	2556.7
247.00	2473.1
248.00	2422.0
249.00	2392.5
250.00	2381.7
251.00	2392.9
252.00	2425.1
253.00	2464.9
254.00	2523.8
255.00	2589.4
256.00	2680.2
257.00	2772.9
258.00	2885.7
259.00	2998.9
260.00	3135.5
261.00	3293.0
262.00	3461.3
263.00	3653.4
264.00	3861.5
265.00	4079.4
266.00	4331.7
267.00	4597.6
268.00	4868.7
269.00	5150.0
270.00	5437.4
271.00	5738.3
272.00	6039.6
273.00	6332.8
274.00	6620.0
275.00	6884.9
276.00	7139.0
277.00	7384.4
278.00	7592.0
279.00	7778.9
280.00	7969.6
281.00	8134.2
282.00	8271.9
283.00	8407.2
284.00	8531.4
285.00	8637.4
286.00	8733.9
287.00	8809.1
288.00	8878.9
289.00	8936.7
290.00	9001.2
291.00	9042.0
292.00	9072.3
293.00	9080.9
294.00	9091.5
295.00	9067.5
296.00	9028.1
297.00	8948.3
298.00	8864.4
299.00	8736.8
300.00	8576.6
301.00	8393.5
302.00	8182.7
303.00	7930.6
304.00	7649.3
305.00	7344.9
306.00	7028.8
307.00	6696.0
308.00	6350.6
309.00	6021.3
310.00	5693.0
311.00	5365.4
312.00	5071.1
313.00	4795.7
314.00	4558.6
315.00	4334.8
316.00	4142.1
317.00	3973.8
318.00	3827.0
319.00	3692.6
320.00	3581.5
321.00	3495.6
322.00	3419.7
323.00	3370.0
324.00	3310.6
325.00	3270.7
326.00	3248.3
327.00	3226.8
328.00	3215.7
329.00	3212.5
330.00	3218.2
331.00	3222.2
332.00	3237.3
333.00	3264.4
334.00	3298.2
335.00	3338.2
336.00	3378.5
337.00	3417.6
338.00	3464.6
339.00	3517.3
340.00	3574.0
341.00	3626.6
342.00	3683.3
343.00	3752.4
344.00	3819.5
345.00	3878.7
346.00	3960.2
347.00	4028.1
348.00	4102.4
349.00	4182.1
350.00	4251.8
351.00	4329.0
352.00	4419.9
353.00	4505.0
354.00	4582.9
355.00	4665.9
356.00	4747.7
357.00	4802.6
358.00	4866.6
359.00	4914.3
360.00	4984.2
361.00	5041.1
362.00	5085.4
363.00	5112.6
364.00	5114.9
365.00	5131.2
366.00	5139.1
367.00	5141.2
368.00	5134.7
369.00	5079.3
370.00	5024.4
371.00	4981.4
372.00	4899.9
373.00	4822.0
374.00	4720.2
375.00	4623.6
376.00	4496.8
377.00	4352.4
378.00	4204.6
379.00	4059.6
380.00	3907.2
381.00	3743.1
382.00	3588.6
383.00	3419.6
384.00	3234.0
385.00	3054.8
386.00	2882.2
387.00	2685.0
388.00	2532.7
389.00	2366.3
390.00	2194.1
391.00	2031.6
392.00	1892.1
393.00	1766.9
394.00	1645.1
395.00	1517.1
396.00	1412.1
397.00	1314.2
398.00	1214.7
399.00	1124.5
400.00	1069.2
401.00	1004.9
402.00	949.84
403.00	898.87
404.00	853.25
405.00	828.15
406.00	795.35
407.00	777.55
408.00	766.96
409.00	767.04
410.00	758.68
411.00	749.46
412.00	763.86
413.00	763.13
414.00	757.78
415.00	771.75
416.00	781.94
417.00	805.99
418.00	825.12
419.00	840.39
420.00	862.84
421.00	894.31
422.00	923.39
423.00	937.47
424.00	963.15
425.00	997.43
426.00	1043.1
427.00	1082.4
428.00	1109.3
429.00	1135.2
430.00	1197.7
431.00	1222.2
432.00	1272.6
433.00	1326.1
434.00	1373.8
435.00	1410.1
436.00	1468.1
437.00	1518.5
438.00	1575.3
439.00	1646.8
440.00	1685.8
441.00	1750.3
442.00	1812.5
443.00	1873.9
444.00	1935.0
445.00	2014.7
446.00	2081.9
447.00	2149.1
448.00	2220.0
449.00	2287.6
450.00	2373.0
451.00	2455.1
452.00	2529.7
453.00	2614.3
454.00	2713.5
455.00	2793.8
456.00	2885.2
457.00	2972.3
458.00	3074.4
459.00	3162.4
460.00	3268.7
461.00	3369.7
462.00	3482.5
463.00	3615.6
464.00	3711.7
465.00	3821.3
466.00	3923.2
467.00	4064.6
468.00	4188.3
469.00	4301.3
470.00	4459.5
471.00	4598.1
472.00	4715.4
473.00	4882.3
474.00	5010.2
475.00	5151.6
476.00	5317.5
477.00	5485.0
478.00	5624.0
479.00	5787.3
480.00	5978.0
481.00	6128.4
482.00	6298.5
483.00	6497.6
