Wavelength (nm)	I07 abs e
200.00	14615
201.00	15943
202.00	16297
203.00	16378
204.00	16229
205.00	16008
206.00	15873
207.00	15386
208.00	14583
209.00	13739
210.00	13008
211.00	11998
212.00	10607
213.00	9207.3
214.00	8111.0
215.00	7287.4
216.00	6678.2
217.00	6258.3
218.00	6007.8
219.00	5894.5
220.00	5901.6
221.00	5994.3
222.00	6161.7
223.00	6358.4
224.00	6576.7
225.00	6793.6
226.00	6992.3
227.00	7163.4
228.00	7292.5
229.00	7351.4
230.00	7346.6
231.00	7266.0
232.00	7105.6
233.00	6920.3
234.00	6735.8
235.00	6592.9
236.00	6506.7
237.00	6496.2
238.00	6553.8
239.00	6674.0
240.00	6852.1
241.00	7079.3
242.00	7360.7
243.00	7697.8
244.00	8087.6
245.00	8516.8
246.00	9008.0
247.00	9534.4
248.00	10082
249.00	10633
250.00	11184
251.00	11735
252.00	12314
253.00	12960
254.00	13694
255.00	14506
256.00	15410
257.00	16393
258.00	17469
259.00	18590
260.00	19725
261.00	20819
262.00	21848
263.00	22822
264.00	23811
265.00	24735
266.00	25675
267.00	26622
268.00	27551
269.00	28379
270.00	28990
271.00	29367
272.00	29331
273.00	28824
274.00	27880
275.00	26474
276.00	24862
277.00	23076
278.00	21227
279.00	19324
280.00	17409
281.00	15536
282.00	13776
283.00	12196
284.00	10824
285.00	9685.2
286.00	8747.3
287.00	7993.1
288.00	7385.3
289.00	6887.8
290.00	6474.1
291.00	6150.4
292.00	5894.4
293.00	5698.8
294.00	5554.7
295.00	5462.2
296.00	5399.5
297.00	5361.1
298.00	5328.5
299.00	5276.1
300.00	5217.3
301.00	5140.2
302.00	5042.5
303.00	4926.5
304.00	4801.7
305.00	4674.9
306.00	4542.4
307.00	4398.3
308.00	4237.3
309.00	4058.0
310.00	3856.4
311.00	3634.1
312.00	3402.1
313.00	3158.8
314.00	2895.9
315.00	2634.9
316.00	2378.8
317.00	2118.8
318.00	1889.0
319.00	1673.6
320.00	1487.5
321.00	1322.3
322.00	1208.3
323.00	1112.1
324.00	1038.8
325.00	987.06
326.00	947.41
327.00	928.68
328.00	912.94
329.00	891.77
330.00	878.19
331.00	867.99
332.00	854.75
333.00	831.95
334.00	803.33
335.00	772.92
336.00	744.20
337.00	698.37
338.00	645.58
339.00	605.18
340.00	562.03
341.00	529.02
342.00	491.87
343.00	461.79
344.00	432.97
345.00	413.38
346.00	387.88
347.00	367.96
348.00	352.96
349.00	337.28
350.00	333.39
351.00	319.20
352.00	309.29
353.00	309.05
354.00	311.53
355.00	304.56
356.00	308.00
357.00	314.08
358.00	306.43
359.00	300.54
360.00	295.62
361.00	302.43
362.00	294.20
363.00	303.49
364.00	309.73
365.00	317.30
366.00	326.23
367.00	330.34
368.00	335.79
369.00	348.45
370.00	364.20
371.00	364.20
372.00	370.48
373.00	373.54
374.00	388.03
375.00	401.90
376.00	412.70
377.00	425.68
378.00	440.92
379.00	454.10
380.00	454.35
381.00	468.35
382.00	493.51
383.00	492.06
384.00	515.17
385.00	538.45
386.00	539.58
387.00	559.94
388.00	584.44
389.00	582.68
390.00	618.11
391.00	631.00
392.00	664.91
393.00	672.61
394.00	689.32
395.00	705.29
396.00	740.91
397.00	774.51
398.00	788.37
399.00	798.38
400.00	826.56
401.00	855.78
402.00	883.57
403.00	914.40
404.00	944.54
405.00	980.00
406.00	992.99
407.00	1017.8
408.00	1054.7
409.00	1090.5
410.00	1129.4
411.00	1156.3
412.00	1200.7
413.00	1213.3
414.00	1254.0
415.00	1287.5
416.00	1328.0
417.00	1368.0
418.00	1399.1
419.00	1444.1
420.00	1491.9
421.00	1534.5
422.00	1569.0
423.00	1608.7
424.00	1647.9
425.00	1695.7
426.00	1745.4
427.00	1821.0
428.00	1846.2
429.00	1916.9
430.00	1953.7
431.00	2001.2
432.00	2048.5
433.00	2119.4
434.00	2174.2
435.00	2223.1
436.00	2287.8
437.00	2350.5
438.00	2407.2
439.00	2463.9
440.00	2529.4
441.00	2606.8
442.00	2652.3
443.00	2729.1
444.00	2795.1
445.00	2860.5
446.00	2942.3
447.00	3017.7
448.00	3102.8
449.00	3193.4
450.00	3276.0
451.00	3385.0
452.00	3494.3
453.00	3600.9
454.00	3731.1
455.00	3834.8
456.00	3957.4
457.00	4117.1
458.00	4253.7
459.00	4396.1
460.00	4524.8
461.00	4678.0
462.00	4832.6
463.00	5014.3
464.00	5200.8
465.00	5357.8
466.00	5530.8
467.00	5712.8
468.00	5910.9
469.00	6114.4
470.00	6327.4
471.00	6545.9
472.00	6802.7
473.00	7062.8
474.00	7288.7
475.00	7597.4
476.00	7856.4
477.00	8170.0
478.00	8520.5
479.00	8855.9
480.00	9223.9
481.00	9583.2
482.00	9996.0
483.00	10435
484.00	10846
485.00	11558
486.00	11800
487.00	12133
488.00	12640
489.00	13266
490.00	13775
491.00	14295
492.00	14810
493.00	15381
494.00	15870
495.00	16351
496.00	16854
497.00	17246
498.00	17692
499.00	18143
500.00	18469
501.00	18883
502.00	19217
503.00	19624
504.00	19960
505.00	20332
506.00	20726
507.00	21061
508.00	21454
509.00	21916
510.00	22458
511.00	22912
512.00	23504
513.00	23955
514.00	24573
515.00	25111
516.00	25905
517.00	26530
518.00	27065
519.00	27968
520.00	28658
521.00	29508
522.00	30248
523.00	30895
524.00	31608
525.00	32373
526.00	33132
527.00	33690
528.00	34413
529.00	34680
530.00	35178
531.00	35530
532.00	35525
533.00	35600
534.00	35339
535.00	35065
536.00	34369
537.00	33511
538.00	32358
539.00	31159
540.00	29751
541.00	28150
542.00	26442
543.00	24663
544.00	22771
545.00	21041
546.00	19290
547.00	17569
548.00	16009
549.00	14571
550.00	13183
551.00	11898
552.00	10731
553.00	9671.2
554.00	8764.2
555.00	7840.8
556.00	7060.0
557.00	6348.3
558.00	5678.9
559.00	5055.1
560.00	4529.1
561.00	4056.4
562.00	3635.9
563.00	3264.5
564.00	2903.4
565.00	2611.6
566.00	2349.5
567.00	2126.7
568.00	1924.1
569.00	1756.0
570.00	1606.5
571.00	1468.4
572.00	1362.0
573.00	1262.1
574.00	1166.8
575.00	1090.9
576.00	1028.7
577.00	977.65
578.00	911.48
579.00	871.33
580.00	841.50
581.00	806.99
582.00	755.44
583.00	724.23
584.00	728.38
585.00	701.85
586.00	662.09
587.00	651.72
588.00	631.00
589.00	603.23
590.00	599.81
591.00	584.52
592.00	587.67
593.00	565.39
594.00	539.06
595.00	527.51
596.00	509.73
597.00	511.98
598.00	513.52
599.00	500.63
600.00	486.30
601.00	471.02
602.00	464.85
603.00	459.45
604.00	434.56
605.00	432.19
606.00	430.20
607.00	411.74
608.00	404.28
609.00	398.00
610.00	389.42
611.00	379.18
612.00	364.69
613.00	358.16
614.00	347.84
615.00	338.53
616.00	329.94
617.00	329.05
618.00	319.49
619.00	320.31
620.00	311.65
621.00	297.58
622.00	299.38
623.00	286.33
624.00	276.15
625.00	266.29
626.00	262.86
627.00	260.34
628.00	243.97
629.00	258.10
630.00	244.15
631.00	234.04
632.00	244.07
633.00	237.62
634.00	239.74
635.00	237.08
636.00	241.12
637.00	229.60
638.00	228.97
639.00	220.54
640.00	207.06
641.00	214.99
642.00	209.75
643.00	203.24
644.00	180.10
645.00	172.40
646.00	180.95
647.00	196.19
648.00	186.07
649.00	193.31
650.00	185.84
651.00	187.00
652.00	167.84
653.00	166.15
654.00	165.35
655.00	166.54
656.00	165.03
657.00	154.06
658.00	158.05
659.00	149.64
660.00	167.47
661.00	151.55
662.00	154.12
663.00	156.59
664.00	162.02
665.00	143.79
666.00	139.90
667.00	130.60
668.00	135.44
669.00	140.16
670.00	141.41
671.00	135.29
672.00	134.89
673.00	140.31
674.00	146.83
675.00	131.94
676.00	132.54
677.00	137.51
678.00	139.43
679.00	137.15
680.00	136.00
681.00	132.04
682.00	128.18
683.00	128.60
684.00	140.51
685.00	127.29
686.00	129.08
687.00	128.28
688.00	132.51
689.00	127.14
690.00	114.68
691.00	125.55
692.00	135.44
693.00	123.77
694.00	124.06
695.00	114.49
696.00	133.62
697.00	130.67
698.00	116.62
699.00	117.69
700.00	117.34
