Wavelength (nm)	H02 abs e
226.00	7350.0
227.00	6712.7
228.00	6174.4
229.00	5691.9
230.00	5276.3
231.00	4873.8
232.00	4342.7
233.00	3693.1
234.00	3109.8
235.00	2689.9
236.00	2486.9
237.00	2320.3
238.00	2082.1
239.00	1889.2
240.00	1799.0
241.00	1799.4
242.00	1855.4
243.00	1943.0
244.00	2052.4
245.00	2185.5
246.00	2341.3
247.00	2511.2
248.00	2691.0
249.00	2877.7
250.00	3080.2
251.00	3301.4
252.00	3542.9
253.00	3821.1
254.00	4126.0
255.00	4433.9
256.00	4725.4
257.00	4990.7
258.00	5219.2
259.00	5403.6
260.00	5563.9
261.00	5743.9
262.00	5990.5
263.00	6274.9
264.00	6607.5
265.00	7003.9
266.00	7455.7
267.00	7771.3
268.00	7861.8
269.00	7804.1
270.00	7620.1
271.00	7356.0
272.00	7021.8
273.00	6781.8
274.00	6755.5
275.00	6935.6
276.00	7198.9
277.00	7500.0
278.00	7910.2
279.00	8368.1
280.00	8466.2
281.00	7902.4
282.00	6915.5
283.00	5927.3
284.00	5157.8
285.00	4643.9
286.00	4363.4
287.00	4247.4
288.00	4248.8
289.00	4321.6
290.00	4444.0
291.00	4589.4
292.00	4722.7
293.00	4828.0
294.00	4897.0
295.00	4937.5
296.00	4984.3
297.00	5063.7
298.00	5185.6
299.00	5320.9
300.00	5471.3
301.00	5620.7
302.00	5779.6
303.00	5921.7
304.00	6000.0
305.00	5954.1
306.00	5761.3
307.00	5425.6
308.00	5038.1
309.00	4692.0
310.00	4434.7
311.00	4288.4
312.00	4218.0
313.00	4170.7
314.00	4108.7
315.00	4041.3
316.00	4006.1
317.00	3992.8
318.00	3902.4
319.00	3612.3
320.00	3095.6
321.00	2441.6
322.00	1801.3
323.00	1261.9
324.00	874.29
325.00	608.02
326.00	431.14
327.00	317.85
328.00	240.62
329.00	190.27
330.00	154.65
331.00	131.49
332.00	113.81
333.00	101.05
334.00	90.805
335.00	83.042
336.00	75.795
337.00	70.334
338.00	67.034
339.00	65.010
340.00	62.160
341.00	59.523
342.00	58.572
343.00	55.819
344.00	53.841
345.00	52.600
346.00	49.878
347.00	50.825
348.00	48.913
349.00	48.258
350.00	47.735
351.00	45.784
352.00	45.488
353.00	45.478
354.00	43.847
355.00	41.700
356.00	39.217
357.00	38.567
358.00	39.008
359.00	41.929
360.00	43.550
361.00	42.383
362.00	39.043
363.00	38.242
364.00	36.589
365.00	34.017
366.00	30.755
367.00	30.706
368.00	30.453
369.00	30.311
370.00	26.197
371.00	26.962
372.00	26.083
373.00	22.875
374.00	22.977
375.00	24.193
376.00	23.527
377.00	19.220
378.00	21.092
379.00	21.147
380.00	19.405
381.00	16.493
382.00	12.587
383.00	15.389
384.00	15.614
385.00	15.476
386.00	14.008
387.00	13.839
388.00	14.434
389.00	15.955
390.00	10.055
391.00	10.438
392.00	7.2647
393.00	7.5861
394.00	9.2460
395.00	6.9791
396.00	7.7595
397.00	4.3586
398.00	5.3434
399.00	5.8692
400.00	4.4201
