Wavelength (nm)	F04 abs e
200.00	4301.1
200.25	4379.5
200.50	4395.2
200.75	4431.9
201.00	4471.1
201.25	4403.5
201.50	4418.4
201.75	4477.5
202.00	4570.2
202.25	4459.1
202.50	4655.0
202.75	4613.5
203.00	4675.1
203.25	4827.0
203.50	4811.7
203.75	4683.4
204.00	4841.5
204.25	4884.3
204.50	4946.1
204.75	5019.7
205.00	5091.2
205.25	5130.0
205.50	5068.2
205.75	5194.3
206.00	5183.8
206.25	5246.0
206.50	5194.1
206.75	5360.3
207.00	5356.8
207.25	5421.5
207.50	5437.0
207.75	5309.0
208.00	5549.6
208.25	5429.2
208.50	5484.1
208.75	5464.9
209.00	5559.7
209.25	5606.3
209.50	5563.1
209.75	5607.8
210.00	5604.3
210.25	5692.9
210.50	5658.5
210.75	5700.0
211.00	5634.7
211.25	5627.0
211.50	5521.6
211.75	5623.9
212.00	5568.8
212.25	5519.9
212.50	5547.7
212.75	5584.0
213.00	5512.6
213.25	5527.8
213.50	5427.0
213.75	5437.1
214.00	5351.9
214.25	5330.3
214.50	5267.8
214.75	5168.8
215.00	5181.5
215.25	5205.0
215.50	5107.9
215.75	5073.5
216.00	4985.9
216.25	4947.4
216.50	5032.1
216.75	4858.7
217.00	4693.9
217.25	4768.6
217.50	4652.9
217.75	4600.8
218.00	4474.6
218.25	4361.5
218.50	4333.2
218.75	4231.9
219.00	4098.9
219.25	4012.0
219.50	3938.2
219.75	3833.0
220.00	3750.4
220.25	3654.8
220.50	3535.7
220.75	3423.2
221.00	3379.7
221.25	3261.9
221.50	3164.9
221.75	3063.0
222.00	2941.0
222.25	2820.9
222.50	2712.9
222.75	2637.6
223.00	2589.0
223.25	2461.3
223.50	2340.1
223.75	2261.8
224.00	2158.1
224.25	2053.9
224.50	2012.2
224.75	1882.6
225.00	1778.5
225.25	1710.7
225.50	1627.2
225.75	1566.2
226.00	1482.5
226.25	1424.7
226.50	1310.9
226.75	1255.4
227.00	1172.2
227.25	1099.0
227.50	1043.0
227.75	978.57
228.00	905.67
228.25	847.85
228.50	797.88
228.75	728.49
229.00	668.02
229.25	625.14
229.50	592.51
229.75	494.72
230.00	467.86
230.25	446.83
230.50	442.15
230.75	362.72
231.00	335.12
231.25	338.41
231.50	278.45
231.75	248.80
232.00	252.74
232.25	196.11
232.50	196.74
232.75	149.17
233.00	143.82
233.25	162.37
233.50	144.78
233.75	132.57
234.00	119.46
234.25	83.682
234.50	97.122
234.75	101.32
235.00	118.91
235.25	70.178
235.50	62.678
235.75	35.692
236.00	67.778
236.25	62.694
236.50	51.674
236.75	58.212
237.00	46.463
237.25	52.065
237.50	89.480
237.75	53.778
238.00	45.496
238.25	47.853
238.50	42.964
238.75	22.610
239.00	28.599
239.25	45.760
239.50	26.522
239.75	68.899
240.00	36.706
240.25	28.075
240.50	22.980
240.75	3.3773
241.00	43.715
241.25	23.800
241.50	47.420
241.75	33.947
242.00	36.934
242.25	7.6002
242.50	17.589
242.75	46.458
243.00	49.069
243.25	26.231
243.50	48.292
243.75	16.258
244.00	21.802
244.25	43.841
244.50	40.776
244.75	32.298
245.00	9.0431
245.25	31.807
245.50	11.200
245.75	7.4575
246.00	5.6288
246.25	6.7916
246.50	43.133
246.75	37.467
247.00	58.085
247.25	38.382
247.50	46.104
247.75	46.780
248.00	52.663
248.25	28.239
248.50	12.378
248.75	6.1256
249.00	40.559
249.25	40.887
249.50	54.586
249.75	23.636
250.00	26.818
250.25	26.157
250.50	4.1278
250.75	6.4428
251.00	24.291
251.25	49.703
251.50	34.936
251.75	19.307
252.00	27.695
252.25	62.816
252.50	22.922
252.75	42.684
253.00	26.241
253.25	43.181
253.50	66.415
253.75	51.960
254.00	44.026
254.25	22.552
254.50	44.523
254.75	55.770
255.00	16.369
255.25	12.574
255.50	27.256
255.75	41.606
256.00	47.816
256.25	32.341
256.50	17.404
256.75	43.329
257.00	69.776
257.25	18.483
257.50	33.852
257.75	39.349
258.00	57.060
258.25	30.892
258.50	12.167
258.75	32.689
259.00	8.6414
259.25	28.969
259.50	18.493
259.75	63.413
260.00	48.630
260.25	15.845
260.50	30.047
260.75	42.531
261.00	38.847
261.25	34.513
261.50	43.699
261.75	64.771
262.00	12.315
262.25	29.999
262.50	34.476
262.75	40.417
263.00	22.431
263.25	43.900
263.50	30.168
263.75	22.632
264.00	27.536
264.25	28.863
264.50	12.362
264.75	32.589
265.00	57.277
265.25	25.005
265.50	45.311
265.75	30.327
266.00	48.667
266.25	49.476
266.50	16.723
266.75	53.783
267.00	50.918
267.25	34.074
267.50	12.785
267.75	51.257
268.00	41.426
268.25	19.894
268.50	51.764
268.75	5.8032
269.00	16.627
269.25	50.110
269.50	62.012
269.75	14.952
270.00	34.788
270.25	30.602
270.50	41.389
270.75	40.765
271.00	44.148
271.25	26.865
271.50	34.909
271.75	65.680
272.00	2.1300
272.25	30.533
272.50	48.292
272.75	29.724
273.00	-0.61308
273.25	56.251
273.50	34.967
273.75	48.852
274.00	35.316
274.25	38.831
274.50	42.393
274.75	34.000
275.00	14.503
275.25	30.353
275.50	35.306
275.75	25.243
276.00	33.377
276.25	83.856
276.50	20.153
276.75	38.440
277.00	26.236
277.25	33.509
277.50	40.697
277.75	28.599
278.00	53.883
278.25	34.254
278.50	42.758
278.75	33.842
279.00	44.196
279.25	42.266
279.50	37.420
279.75	62.440
280.00	22.859
280.25	28.377
280.50	38.213
