Wavelength (nm)	Q06 abs e
300.00	6780.6
301.00	7144.3
302.00	7499.5
303.00	7893.3
304.00	8309.4
305.00	8762.0
306.00	9244.4
307.00	9753.5
308.00	10292
309.00	10866
310.00	11439
311.00	11998
312.00	12535
313.00	13028
314.00	13479
315.00	13907
316.00	14275
317.00	14629
318.00	14995
319.00	15326
320.00	15671
321.00	16027
322.00	16361
323.00	16706
324.00	17054
325.00	17405
326.00	17682
327.00	17889
328.00	17963
329.00	17877
330.00	17609
331.00	17207
332.00	16673
333.00	16059
334.00	15435
335.00	14789
336.00	14164
337.00	13596
338.00	13078
339.00	12631
340.00	12252
341.00	11946
342.00	11704
343.00	11503
344.00	11400
345.00	11318
346.00	11282
347.00	11282
348.00	11307
349.00	11407
350.00	11495
351.00	11580
352.00	11703
353.00	11862
354.00	12054
355.00	12280
356.00	12498
357.00	12768
358.00	13049
359.00	13319
360.00	13621
361.00	14034
362.00	14476
363.00	15003
364.00	15643
365.00	16412
366.00	17326
367.00	18402
368.00	19641
369.00	21060
370.00	22757
371.00	24618
372.00	26645
373.00	28773
374.00	31083
375.00	33425
376.00	35676
377.00	37779
378.00	39604
379.00	41126
380.00	42342
381.00	43487
382.00	44743
383.00	46354
384.00	48762
385.00	52348
386.00	57703
387.00	64873
388.00	73752
389.00	83805
390.00	96045
391.00	1.1055e+05
392.00	1.2817e+05
393.00	1.4905e+05
394.00	1.7305e+05
395.00	2.0248e+05
396.00	2.3874e+05
397.00	2.8025e+05
398.00	3.1924e+05
399.00	3.4398e+05
400.00	3.4660e+05
401.00	3.2890e+05
402.00	2.9641e+05
403.00	2.5516e+05
404.00	2.1233e+05
405.00	1.7137e+05
406.00	1.3563e+05
407.00	1.0519e+05
408.00	79471
409.00	60442
410.00	45888
411.00	35106
412.00	26900
413.00	21002
414.00	16869
415.00	13682
416.00	11366
417.00	9621.8
418.00	8304.6
419.00	7268.3
420.00	6469.6
421.00	5809.2
422.00	5303.2
423.00	4891.3
424.00	4598.8
425.00	4308.6
426.00	4046.0
427.00	3841.2
428.00	3660.6
429.00	3484.0
430.00	3327.7
431.00	3230.6
432.00	3110.0
433.00	3011.3
434.00	2957.0
435.00	2892.3
436.00	2788.6
437.00	2744.4
438.00	2686.0
439.00	2658.2
440.00	2626.0
441.00	2559.3
442.00	2565.6
443.00	2500.1
444.00	2475.4
445.00	2446.3
446.00	2404.2
447.00	2416.4
