Wavelength (nm)	I06 abs e
200.00	16011
201.00	15874
202.00	16806
203.00	18312
204.00	19794
205.00	21113
206.00	21874
207.00	22312
208.00	22372
209.00	21799
210.00	20753
211.00	19309
212.00	17699
213.00	15993
214.00	14528
215.00	13431
216.00	12601
217.00	11880
218.00	11263
219.00	10743
220.00	10321
221.00	9959.9
222.00	9615.6
223.00	9339.9
224.00	9212.3
225.00	9217.4
226.00	9266.5
227.00	9468.7
228.00	9948.9
229.00	10693
230.00	11753
231.00	13173
232.00	14962
233.00	17078
234.00	19515
235.00	22667
236.00	26440
237.00	30780
238.00	35735
239.00	41655
240.00	48594
241.00	55720
242.00	62753
243.00	71013
244.00	80503
245.00	89213
246.00	96278
247.00	1.0252e+05
248.00	1.0700e+05
249.00	1.0536e+05
250.00	94002
251.00	74970
252.00	54740
253.00	37645
254.00	25490
255.00	17463
256.00	12330
257.00	9036.6
258.00	6810.3
259.00	5289.1
260.00	4194.8
261.00	3387.9
262.00	2820.2
263.00	2342.6
264.00	2006.1
265.00	1699.9
266.00	1464.1
267.00	1265.3
268.00	1076.9
269.00	938.51
270.00	826.74
271.00	714.47
272.00	624.68
273.00	540.72
274.00	460.26
275.00	378.80
276.00	330.55
277.00	279.58
278.00	246.69
279.00	216.47
280.00	190.01
281.00	179.23
282.00	162.24
283.00	134.24
284.00	131.34
285.00	130.71
286.00	133.06
287.00	133.97
288.00	145.98
289.00	152.59
290.00	157.53
291.00	164.28
292.00	189.02
293.00	214.93
294.00	218.10
295.00	234.91
296.00	245.88
297.00	279.08
298.00	295.80
299.00	325.30
300.00	356.47
301.00	371.28
302.00	408.34
303.00	445.63
304.00	488.22
305.00	511.73
306.00	562.83
307.00	628.71
308.00	675.83
309.00	715.88
310.00	780.17
311.00	862.03
312.00	907.02
313.00	1014.6
314.00	1086.2
315.00	1181.3
316.00	1304.4
317.00	1371.3
318.00	1486.7
319.00	1575.7
320.00	1718.9
321.00	1880.8
322.00	2067.0
323.00	2250.7
324.00	2423.1
325.00	2579.8
326.00	2726.5
327.00	2902.5
328.00	3127.5
329.00	3391.8
330.00	3645.5
331.00	3881.4
332.00	4107.5
333.00	4298.9
334.00	4494.1
335.00	4752.3
336.00	5100.1
337.00	5517.6
338.00	5986.7
339.00	6394.4
340.00	6734.9
341.00	6995.5
342.00	7256.4
343.00	7565.0
344.00	7941.9
345.00	8381.4
346.00	8841.2
347.00	9205.3
348.00	9472.7
349.00	9610.8
350.00	9695.2
351.00	9801.8
352.00	10009
353.00	10360
354.00	10833
355.00	11342
356.00	11853
357.00	12287
358.00	12572
359.00	12773
360.00	12978
361.00	13100
362.00	13244
363.00	13340
364.00	13278
365.00	13031
366.00	12638
367.00	12110
368.00	11409
369.00	10713
370.00	9969.9
371.00	9242.7
372.00	8570.7
373.00	7889.3
374.00	7337.5
375.00	6841.1
376.00	6350.9
377.00	5904.4
378.00	5480.4
379.00	5131.7
380.00	4818.9
381.00	4532.4
382.00	4298.8
383.00	4083.3
384.00	3893.5
385.00	3677.1
386.00	3474.2
387.00	3284.9
388.00	3111.8
389.00	2962.3
390.00	2785.8
391.00	2704.2
392.00	2560.0
393.00	2435.8
394.00	2334.6
395.00	2204.6
396.00	2067.7
397.00	1946.5
398.00	1806.4
399.00	1645.3
400.00	1512.9
401.00	1380.2
402.00	1253.1
403.00	1134.5
404.00	1010.7
405.00	872.73
406.00	814.96
407.00	760.50
408.00	660.51
409.00	578.28
410.00	533.97
411.00	478.07
412.00	392.62
413.00	363.26
414.00	310.35
415.00	309.12
416.00	269.62
417.00	223.54
418.00	212.17
419.00	194.23
420.00	180.36
421.00	154.22
422.00	146.75
423.00	129.58
424.00	132.52
425.00	123.10
426.00	124.23
427.00	90.612
428.00	110.00
429.00	74.257
430.00	56.542
431.00	60.846
432.00	102.26
433.00	72.399
434.00	63.112
435.00	78.153
436.00	68.503
437.00	58.898
438.00	62.160
439.00	44.989
440.00	63.112
441.00	45.397
442.00	43.358
443.00	63.021
444.00	47.980
445.00	23.152
446.00	60.529
447.00	54.775
448.00	58.173
449.00	51.287
450.00	65.649
451.00	61.662
452.00	56.678
453.00	54.911
454.00	72.717
455.00	33.391
456.00	73.034
457.00	82.956
458.00	78.153
459.00	86.625
460.00	70.497
461.00	80.147
462.00	56.361
463.00	58.672
464.00	77.111
465.00	68.458
466.00	70.134
467.00	72.490
468.00	78.788
469.00	73.532
470.00	75.208
471.00	92.968
472.00	68.231
473.00	49.747
474.00	79.603
475.00	30.763
476.00	72.218
477.00	17.897
478.00	38.420
479.00	86.852
480.00	89.344
481.00	50.834
482.00	35.113
483.00	56.950
484.00	32.983
485.00	28.725
486.00	38.375
487.00	93.784
488.00	73.623
489.00	73.351
490.00	43.540
491.00	100.81
492.00	65.604
493.00	79.784
494.00	75.163
495.00	98.903
496.00	67.914
497.00	87.985
498.00	85.357
499.00	78.561
500.00	93.285
