Wavelength (nm)	G09 abs e
230.00	9496.8
231.00	8951.8
232.00	8851.2
233.00	9404.5
234.00	10571
235.00	10752
236.00	10629
237.00	9375.2
238.00	8660.7
239.00	8309.0
240.00	7709.0
241.00	7251.4
242.00	7250.7
243.00	7612.3
244.00	8079.5
245.00	8589.1
246.00	9188.5
247.00	9750.0
248.00	10289
249.00	10801
250.00	11325
251.00	11877
252.00	12443
253.00	13081
254.00	13732
255.00	14341
256.00	14803
257.00	15060
258.00	15100
259.00	14920
260.00	14589
261.00	14231
262.00	13925
263.00	13701
264.00	13551
265.00	13377
266.00	13064
267.00	12527
268.00	11670
269.00	10477
270.00	9071.7
271.00	7529.3
272.00	5995.5
273.00	4599.2
274.00	3410.8
275.00	2462.7
276.00	1737.4
277.00	1209.8
278.00	841.18
279.00	591.45
280.00	425.93
281.00	318.58
282.00	251.13
283.00	207.74
284.00	182.40
285.00	167.72
286.00	161.41
287.00	160.47
288.00	156.30
289.00	155.06
290.00	160.12
291.00	161.73
292.00	165.03
293.00	169.62
294.00	174.32
295.00	176.58
296.00	180.55
297.00	183.84
298.00	188.56
299.00	196.03
300.00	201.08
301.00	204.46
302.00	210.21
303.00	212.03
304.00	216.79
305.00	219.31
306.00	222.82
307.00	229.27
308.00	228.39
309.00	231.34
310.00	232.20
311.00	234.76
312.00	237.10
313.00	238.80
314.00	237.08
315.00	240.17
316.00	239.34
317.00	239.11
318.00	236.54
319.00	232.29
320.00	228.14
321.00	229.50
322.00	226.64
323.00	221.28
324.00	221.23
325.00	220.61
326.00	213.91
327.00	208.32
328.00	208.32
329.00	204.98
330.00	199.37
331.00	191.03
332.00	186.90
333.00	180.15
334.00	175.92
335.00	168.17
336.00	161.73
337.00	152.78
338.00	148.01
339.00	143.55
340.00	137.87
341.00	131.54
342.00	124.85
343.00	118.88
344.00	109.38
345.00	107.11
346.00	104.93
347.00	97.401
348.00	92.071
349.00	87.952
350.00	79.134
351.00	73.752
352.00	70.542
353.00	67.611
354.00	61.086
355.00	55.568
356.00	54.065
357.00	50.637
358.00	46.796
359.00	45.924
360.00	44.842
361.00	38.617
362.00	32.589
363.00	31.115
364.00	33.183
365.00	30.830
366.00	29.056
367.00	32.476
368.00	25.695
369.00	27.860
370.00	27.432
371.00	22.080
372.00	20.396
373.00	19.900
374.00	19.201
375.00	21.170
376.00	20.900
377.00	18.893
378.00	19.599
379.00	17.562
380.00	26.049
381.00	24.147
382.00	17.397
383.00	21.997
384.00	26.131
385.00	22.726
386.00	20.659
387.00	15.788
388.00	19.810
389.00	21.681
390.00	25.613
391.00	17.164
392.00	14.721
393.00	20.576
394.00	18.990
395.00	21.260
396.00	19.870
397.00	19.810
398.00	24.553
399.00	23.621
400.00	19.471
