Wavelength (nm)	Q28 abs e
350.00	12613
350.00	12613
350.00	12613
351.00	12368
352.00	12100
353.00	11840
354.00	11637
355.00	11469
356.00	11268
357.00	11183
358.00	11035
359.00	10929
360.00	10861
361.00	10779
362.00	10787
363.00	10740
364.00	10758
365.00	10799
366.00	10805
367.00	10846
368.00	10861
369.00	10976
370.00	11129
371.00	11203
372.00	11200
373.00	11295
374.00	11333
375.00	11433
376.00	11466
377.00	11569
378.00	11581
379.00	11699
380.00	11761
381.00	11790
382.00	11755
383.00	11852
384.00	11879
385.00	11761
386.00	11763
387.00	11634
388.00	11613
389.00	11525
390.00	11513
391.00	11395
392.00	11342
393.00	11250
394.00	11206
395.00	11094
396.00	11073
397.00	10967
398.00	10929
399.00	10864
400.00	10858
401.00	10838
402.00	10838
403.00	10838
404.00	10896
405.00	10905
406.00	10985
407.00	11082
408.00	11141
409.00	11283
410.00	11457
411.00	11563
412.00	11702
413.00	11852
414.00	12050
415.00	12244
416.00	12489
417.00	12713
418.00	13046
419.00	13391
420.00	13795
421.00	14332
422.00	14898
423.00	15556
424.00	16370
425.00	17287
426.00	18360
427.00	19572
428.00	20905
429.00	22394
430.00	23981
431.00	25750
432.00	27534
433.00	29387
434.00	31309
435.00	33197
436.00	34996
437.00	36812
438.00	38449
439.00	40021
440.00	41445
441.00	42802
442.00	44011
443.00	45178
444.00	46326
445.00	47629
446.00	49006
447.00	50740
448.00	52866
449.00	55674
450.00	59251
451.00	63695
452.00	69233
453.00	76104
454.00	84438
455.00	94214
456.00	1.0564e+05
457.00	1.1860e+05
458.00	1.3292e+05
459.00	1.4846e+05
460.00	1.6491e+05
461.00	1.8212e+05
462.00	1.9970e+05
463.00	2.1706e+05
464.00	2.3385e+05
465.00	2.4955e+05
466.00	2.6375e+05
467.00	2.7591e+05
468.00	2.8590e+05
469.00	2.9334e+05
470.00	2.9816e+05
471.00	3.0001e+05
472.00	2.9929e+05
473.00	2.9600e+05
474.00	2.9027e+05
475.00	2.8216e+05
476.00	2.7218e+05
477.00	2.6030e+05
478.00	2.4701e+05
479.00	2.3254e+05
480.00	2.1742e+05
481.00	2.0178e+05
482.00	1.8609e+05
483.00	1.7053e+05
484.00	1.5531e+05
485.00	1.4056e+05
486.00	1.2643e+05
487.00	1.1312e+05
488.00	1.0067e+05
489.00	89065
490.00	78440
491.00	68741
492.00	59956
493.00	52085
494.00	45004
495.00	38797
496.00	33365
497.00	28635
498.00	24586
499.00	21112
500.00	18186
501.00	15680
502.00	13583
503.00	11867
504.00	10431
505.00	9221.5
506.00	8283.7
507.00	7460.9
508.00	6862.3
509.00	6352.1
510.00	6010.0
511.00	5653.2
512.00	5479.2
513.00	5311.1
514.00	5196.1
515.00	5146.0
516.00	5128.3
517.00	5148.9
518.00	5148.9
519.00	5169.6
520.00	5249.2
521.00	5320.0
522.00	5334.7
523.00	5417.3
524.00	5467.4
525.00	5476.3
526.00	5464.5
527.00	5476.3
528.00	5476.3
529.00	5414.3
530.00	5367.1
531.00	5299.3
532.00	5169.6
533.00	5081.1
534.00	4995.6
535.00	4854.0
536.00	4712.5
537.00	4609.3
538.00	4467.7
539.00	4391.0
540.00	4252.4
541.00	4190.5
542.00	4149.2
543.00	4078.4
544.00	4063.7
545.00	4019.5
546.00	3992.9
547.00	3990.0
548.00	3969.3
549.00	3992.9
550.00	3990.0
551.00	4004.7
552.00	4010.6
553.00	3990.0
554.00	3995.9
555.00	4010.6
556.00	4016.5
557.00	4007.7
558.00	3992.9
559.00	3992.9
560.00	3948.7
561.00	3942.8
562.00	3931.0
563.00	3954.6
564.00	3877.9
565.00	3898.6
566.00	3872.0
567.00	3866.1
568.00	3833.7
569.00	3839.6
570.00	3824.8
571.00	3792.4
572.00	3804.2
573.00	3765.9
574.00	3733.4
575.00	3730.5
576.00	3695.1
577.00	3680.3
578.00	3680.3
579.00	3733.4
580.00	3706.9
581.00	3730.5
582.00	3754.1
583.00	3872.0
584.00	3951.6
585.00	4057.8
586.00	4234.7
587.00	4426.4
588.00	4632.9
589.00	4977.9
590.00	5349.5
591.00	5697.4
592.00	6136.8
593.00	6629.3
594.00	7130.6
595.00	7732.2
596.00	8357.4
597.00	9026.8
598.00	9696.3
599.00	10392
600.00	11112
601.00	11890
602.00	12633
603.00	13380
604.00	14117
605.00	14842
606.00	15559
607.00	16199
608.00	16842
609.00	17411
610.00	17930
611.00	18349
612.00	18732
613.00	18973
614.00	19142
615.00	19216
616.00	19186
617.00	19065
618.00	18868
619.00	18481
620.00	18145
621.00	17605
622.00	17142
623.00	16541
624.00	15981
625.00	15335
626.00	14733
627.00	14146
628.00	13562
629.00	13043
630.00	12563
631.00	12179
632.00	11890
633.00	11675
634.00	11643
635.00	11666
636.00	11858
637.00	12265
638.00	12772
639.00	13556
640.00	14515
641.00	15727
642.00	17137
643.00	18744
644.00	20581
645.00	22633
646.00	24845
647.00	27201
648.00	29590
649.00	32079
650.00	34524
651.00	36951
652.00	39177
653.00	41277
654.00	43135
655.00	44748
656.00	46057
657.00	47001
658.00	47626
659.00	47918
660.00	47815
661.00	47408
662.00	46600
663.00	45515
664.00	44158
665.00	42583
666.00	40796
667.00	38829
668.00	36647
669.00	34474
670.00	32203
671.00	29917
672.00	27644
673.00	25426
674.00	23253
675.00	21171
676.00	19186
677.00	17352
678.00	15612
679.00	13999
680.00	12521
681.00	11183
682.00	9985.3
683.00	8870.5
684.00	7853.1
685.00	6921.3
686.00	6148.6
687.00	5405.5
688.00	4780.3
689.00	4220.0
690.00	3733.4
691.00	3335.3
692.00	2960.8
693.00	2651.1
694.00	2371.0
695.00	2155.7
696.00	1913.9
697.00	1739.9
698.00	1604.2
699.00	1462.7
700.00	1347.7
701.00	1220.9
702.00	1159.0
703.00	1111.8
704.00	1011.5
705.00	949.57
706.00	893.54
707.00	887.64
708.00	846.36
709.00	822.77
710.00	763.79
711.00	734.30
712.00	751.99
713.00	719.55
714.00	704.81
715.00	669.42
716.00	678.27
717.00	663.52
718.00	642.88
719.00	610.44
720.00	595.69
721.00	598.64
722.00	592.75
723.00	554.41
724.00	554.41
725.00	560.31
726.00	530.82
727.00	533.77
728.00	551.46
729.00	524.92
730.00	477.74
731.00	498.38
732.00	516.07
733.00	468.89
734.00	483.63
735.00	430.55
736.00	471.84
737.00	445.30
738.00	483.63
739.00	483.63
740.00	442.35
741.00	421.70
742.00	457.09
743.00	415.81
744.00	439.40
745.00	430.55
746.00	409.91
747.00	389.27
748.00	406.96
749.00	389.27
750.00	404.01
751.00	421.70
752.00	404.01
753.00	383.37
754.00	383.37
755.00	374.52
756.00	409.91
757.00	409.91
758.00	395.16
759.00	401.06
760.00	356.83
761.00	406.96
762.00	368.62
763.00	395.16
764.00	386.32
765.00	427.60
766.00	412.86
767.00	421.70
768.00	424.65
769.00	383.37
770.00	415.81
771.00	439.40
772.00	383.37
773.00	436.45
774.00	439.40
775.00	409.91
776.00	418.76
777.00	442.35
778.00	421.70
779.00	421.70
780.00	398.11
781.00	442.35
782.00	424.65
783.00	445.30
784.00	468.89
785.00	468.89
786.00	471.84
787.00	454.14
788.00	486.58
789.00	483.63
790.00	468.89
791.00	486.58
792.00	483.63
793.00	501.33
794.00	489.53
795.00	510.17
796.00	477.74
797.00	486.58
798.00	513.12
799.00	510.17
800.00	477.74
