Wavelength (nm)	F05 abs e
235.00	2410.5
235.25	2334.2
235.50	2265.9
235.75	2204.0
236.00	2160.1
236.25	2117.1
236.50	2068.9
236.75	2028.8
237.00	1993.5
237.25	1962.7
237.50	1938.9
237.75	1920.0
238.00	1896.2
238.25	1881.7
238.50	1853.6
238.75	1831.5
239.00	1821.4
239.25	1809.0
239.50	1794.4
239.75	1773.1
240.00	1768.7
240.25	1753.8
240.50	1751.6
240.75	1747.5
241.00	1744.7
241.25	1751.8
241.50	1750.5
241.75	1742.9
242.00	1746.0
242.25	1746.0
242.50	1753.6
242.75	1742.0
243.00	1747.0
243.25	1759.5
243.50	1763.9
243.75	1774.6
244.00	1790.6
244.25	1789.8
244.50	1805.6
244.75	1817.1
245.00	1824.9
245.25	1832.7
245.50	1842.1
245.75	1865.1
246.00	1872.3
246.25	1893.1
246.50	1914.9
246.75	1936.2
247.00	1953.0
247.25	1971.8
247.50	1990.9
247.75	2008.0
248.00	2036.9
248.25	2055.9
248.50	2080.9
248.75	2095.1
249.00	2118.9
249.25	2151.9
249.50	2174.3
249.75	2208.8
250.00	2240.9
250.25	2261.7
250.50	2282.6
250.75	2320.6
251.00	2351.3
251.25	2379.9
251.50	2415.5
251.75	2444.1
252.00	2478.5
252.25	2513.2
252.50	2557.6
252.75	2589.3
253.00	2626.3
253.25	2663.3
253.50	2707.3
253.75	2745.7
254.00	2781.0
254.25	2815.1
254.50	2849.1
254.75	2861.2
255.00	2890.7
255.25	2925.1
255.50	2969.3
255.75	3004.1
256.00	3066.4
256.25	3114.1
256.50	3154.3
256.75	3181.3
257.00	3224.8
257.25	3287.4
257.50	3315.3
257.75	3354.0
258.00	3415.4
258.25	3447.3
258.50	3498.2
258.75	3529.9
259.00	3579.0
259.25	3628.1
259.50	3681.4
259.75	3722.0
260.00	3765.6
260.25	3808.7
260.50	3865.9
260.75	3913.3
261.00	3957.4
261.25	4003.4
261.50	4036.7
261.75	4090.4
262.00	4142.8
262.25	4205.1
262.50	4232.2
262.75	4286.6
263.00	4315.9
263.25	4369.2
263.50	4400.9
263.75	4438.6
264.00	4492.5
264.25	4518.3
264.50	4565.2
264.75	4618.0
265.00	4650.7
265.25	4690.1
265.50	4712.2
265.75	4743.7
266.00	4781.7
266.25	4825.7
266.50	4847.9
266.75	4896.1
267.00	4921.7
267.25	4932.1
267.50	4971.5
267.75	5009.2
268.00	5022.4
268.25	5059.1
268.50	5077.1
268.75	5104.4
269.00	5121.8
269.25	5171.1
269.50	5177.4
269.75	5213.6
270.00	5238.1
270.25	5256.4
270.50	5276.6
270.75	5287.9
271.00	5298.7
271.25	5321.9
271.50	5309.6
271.75	5342.4
272.00	5360.3
272.25	5332.6
272.50	5350.7
272.75	5346.2
273.00	5344.4
273.25	5333.9
273.50	5323.8
273.75	5340.3
274.00	5357.9
274.25	5337.8
274.50	5351.7
274.75	5373.8
275.00	5379.2
275.25	5414.2
275.50	5433.5
275.75	5457.0
276.00	5461.6
276.25	5492.7
276.50	5506.0
276.75	5506.4
277.00	5570.6
277.25	5552.8
277.50	5569.7
277.75	5554.8
278.00	5579.2
278.25	5567.4
278.50	5561.1
278.75	5571.5
279.00	5566.9
279.25	5573.7
279.50	5562.2
279.75	5563.3
280.00	5502.2
280.25	5518.9
280.50	5469.6
280.75	5459.6
281.00	5431.8
281.25	5391.1
281.50	5318.1
281.75	5254.0
282.00	5208.4
282.25	5158.0
282.50	5075.4
282.75	5009.7
283.00	4979.3
283.25	4880.8
283.50	4807.8
283.75	4750.2
284.00	4703.4
284.25	4653.6
284.50	4601.9
284.75	4573.0
285.00	4544.6
