Wavelength (nm)	I03 abs e
220.00	17539
220.25	17206
220.50	17543
220.75	17474
221.00	17384
221.25	17454
221.50	17150
221.75	17337
222.00	16995
222.25	16947
222.50	16722
222.75	16504
223.00	16282
223.25	16186
223.50	15894
223.75	15688
224.00	15458
224.25	15188
224.50	15139
224.75	14820
225.00	14727
225.25	14518
225.50	14399
225.75	14153
226.00	14009
226.25	13895
226.50	13839
226.75	13689
227.00	13628
227.25	13479
227.50	13408
227.75	13318
228.00	13289
228.25	13180
228.50	13184
228.75	13050
229.00	12964
229.25	12864
229.50	12902
229.75	12864
230.00	12784
230.25	12748
230.50	12643
230.75	12610
231.00	12610
231.25	12634
231.50	12553
231.75	12554
232.00	12476
232.25	12456
232.50	12440
232.75	12456
233.00	12375
233.25	12406
233.50	12422
233.75	12463
234.00	12422
234.25	12471
234.50	12485
234.75	12599
235.00	12674
235.25	12668
235.50	12790
235.75	12829
236.00	12958
236.25	13013
236.50	13118
236.75	13236
237.00	13327
237.25	13425
237.50	13671
237.75	13761
238.00	13845
238.25	14033
238.50	14176
238.75	14297
239.00	14511
239.25	14630
239.50	14787
239.75	15062
240.00	15224
240.25	15408
240.50	15564
240.75	15839
241.00	16038
241.25	16227
241.50	16503
241.75	16740
242.00	16928
242.25	17136
242.50	17366
242.75	17598
243.00	17876
243.25	18126
243.50	18460
243.75	18707
244.00	18924
244.25	19189
244.50	19496
244.75	19779
245.00	19924
245.25	20270
245.50	20631
245.75	20948
246.00	21173
246.25	21555
246.50	21785
246.75	22106
247.00	22385
247.25	22695
247.50	23006
247.75	23372
248.00	23675
248.25	24004
248.50	24374
248.75	24709
249.00	25032
249.25	25287
249.50	25637
249.75	26002
250.00	26268
250.25	26696
250.50	26949
250.75	27365
251.00	27650
251.25	27948
251.50	28311
251.75	28605
252.00	29054
252.25	29301
252.50	29706
252.75	30094
253.00	30475
253.25	30829
253.50	31199
253.75	31518
254.00	31887
254.25	32251
254.50	32601
254.75	32769
255.00	32827
255.25	33267
255.50	33737
255.75	34059
256.00	34392
256.25	34683
256.50	35130
256.75	35395
257.00	35845
257.25	36158
257.50	36447
257.75	36775
258.00	37088
258.25	37475
258.50	37864
258.75	37974
259.00	38281
259.25	38700
259.50	38881
259.75	39209
260.00	39521
260.25	39795
260.50	40181
260.75	40036
261.00	40552
261.25	40914
261.50	41171
261.75	41370
262.00	41714
262.25	41801
262.50	42270
262.75	42461
263.00	42577
263.25	42790
263.50	43054
263.75	43383
264.00	43609
264.25	43863
264.50	44178
264.75	44398
265.00	44732
265.25	44899
265.50	45279
265.75	45599
266.00	45863
266.25	45890
