Wavelength (nm)	N02 abs e
200.00	29163
201.00	32422
202.00	33147
203.00	32684
204.00	31940
205.00	31056
206.00	29948
207.00	28749
208.00	27587
209.00	26406
210.00	25298
211.00	24270
212.00	23400
213.00	22641
214.00	22029
215.00	21503
216.00	21082
217.00	20760
218.00	20533
219.00	20369
220.00	20260
221.00	20202
222.00	20201
223.00	20246
224.00	20337
225.00	20501
226.00	20726
227.00	21041
228.00	21474
229.00	22015
230.00	22698
231.00	23561
232.00	24538
233.00	25689
234.00	26973
235.00	28407
236.00	29937
237.00	31557
238.00	33227
239.00	34822
240.00	36397
241.00	37822
242.00	38891
243.00	39412
244.00	39084
245.00	37759
246.00	35487
247.00	32538
248.00	29286
249.00	26170
250.00	23323
251.00	20897
252.00	18952
253.00	17355
254.00	16116
255.00	15086
256.00	14251
257.00	13580
258.00	13043
259.00	12646
260.00	12349
261.00	12151
262.00	12042
263.00	11953
264.00	11811
265.00	11656
266.00	11413
267.00	11097
268.00	10713
269.00	10315
270.00	9924.5
271.00	9554.5
272.00	9242.9
273.00	8962.4
274.00	8753.6
275.00	8577.2
276.00	8451.8
277.00	8391.4
278.00	8363.8
279.00	8352.1
280.00	8387.9
281.00	8426.3
282.00	8480.2
283.00	8548.7
284.00	8599.6
285.00	8654.7
286.00	8697.8
287.00	8765.2
288.00	8807.8
289.00	8802.9
290.00	8762.9
291.00	8666.6
292.00	8490.7
293.00	8214.2
294.00	7889.5
295.00	7491.5
296.00	7044.7
297.00	6580.0
298.00	6108.2
299.00	5670.9
300.00	5244.4
301.00	4852.5
302.00	4492.8
303.00	4175.5
304.00	3901.2
305.00	3666.0
306.00	3485.5
307.00	3324.3
308.00	3201.9
309.00	3118.4
310.00	3058.2
311.00	3045.8
312.00	3054.0
313.00	3093.3
314.00	3149.9
315.00	3225.8
316.00	3313.9
317.00	3414.5
318.00	3521.3
319.00	3629.6
320.00	3742.2
321.00	3846.9
322.00	3955.6
323.00	4076.1
324.00	4208.0
325.00	4374.5
326.00	4557.1
327.00	4746.5
328.00	4959.1
329.00	5173.4
330.00	5399.4
331.00	5591.8
332.00	5752.9
333.00	5886.3
334.00	5961.2
335.00	5983.7
336.00	5933.9
337.00	5833.0
338.00	5694.3
339.00	5511.7
340.00	5311.7
341.00	5081.2
342.00	4818.1
343.00	4560.9
344.00	4291.3
345.00	4018.3
346.00	3725.6
347.00	3454.6
348.00	3195.1
349.00	2928.4
350.00	2694.6
351.00	2466.2
352.00	2246.5
353.00	2067.9
354.00	1885.5
355.00	1739.3
356.00	1612.7
357.00	1487.8
358.00	1377.1
359.00	1297.5
360.00	1232.8
361.00	1154.2
362.00	1113.9
363.00	1094.1
364.00	1087.4
365.00	1058.4
366.00	1056.9
367.00	1046.4
368.00	1041.2
369.00	1035.5
370.00	1059.0
371.00	1070.4
372.00	1062.2
373.00	1056.9
374.00	1107.4
375.00	1100.1
376.00	1109.7
377.00	1152.8
378.00	1164.7
379.00	1160.7
380.00	1199.6
381.00	1223.7
382.00	1222.8
383.00	1249.6
384.00	1271.5
385.00	1285.5
386.00	1296.2
