Wavelength (nm)	C01 abs e
230.00	2028.3
231.00	1645.7
232.00	1390.6
233.00	1245.3
234.00	1171.7
235.00	1129.3
236.00	1125.2
237.00	1157.3
238.00	1211.0
239.00	1243.4
240.00	1289.1
241.00	1336.6
242.00	1414.2
243.00	1515.1
244.00	1629.7
245.00	1778.0
246.00	1938.5
247.00	2075.0
248.00	2183.4
249.00	2262.7
250.00	2338.2
251.00	2459.5
252.00	2669.9
253.00	2881.3
254.00	3131.8
255.00	3369.6
256.00	3569.7
257.00	3679.2
258.00	3730.9
259.00	3699.5
260.00	3755.5
261.00	4033.9
262.00	4400.2
263.00	4649.9
264.00	4971.2
265.00	5300.1
266.00	5414.4
267.00	5225.2
268.00	4967.3
269.00	4679.9
270.00	4605.9
271.00	4950.6
272.00	5374.2
273.00	5538.3
274.00	5722.6
275.00	6000.0
276.00	5959.1
277.00	5333.1
278.00	4625.9
279.00	3988.7
280.00	3531.9
281.00	3444.4
282.00	3609.3
283.00	3928.8
284.00	3892.3
285.00	3895.7
286.00	4029.5
287.00	3861.0
288.00	3349.1
289.00	2449.7
290.00	1599.8
291.00	1077.3
292.00	767.22
293.00	585.54
294.00	441.57
295.00	363.62
296.00	315.70
297.00	346.26
298.00	329.68
299.00	285.81
300.00	279.73
301.00	292.66
302.00	272.96
303.00	240.76
304.00	224.26
305.00	213.59
306.00	202.60
307.00	157.38
308.00	133.94
309.00	142.36
310.00	212.11
311.00	264.02
312.00	191.54
313.00	102.65
314.00	22.743
315.00	46.527
316.00	34.808
317.00	13.672
318.00	3.1683
319.00	33.680
320.00	27.214
321.00	48.306
322.00	14.323
323.00	5.5555
324.00	23.785
325.00	-7.6388
326.00	31.206
327.00	-3.0381
328.00	7.0746
329.00	-14.800
330.00	23.264
331.00	8.8975
332.00	-22.439
333.00	24.436
334.00	-16.233
335.00	-1.6493
336.00	-8.8541
337.00	4.1666
338.00	17.969
339.00	1.4757
340.00	18.403
