Wavelength (nm)	H11 abs e
253.25	6317.5
253.50	6475.5
253.75	6507.0
254.00	6590.0
254.25	6699.3
254.50	6658.8
254.75	6626.1
255.00	6735.8
255.25	6788.9
255.50	6956.8
255.75	7016.6
256.00	7003.2
256.25	7130.2
256.50	7192.4
256.75	7173.1
257.00	7303.7
257.25	7397.2
257.50	7429.5
257.75	7521.5
258.00	7541.2
258.25	7639.5
258.50	7652.4
258.75	7707.5
259.00	7797.1
259.25	7829.8
259.50	7905.3
259.75	7877.4
260.00	7940.3
260.25	8043.3
260.50	8076.3
260.75	8105.4
261.00	8160.1
261.25	8113.7
261.50	8161.7
261.75	8261.9
262.00	8274.1
262.25	8303.6
262.50	8377.9
262.75	8355.5
263.00	8328.0
263.25	8407.8
263.50	8357.1
263.75	8407.0
264.00	8506.1
264.25	8480.6
264.50	8493.5
264.75	8517.1
265.00	8487.2
265.25	8502.2
265.50	8594.6
265.75	8636.3
266.00	8566.7
266.25	8488.4
266.50	8542.3
266.75	8512.0
267.00	8556.1
267.25	8551.3
267.50	8541.1
267.75	8486.5
268.00	8523.4
268.25	8517.1
268.50	8578.9
268.75	8377.9
269.00	8375.6
269.25	8360.2
269.50	8356.7
269.75	8269.8
270.00	8172.7
270.25	8122.3
270.50	8067.7
270.75	8055.9
271.00	8026.4
271.25	7958.8
271.50	7934.4
271.75	7865.2
272.00	7745.2
272.25	7704.7
272.50	7614.3
272.75	7641.8
273.00	7516.4
273.25	7498.3
273.50	7390.6
273.75	7345.3
274.00	7293.8
274.25	7263.2
274.50	7131.4
274.75	7128.3
275.00	6995.0
275.25	7032.7
275.50	6845.6
275.75	6781.5
276.00	6814.1
276.25	6702.0
276.50	6732.7
276.75	6686.3
277.00	6568.3
277.25	6444.1
277.50	6451.2
277.75	6393.0
278.00	6378.0
278.25	6274.6
278.50	6263.2
278.75	6192.8
279.00	6137.4
279.25	6100.8
279.50	6125.6
279.75	6145.6
280.00	6066.6
280.25	5946.3
280.50	5881.8
280.75	5838.1
281.00	5792.9
281.25	5806.7
281.50	5779.9
281.75	5694.6
282.00	5644.3
282.25	5592.0
282.50	5512.9
282.75	5509.0
283.00	5463.0
283.25	5496.0
283.50	5389.9
283.75	5360.4
284.00	5259.7
284.25	5239.3
284.50	5163.8
284.75	5177.1
285.00	5150.0
285.25	5154.7
285.50	5048.1
285.75	5056.8
286.00	4957.7
286.25	4952.2
286.50	4909.3
286.75	4798.1
287.00	4816.1
287.25	4772.1
287.50	4711.9
287.75	4699.8
288.00	4645.5
288.25	4651.4
288.50	4630.2
288.75	4621.1
289.00	4492.1
289.25	4467.0
289.50	4522.8
289.75	4514.2
290.00	4503.5
290.25	4516.1
290.50	4465.0
290.75	4467.4
291.00	4480.3
291.25	4512.2
291.50	4482.3
291.75	4457.5
292.00	4514.2
292.25	4545.2
292.50	4483.5
292.75	4509.4
293.00	4532.6
293.25	4549.9
293.50	4616.0
293.75	4519.7
294.00	4596.7
294.25	4602.6
294.50	4564.1
294.75	4506.3
295.00	4494.1
295.25	4491.0
295.50	4518.5
295.75	4545.2
296.00	4460.3
296.25	4464.6
296.50	4441.4
296.75	4340.4
297.00	4395.4
297.25	4231.4
297.50	4147.7
297.75	4049.4
298.00	3996.3
298.25	3903.1
298.50	3738.3
298.75	3684.9
299.00	3592.8
299.25	3399.0
299.50	3353.0
299.75	3241.7
300.00	3098.2
300.25	2967.6
300.50	2866.6
300.75	2798.9
301.00	2686.9
301.25	2535.5
301.50	2485.9
301.75	2336.5
302.00	2242.1
302.25	2189.8
302.50	2077.8
302.75	2013.3
303.00	1972.8
303.25	1942.1
303.50	1824.1
303.75	1662.9
304.00	1682.6
304.25	1615.7
304.50	1548.9
304.75	1585.5
305.00	1370.4
305.25	1443.1
305.50	1348.7
305.75	1420.7
306.00	1309.0
306.25	1370.4
306.50	1260.3
306.75	1289.4
307.00	1291.7
307.25	1170.2
307.50	1147.0
307.75	1184.4
308.00	1151.3
308.25	1237.5
308.50	1140.3
308.75	1082.1
309.00	1106.5
309.25	1203.3
309.50	1134.4
309.75	1066.4
310.00	1158.4
310.25	1042.4
310.50	1012.1
310.75	1394.4
311.00	1253.6
311.25	1114.4
311.50	1205.6
311.75	1246.5
312.00	1191.5
312.25	1432.1
312.50	1111.6
312.75	1104.6
313.00	983.83
313.25	1178.9
313.50	1412.8
313.75	922.10
314.00	788.01
314.25	1011.4
314.50	1119.9
314.75	1118.7
315.00	1064.4
315.25	1286.2
315.50	1184.8
315.75	843.06
316.00	1185.6
316.25	1226.8
316.50	1085.3
316.75	1228.0
317.00	929.57
317.25	1204.4
317.50	1033.8
317.75	1192.2
318.00	1224.9
318.25	1025.5
318.50	986.19
318.75	768.35
319.00	1145.4
319.25	1177.3
319.50	1128.5
319.75	999.17
320.00	1039.7
320.25	1112.8
320.50	912.66
320.75	1040.9
321.00	1106.9
321.25	1037.7
321.50	1042.0
321.75	836.38
322.00	956.70
322.25	882.38
322.50	952.38
322.75	850.53
323.00	836.38
323.25	1037.7
323.50	766.38
323.75	799.41
324.00	961.42
324.25	788.40
324.50	1077.4
324.75	883.56
325.00	789.58
325.25	749.87
325.50	581.57
325.75	579.60
326.00	780.93
326.25	751.05
326.50	718.02
326.75	798.63
327.00	647.24
327.25	682.24
327.50	634.66
327.75	834.41
328.00	893.39
328.25	848.17
328.50	799.41
328.75	832.44
329.00	506.47
329.25	675.55
329.50	675.94
329.75	790.37
330.00	527.70
330.25	597.69
330.50	557.19
330.75	724.70
331.00	728.24
331.25	498.60
331.50	574.89
331.75	653.53
332.00	545.39
332.25	458.49
332.50	390.47
332.75	642.52
333.00	639.77
333.25	574.89
333.50	506.07
333.75	585.11
334.00	366.09
334.25	657.46
334.50	326.37
334.75	447.48
335.00	500.17
335.25	475.80
335.50	613.82
335.75	562.30
336.00	501.75
336.25	423.89
336.50	404.23
336.75	327.16
337.00	468.72
337.25	530.45
337.50	544.22
337.75	614.60
338.00	267.00
338.25	557.98
338.50	659.04
338.75	693.25
339.00	297.67
339.25	603.20
339.50	505.68
339.75	444.34
340.00	501.35
340.25	522.98
340.50	668.87
340.75	810.42
341.00	372.38
341.25	664.54
341.50	708.97
341.75	548.54
342.00	536.74
342.25	494.28
342.50	485.23
342.75	510.40
343.00	592.58
343.25	608.31
343.50	640.55
343.75	431.36
344.00	537.53
344.25	782.11
344.50	703.08
344.75	738.86
345.00	610.28
345.25	570.17
345.50	569.38
345.75	675.94
346.00	611.46
346.25	522.20
346.50	683.02
346.75	702.68
347.00	597.69
347.25	506.47
347.50	686.95
347.75	808.46
348.00	955.13
348.25	690.49
348.50	810.42
348.75	676.34
349.00	714.48
349.25	870.19
349.50	923.67
349.75	789.19
350.00	772.28
350.25	762.06
350.50	850.14
350.75	1068.4
351.00	930.75
351.25	819.86
351.50	801.38
351.75	984.62
352.00	999.96
352.25	1051.5
352.50	1019.2
352.75	1045.2
353.00	971.25
353.25	1189.1
353.50	845.03
353.75	1149.0
354.00	1062.5
354.25	1047.1
354.50	994.06
354.75	992.49
355.00	1206.4
355.25	996.42
355.50	1107.3
355.75	1142.3
356.00	1235.9
356.25	1071.9
356.50	1170.2
356.75	1321.2
357.00	1308.2
357.25	1238.2
357.50	1271.7
357.75	1373.9
358.00	1296.1
358.25	1379.0
358.50	1424.2
358.75	1523.7
359.00	1310.6
359.25	1664.5
359.50	1471.0
359.75	1514.3
360.00	1492.7
360.25	1469.9
360.50	1506.0
360.75	1538.3
361.00	1578.8
361.25	1712.1
361.50	1643.3
361.75	1732.1
362.00	1794.7
362.25	1668.4
362.50	1938.6
362.75	1829.3
363.00	1975.9
363.25	1989.3
363.50	1823.0
363.75	2031.0
364.00	2064.4
364.25	2145.8
364.50	2171.0
364.75	2165.5
365.00	2144.2
365.25	2163.5
365.50	2141.9
365.75	2130.5
366.00	2498.1
366.25	2353.0
366.50	2412.8
366.75	2517.8
367.00	2625.5
367.25	2551.2
367.50	2739.2
367.75	2666.8
368.00	2819.0
368.25	2754.5
368.50	2789.1
368.75	2785.2
369.00	2759.6
369.25	2960.9
369.50	3010.5
369.75	3070.3
370.00	3013.6
370.25	3173.3
370.50	3171.7
370.75	3264.9
371.00	3303.8
371.25	3442.6
371.50	3335.3
371.75	3415.9
372.00	3434.4
372.25	3610.5
372.50	3642.4
372.75	3578.7
373.00	3675.8
373.25	3707.3
373.50	3820.5
373.75	4006.9
374.00	3954.6
374.25	4052.5
374.50	4063.1
374.75	4039.1
375.00	4268.8
375.25	4233.0
375.50	4203.9
375.75	4255.8
376.00	4454.4
376.25	4512.6
376.50	4624.6
376.75	4821.3
377.00	4827.2
377.25	4936.1
377.50	5128.4
377.75	5021.4
378.00	5207.8
378.25	5159.0
378.50	5163.0
378.75	5304.1
379.00	5478.3
379.25	5522.8
379.50	5643.1
379.75	5756.7
380.00	5762.2
380.25	5882.2
380.50	6026.5
380.75	6064.6
381.00	6172.4
381.25	6296.6
381.50	6302.9
381.75	6398.1
382.00	6586.0
382.25	6638.7
382.50	6725.2
382.75	6834.9
383.00	6919.1
383.25	7180.6
383.50	7278.5
383.75	7303.3
384.00	7479.4
384.25	7584.4
384.50	7539.6
384.75	7786.5
385.00	7902.5
385.25	7829.0
385.50	8190.4
385.75	8196.7
386.00	8385.8
386.25	8492.0
386.50	8489.2
386.75	8667.3
387.00	8784.1
387.25	8961.1
387.50	9118.8
387.75	9210.4
388.00	9337.4
388.25	9419.2
388.50	9602.4
388.75	9672.0
389.00	9917.0
389.25	10052
389.50	10176
389.75	10275
390.00	10430
390.25	10607
390.50	10727
390.75	11017
391.00	11055
391.25	11217
391.50	11415
391.75	11494
392.00	11678
392.25	11646
392.50	12051
392.75	12127
393.00	12349
393.25	12458
393.50	12574
393.75	12769
394.00	12976
394.25	13098
394.50	13349
394.75	13448
395.00	13664
395.25	13734
395.50	13969
395.75	14225
396.00	14360
396.25	14828
396.50	14864
396.75	15050
397.00	15179
397.25	15495
397.50	15523
397.75	15815
398.00	15915
398.25	16247
398.50	16157
398.75	16330
399.00	16704
399.25	16752
399.50	16993
399.75	17254
400.00	17429
400.25	17630
400.50	17845
400.75	18197
401.00	18307
401.25	18505
401.50	18660
401.75	18881
402.00	19038
402.25	19276
402.50	19372
402.75	19721
403.00	19900
403.25	20092
403.50	20482
403.75	20515
404.00	20886
404.25	20892
404.50	21205
404.75	21480
405.00	21653
405.25	21798
405.50	22115
405.75	22347
406.00	22613
406.25	22749
406.50	23013
406.75	23150
407.00	23609
407.25	23679
407.50	23960
407.75	24319
408.00	24514
408.25	24717
408.50	25081
408.75	25030
409.00	25405
409.25	25632
409.50	25864
409.75	26050
410.00	26359
410.25	26665
410.50	26905
410.75	27030
411.00	27112
411.25	27527
411.50	27748
411.75	28046
412.00	28365
412.25	28537
412.50	28879
412.75	29054
413.00	29230
413.25	29521
413.50	29797
413.75	30029
414.00	30123
414.25	30439
414.50	30515
414.75	30667
415.00	31079
415.25	31307
415.50	31321
415.75	31674
416.00	32002
416.25	32045
416.50	32510
416.75	32652
417.00	32862
417.25	33151
417.50	33441
417.75	33820
418.00	33958
418.25	34277
418.50	34442
418.75	34650
419.00	34995
419.25	35083
419.50	35386
419.75	35640
420.00	35957
420.25	36073
420.50	36316
420.75	36539
421.00	36782
421.25	36972
421.50	37250
421.75	37626
422.00	37835
422.25	38055
422.50	38304
422.75	38469
423.00	38714
423.25	38947
423.50	39110
423.75	39217
424.00	39751
424.25	39845
424.50	39915
424.75	40253
425.00	40449
425.25	40589
425.50	41039
425.75	41196
426.00	41133
426.25	41393
426.50	41751
426.75	41813
427.00	42102
427.25	42142
427.50	42422
427.75	42591
428.00	42965
428.25	43038
428.50	43129
428.75	43223
429.00	43602
429.25	43984
429.50	43930
429.75	43876
430.00	44281
430.25	44337
430.50	44641
430.75	44584
431.00	44786
431.25	45052
431.50	45098
431.75	45114
432.00	45496
432.25	45310
432.50	45463
432.75	45703
433.00	45672
433.25	45852
433.50	45896
433.75	46133
434.00	46139
434.25	46322
434.50	46296
434.75	46378
435.00	46330
435.25	46560
435.50	46512
435.75	46218
436.00	46800
436.25	46595
436.50	46527
436.75	46378
437.00	46569
437.25	46489
437.50	46426
437.75	46403
438.00	46436
438.25	46300
438.50	46206
438.75	46088
439.00	46131
439.25	45926
439.50	45937
439.75	45749
440.00	45468
440.25	45550
440.50	45314
440.75	45053
441.00	44907
441.25	44764
441.50	44457
441.75	44238
442.00	44214
442.25	43992
442.50	43604
442.75	43369
443.00	43282
443.25	43085
443.50	42629
443.75	42353
444.00	42255
444.25	41966
444.50	41487
444.75	41133
445.00	40934
445.25	40524
445.50	40248
445.75	39792
446.00	39340
446.25	39124
446.50	38716
446.75	38344
447.00	37942
447.25	37603
447.50	37102
447.75	36816
448.00	36266
448.25	35746
448.50	35403
448.75	34988
449.00	34425
449.25	34081
449.50	33731
449.75	33211
450.00	32812
450.25	32275
450.50	31823
450.75	31199
451.00	30754
451.25	30290
451.50	29794
451.75	29176
452.00	28783
452.25	28246
452.50	27807
452.75	27217
453.00	26816
453.25	26327
453.50	25715
453.75	25403
454.00	24789
454.25	24427
454.50	24180
454.75	23916
455.00	23318
455.25	22946
455.50	22386
455.75	21870
456.00	21398
456.25	20870
456.50	20410
456.75	19987
457.00	19399
457.25	18981
457.50	18538
457.75	18086
458.00	17540
458.25	17041
458.50	16676
458.75	16297
459.00	15813
459.25	15431
459.50	14955
459.75	14413
460.00	14138
460.25	13660
460.50	13294
460.75	12835
461.00	12563
461.25	12170
461.50	11797
461.75	11442
462.00	11073
462.25	10757
462.50	10397
462.75	10094
463.00	9708.6
463.25	9292.2
463.50	9134.9
463.75	8798.3
464.00	8604.8
464.25	8303.2
464.50	8032.7
464.75	7686.6
465.00	7445.2
465.25	7185.3
465.50	6994.6
465.75	6762.2
466.00	6592.3
466.25	6262.8
466.50	6029.6
466.75	5792.5
467.00	5655.7
467.25	5365.5
467.50	5274.6
467.75	5014.3
468.00	4934.5
468.25	4701.3
468.50	4511.4
468.75	4353.3
469.00	4145.3
469.25	4004.5
469.50	3829.2
469.75	3750.5
470.00	3515.4
470.25	3364.8
470.50	3279.1
470.75	3120.2
471.00	3093.8
471.25	2906.3
471.50	2812.3
471.75	2689.6
472.00	2520.9
472.25	2358.9
472.50	2409.6
472.75	2269.3
473.00	2195.7
473.25	2010.1
473.50	2080.5
473.75	1883.1
474.00	1809.6
474.25	1727.8
474.50	1661.7
474.75	1629.5
475.00	1571.7
475.25	1473.0
475.50	1251.2
475.75	1317.7
476.00	1212.7
476.25	1198.1
476.50	1216.2
476.75	1092.0
477.00	1023.2
477.25	925.24
477.50	983.83
477.75	958.27
478.00	832.05
478.25	844.63
478.50	736.50
478.75	782.11
479.00	719.98
479.25	792.34
479.50	676.73
479.75	609.88
480.00	577.25
480.25	535.96
480.50	542.25
480.75	546.57
481.00	456.92
481.25	499.00
481.50	501.35
481.75	471.47
482.00	413.27
482.25	320.47
482.50	392.83
482.75	393.61
483.00	289.80
483.25	270.93
483.50	311.82
483.75	248.51
484.00	217.84
484.25	254.41
484.50	281.54
484.75	219.02
485.00	268.96
485.25	180.88
485.50	219.81
485.75	218.63
486.00	179.31
486.25	246.16
486.50	169.87
486.75	167.90
487.00	108.53
487.25	70.779
487.50	117.57
487.75	173.80
488.00	148.64
488.25	129.37
488.50	136.45
488.75	111.28
489.00	178.13
489.25	68.027
489.50	71.173
489.75	128.58
490.00	62.915
490.25	66.454
490.50	88.474
490.75	24.773
491.00	42.468
491.25	86.115
491.50	77.071
491.75	0.78643
492.00	101.84
492.25	47.973
492.50	32.244
492.75	12.583
493.00	32.244
493.25	114.03
493.50	35.390
493.75	69.600
494.00	-58.590
494.25	1.9661
494.50	102.24
494.75	58.983
495.00	35.390
495.25	11.403
495.50	90.834
495.75	0.39321
496.00	-41.681
496.25	35.390
496.50	69.600
496.75	85.722
497.00	35.390
497.25	22.020
497.50	51.512
497.75	29.885
498.00	-7.0780
498.25	-48.759
498.50	38.535
498.75	28.312
499.00	-78.251
499.25	20.054
499.50	37.749
499.75	78.251
500.00	25.559
500.25	49.152
500.50	-14.942
500.75	-63.308
501.00	27.132
501.25	-9.0440
501.50	-32.244
501.75	-78.644
502.00	-12.190
502.25	40.895
502.50	-9.4373
502.75	44.041
503.00	65.274
503.25	62.129
503.50	60.163
503.75	-16.122
504.00	-31.851
504.25	62.129
504.50	-3.5390
504.75	-16.908
505.00	56.230
505.25	33.424
505.50	38.535
505.75	15.729
506.00	-49.152
506.25	-12.190
506.50	44.827
506.75	44.434
507.00	73.532
507.25	-49.939
507.50	49.939
507.75	-1.9661
508.00	13.369
508.25	3.5390
508.50	-3.9322
508.75	49.939
509.00	0.78643
509.25	-71.173
509.50	-33.030
509.75	-8.6508
510.00	41.681
510.25	-11.797
510.50	36.569
510.75	35.783
511.00	82.969
511.25	-14.156
511.50	67.240
511.75	-13.369
512.00	45.613
512.25	106.17
512.50	-11.797
512.75	16.122
513.00	-18.088
513.25	24.380
513.50	-33.424
513.75	-86.115
514.00	-36.963
514.25	55.837
514.50	-60.556
514.75	76.285
515.00	2.3593
515.25	-13.369
515.50	-45.220
515.75	24.773
516.00	37.749
516.25	3.1457
516.50	-3.9322
516.75	-14.549
517.00	-12.976
517.25	-6.6847
517.50	-7.0780
517.75	0.39321
518.00	101.06
518.25	-100.27
518.50	46.400
518.75	-45.220
519.00	40.502
519.25	-7.0780
519.50	34.603
519.75	51.905
520.00	27.919
520.25	24.380
520.50	63.308
520.75	0.39321
521.00	54.264
521.25	51.118
521.50	-30.671
521.75	-7.4712
522.00	25.559
522.25	40.502
522.50	44.434
522.75	2.3593
523.00	47.186
523.25	-12.976
523.50	37.749
523.75	18.088
524.00	-38.929
524.25	19.661
524.50	68.420
524.75	-14.942
525.00	21.627
525.25	92.800
525.50	-1.1797
525.75	47.580
526.00	1.9661
526.25	13.763
526.50	-11.797
526.75	3.1457
527.00	20.447
527.25	35.783
527.50	-13.369
527.75	-22.020
528.00	-29.885
528.25	20.447
528.50	85.329
528.75	7.4712
529.00	93.979
529.25	5.5051
529.50	-59.769
529.75	1.1797
530.00	2.3593
530.25	-90.047
530.50	-62.129
530.75	25.952
531.00	75.498
531.25	40.108
531.50	-15.729
531.75	11.010
532.00	22.020
532.25	-20.054
532.50	68.027
532.75	44.827
533.00	33.424
533.25	8.2576
533.50	-34.210
533.75	25.166
534.00	26.346
534.25	88.868
534.50	-2.7525
534.75	32.637
535.00	75.891
535.25	-29.491
535.50	18.481
535.75	-8.2576
536.00	52.691
536.25	0.78643
536.50	3.1457
536.75	91.620
537.00	11.797
537.25	91.227
537.50	-20.841
537.75	13.763
538.00	75.891
538.25	-3.9322
538.50	14.549
538.75	16.515
539.00	60.949
539.25	74.712
539.50	71.959
539.75	60.556
540.00	125.44
540.25	-9.8305
540.50	49.546
540.75	61.342
541.00	93.586
541.25	69.993
541.50	-3.5390
541.75	82.969
542.00	53.478
542.25	-17.695
542.50	23.986
542.75	77.857
543.00	86.901
543.25	-16.122
543.50	49.939
543.75	128.19
544.00	-4.7186
544.25	23.986
544.50	-40.108
544.75	22.807
545.00	-17.302
545.25	43.647
545.50	-3.9322
545.75	-1.1797
546.00	-44.041
546.25	72.746
546.50	72.352
546.75	44.434
547.00	3.9322
547.25	3.5390
547.50	135.27
547.75	-21.234
548.00	-52.691
548.25	47.186
548.50	7.0779
548.75	46.007
549.00	-69.207
549.25	-25.166
549.50	14.156
549.75	23.200
550.00	108.14
550.25	8.6508
550.50	-57.017
550.75	99.091
551.00	-3.1458
551.25	38.535
551.50	-19.661
551.75	72.746
552.00	81.396
552.25	85.329
552.50	89.654
552.75	18.088
553.00	104.60
553.25	91.227
553.50	140.77
553.75	-7.4712
554.00	29.098
554.25	120.33
554.50	55.444
554.75	68.027
555.00	19.661
555.25	84.149
555.50	13.369
555.75	53.478
556.00	66.061
556.25	29.885
556.50	99.878
556.75	64.881
557.00	25.952
557.25	7.4712
557.50	113.25
557.75	7.0779
558.00	53.871
558.25	-7.8644
558.50	101.45
558.75	86.901
559.00	1.5729
559.25	68.027
559.50	73.139
559.75	96.732
560.00	28.312
560.25	43.647
560.50	39.322
560.75	-36.569
561.00	51.512
561.25	69.600
561.50	71.566
561.75	53.478
562.00	40.108
562.25	9.0440
562.50	-16.908
562.75	85.722
563.00	32.244
563.25	62.915
563.50	71.566
563.75	94.373
564.00	43.254
564.25	-0.39321
564.50	10.617
564.75	53.478
565.00	108.53
565.25	60.556
565.50	55.051
565.75	35.390
566.00	-63.701
566.25	-33.817
566.50	18.481
566.75	-21.234
567.00	36.963
567.25	57.803
567.50	11.797
567.75	-57.803
568.00	-8.2576
568.25	-8.2576
568.50	-38.535
568.75	-3.1458
569.00	5.8983
569.25	52.298
569.50	93.193
569.75	35.390
570.00	14.942
570.25	62.915
570.50	2.7525
570.75	84.935
571.00	7.0779
571.25	-76.678
571.50	-47.580
571.75	-93.979
572.00	-3.9322
572.25	76.285
572.50	1.1797
572.75	15.336
573.00	71.173
573.25	44.827
573.50	29.098
573.75	-4.3254
574.00	-50.725
574.25	9.8305
574.50	113.25
574.75	-11.403
575.00	9.4373
575.25	29.098
575.50	73.925
575.75	53.478
576.00	11.797
576.25	77.071
576.50	75.105
576.75	48.759
577.00	57.017
577.25	0.78643
577.50	30.671
577.75	-41.681
578.00	-15.336
578.25	34.210
578.50	81.790
578.75	8.2576
579.00	-56.624
579.25	44.827
579.50	28.312
579.75	-0.78644
580.00	66.061
580.25	-18.875
580.50	40.895
580.75	49.546
581.00	9.4373
581.25	9.0440
581.50	-13.369
581.75	69.600
582.00	-12.976
582.25	7.4712
582.50	30.671
582.75	14.549
583.00	48.759
583.25	63.308
583.50	-39.715
583.75	-106.56
584.00	21.234
584.25	39.715
584.50	62.915
584.75	44.827
585.00	-27.919
585.25	-17.302
585.50	-44.041
585.75	33.030
586.00	-28.312
586.25	79.037
586.50	7.4712
586.75	-41.681
587.00	15.729
587.25	46.793
587.50	-10.617
587.75	-45.613
588.00	1.1797
588.25	-136.05
588.50	40.895
588.75	7.8644
589.00	-77.464
589.25	37.356
589.50	-66.061
589.75	20.054
590.00	25.559
590.25	28.312
590.50	5.8983
590.75	66.061
591.00	-35.783
591.25	1.9661
591.50	-17.695
591.75	29.885
592.00	32.244
592.25	18.875
592.50	39.322
592.75	38.142
593.00	117.57
593.25	62.522
593.50	-73.139
593.75	-0.78644
594.00	8.6508
594.25	-21.627
594.50	13.763
594.75	-62.129
595.00	13.763
595.25	12.976
595.50	31.064
595.75	-23.200
596.00	-77.464
596.25	-3.1458
596.50	36.963
596.75	-20.054
597.00	8.6508
597.25	66.454
597.50	65.274
597.75	-81.790
598.00	-84.935
598.25	-67.634
598.50	44.041
598.75	82.576
599.00	38.142
599.25	49.152
599.50	69.600
599.75	14.549
600.00	24.380
